handle,performance_count,performance_median,performance_mean,performance_min,performance_max,performance_std,accessibility_count,accessibility_median,accessibility_mean,accessibility_min,accessibility_max,accessibility_std,seo_count,seo_median,seo_mean,seo_min,seo_max,seo_std,best_practices_count,best_practices_median,best_practices_mean,best_practices_min,best_practices_max,best_practices_std,performance_color,accessibility_color,seo_color,best_practices_color,performance_rank,accessibility_rank,seo_rank,best_practices_rank
100Reporters,15,0.16,0.16,0.13,0.2,0.015583874449479597,15,0.89,0.89,0.89,0.89,0.0,15,0.88,0.8753333333333334,0.87,0.88,0.005163977794943197,15,0.58,0.58,0.58,0.58,0.0,red,orange,orange,orange,923.0,291.0,667.0,1067.0
11AliveNews,15,0.21,0.21066666666666667,0.14,0.29,0.051055525329455446,15,0.81,0.8193333333333334,0.81,0.8300000000000001,0.010327955589886445,15,0.7000000000000001,0.7,0.7,0.7000000000000001,4.1962486042515756e-17,15,0.67,0.664,0.58,0.67,0.023237900077244522,red,orange,orange,orange,786.0,774.0,1082.0,979.0
12NewsNow,15,0.23,0.22000000000000003,0.14,0.33,0.06267831705280089,15,0.81,0.808,0.8,0.81,0.004140393356054131,15,0.7000000000000001,0.7,0.7,0.7000000000000001,4.1962486042515756e-17,15,0.75,0.7286666666666667,0.67,0.75,0.0366190166573651,red,orange,orange,orange,730.0,774.0,1082.0,786.0
12khari,14,0.26,0.2714285714285714,0.19,0.36,0.05503245795502349,14,0.78,0.78,0.78,0.78,0.0,14,0.85,0.85,0.85,0.85,0.0,14,0.92,0.9135714285714286,0.8300000000000001,0.92,0.0240535117721182,red,orange,orange,green,667.0,882.0,724.0,126.0
13wmaznews,15,0.24,0.24000000000000002,0.13,0.36,0.07329003050503234,15,0.81,0.8193333333333334,0.81,0.8300000000000001,0.010327955589886445,15,0.78,0.7786666666666666,0.77,0.78,0.003518657752745002,15,0.75,0.75,0.75,0.75,0.0,red,orange,orange,orange,710.0,774.0,977.0,786.0
14eastmag,22,0.13,0.13136363636363638,0.05,0.28,0.04959795066287225,22,0.75,0.75,0.75,0.75,0.0,22,0.73,0.73,0.73,0.73,0.0,22,0.75,0.7245454545454545,0.67,0.75,0.03813850356982364,red,orange,orange,orange,994.0,951.0,1075.0,786.0
19thnews,15,0.78,0.7580000000000001,0.58,0.87,0.07589466384404112,15,0.95,0.95,0.95,0.95,0.0,15,0.92,0.9213333333333333,0.92,0.93,0.0035186577527449993,15,0.92,0.9513333333333333,0.83,1.0,0.05221749387577565,orange,green,green,green,248.0,139.0,233.0,126.0
1NewsNZ,15,0.17,0.1686666666666667,0.15,0.18,0.0063994047342218465,15,0.79,0.7900000000000001,0.79,0.79,0.0,15,0.92,0.92,0.92,0.92,0.0,15,0.92,0.92,0.92,0.92,0.0,red,orange,green,green,886.0,851.0,233.0,126.0
20Minutes,23,0.41,0.4039130434782609,0.3,0.55,0.06492927133951097,23,0.8,0.8,0.8,0.8,0.0,23,0.9,0.9,0.9,0.9,0.0,23,0.92,0.92,0.92,0.92,0.0,red,orange,green,green,469.0,814.0,588.0,126.0
3NewsNowOmaha,15,0.21,0.20933333333333334,0.16,0.29,0.0365409098851971,15,0.98,0.964,0.94,0.98,0.018822478962286397,15,0.91,0.91,0.91,0.91,0.0,15,0.8300000000000001,0.7926666666666667,0.67,0.8300000000000001,0.05119523787377476,red,green,green,orange,786.0,27.0,487.0,298.0
41NBC,15,0.11,0.11933333333333333,0.07,0.19,0.044314890542677905,15,0.85,0.8493333333333334,0.84,0.85,0.002581988897471594,15,0.8200000000000001,0.8253333333333334,0.82,0.9,0.020655911179772914,15,0.67,0.6746666666666667,0.58,0.75,0.03833436851604328,red,orange,orange,orange,1020.0,669.0,922.0,979.0
6abc,15,0.23,0.23399999999999999,0.12,0.32,0.04272837799067835,15,0.56,0.5506666666666667,0.54,0.56,0.010327955589886448,15,0.84,0.84,0.84,0.84,0.0,15,0.75,0.7553333333333333,0.67,0.8300000000000001,0.03661901665736509,red,orange,orange,orange,730.0,1091.0,781.0,786.0
9NEWS,15,0.23,0.242,0.14,0.35,0.0687853805065333,15,0.81,0.8053333333333333,0.8,0.81,0.005163977794943194,15,0.7000000000000001,0.7,0.7,0.7000000000000001,4.1962486042515756e-17,15,0.75,0.75,0.75,0.75,0.0,red,orange,orange,orange,730.0,774.0,1082.0,786.0
9to5mac,15,0.24,0.23666666666666666,0.18,0.29,0.02497617912751114,15,0.65,0.664,0.65,0.72,0.028982753492378874,15,0.89,0.904,0.89,0.96,0.028982753492378874,15,0.75,0.7286666666666667,0.67,0.75,0.03661901665736507,red,orange,orange,orange,710.0,1061.0,649.0,786.0
ABC,29,0.21,0.20862068965517241,0.15,0.22,0.012166739770795056,29,0.6900000000000001,0.6934482758620689,0.69,0.71,0.007688517444384869,29,0.92,0.92,0.92,0.92,0.0,29,0.92,0.8889655172413794,0.83,0.92,0.04353527531834773,red,orange,green,green,786.0,1031.0,233.0,126.0
ABC15,15,0.19,0.20133333333333334,0.16,0.26,0.027740292167239503,15,0.96,0.95,0.89,0.98,0.03545621041711672,15,0.91,0.896,0.84,0.91,0.02898275349237891,15,0.8300000000000001,0.8086666666666668,0.75,0.8300000000000001,0.03661901665736512,red,green,green,orange,838.0,89.0,487.0,298.0
ABC7,15,0.23,0.272,0.23,0.46,0.07636379097077732,15,0.61,0.6046666666666667,0.59,0.61,0.009154754164341293,15,0.84,0.84,0.84,0.84,0.0,15,0.75,0.75,0.67,0.8300000000000001,0.0427617987059879,red,orange,orange,orange,730.0,1071.0,781.0,786.0
ABQJournal,15,0.03,0.05733333333333334,0.01,0.16,0.054309518590425834,15,0.76,0.762,0.76,0.77,0.004140393356054113,15,0.5,0.5,0.5,0.5,0.0,15,0.75,0.7446666666666667,0.67,0.75,0.020655911179772883,red,orange,orange,orange,1086.0,936.0,1101.0,786.0
AINonline,15,0.13,0.14,0.07,0.26,0.06600865744084526,15,0.77,0.772,0.77,0.79,0.005606119105813887,15,0.76,0.76,0.76,0.76,0.0,15,0.75,0.7446666666666667,0.67,0.75,0.020655911179772883,red,orange,orange,orange,994.0,906.0,1029.0,786.0
AJEnglish,15,0.27,0.268,0.22,0.3,0.021447610589527228,15,1.0,1.0,1.0,1.0,0.0,15,0.98,0.982,0.98,0.99,0.004140393356054104,15,0.92,0.92,0.92,0.92,0.0,red,green,green,green,651.0,1.0,68.0,126.0
AKNewsNow,15,0.11,0.10266666666666667,0.05,0.16,0.02711527420547495,15,0.8300000000000001,0.8353333333333334,0.81,0.86,0.015522640914238174,15,0.92,0.918,0.91,0.92,0.004140393356054115,15,0.8300000000000001,0.8300000000000001,0.83,0.8300000000000001,4.1962486042515756e-17,red,orange,green,orange,1020.0,716.0,233.0,298.0
ALPublicRadio,15,0.63,0.6253333333333334,0.33,0.78,0.12654003695424207,15,0.97,0.97,0.97,0.97,0.0,15,0.91,0.91,0.91,0.91,0.0,15,1.0,0.9946666666666667,0.92,1.0,0.02065591117977288,orange,green,green,green,301.0,70.0,487.0,1.0
ALReporter,15,0.32,0.332,0.22,0.41,0.06061588664934064,15,0.61,0.62,0.61,0.64,0.014638501094228002,15,0.91,0.91,0.91,0.91,0.0,15,0.92,0.92,0.92,0.92,0.0,red,orange,green,green,575.0,1071.0,487.0,126.0
AP,29,0.31,0.30241379310344824,0.17,0.76,0.10249234021601644,29,0.86,0.8741379310344827,0.85,0.98,0.043385089718153365,29,0.85,0.8451724137931034,0.78,0.99,0.04154349610908448,29,0.8300000000000001,0.833103448275862,0.83,0.92,0.016712580435934654,red,orange,orange,orange,584.0,627.0,724.0,298.0
AUG_Chronicle,15,0.84,0.6953333333333334,0.42,0.85,0.18795389505585314,15,0.88,0.8746666666666667,0.81,0.89,0.018847761013926663,15,0.92,0.9153333333333333,0.85,0.92,0.018073922282301296,15,0.8300000000000001,0.8426666666666667,0.75,0.92,0.04495500395898521,orange,orange,green,orange,99.0,324.0,233.0,298.0
AberdeenNews,15,0.84,0.7953333333333333,0.46,0.88,0.1347413748454353,15,0.87,0.8633333333333333,0.78,0.88,0.02350278605572011,15,0.92,0.9153333333333333,0.85,0.92,0.018073922282301296,15,0.8300000000000001,0.8253333333333334,0.75,0.92,0.03833436851604328,orange,orange,green,orange,99.0,413.0,233.0,298.0
Adnkronos,15,0.37,0.372,0.2,0.56,0.11270695250452452,15,0.93,0.9206666666666667,0.91,0.93,0.010327955589886431,15,0.92,0.92,0.92,0.92,0.0,15,0.92,0.92,0.92,0.92,0.0,red,green,green,green,507.0,189.0,233.0,126.0
Aftenposten,15,0.38,0.366,0.21,0.5700000000000001,0.08432928655828043,15,0.74,0.7073333333333333,0.66,0.75,0.045898438608155984,15,0.92,0.91,0.85,0.92,0.02449489742783183,15,0.92,0.92,0.92,0.92,0.0,red,orange,green,green,493.0,969.0,233.0,126.0
AirlineReporter,14,0.31,0.31214285714285717,0.29,0.35,0.018471837786446465,14,0.8200000000000001,0.8200000000000001,0.82,0.8200000000000001,4.3546529746182126e-17,14,0.96,0.96,0.96,0.96,0.0,14,0.67,0.67,0.67,0.67,0.0,red,orange,green,orange,584.0,748.0,140.0,979.0
Akpublicnews,15,0.18,0.18133333333333335,0.1,0.24,0.039072582032246936,15,0.9,0.9,0.9,0.9,0.0,15,0.91,0.912,0.91,0.92,0.004140393356054151,15,0.75,0.7446666666666667,0.67,0.75,0.020655911179772883,red,green,green,orange,869.0,269.0,487.0,786.0
AlDiaDallas,15,0.11,0.10800000000000001,0.1,0.11,0.004140393356054121,15,0.93,0.9273333333333333,0.86,0.96,0.023441924185608337,15,0.91,0.9053333333333333,0.84,0.91,0.018073922282301293,14,0.75,0.715,0.58,0.8300000000000001,0.062110323680466414,red,green,green,orange,1020.0,189.0,487.0,786.0
Albany_Herald,14,0.18,0.17285714285714285,0.11,0.19,0.02233609408336872,14,0.88,0.88,0.88,0.88,0.0,14,0.7000000000000001,0.7000000000000001,0.7,0.7000000000000001,3.079204648066709e-17,14,0.8300000000000001,0.8242857142857144,0.75,0.8300000000000001,0.02138089935299397,red,orange,orange,orange,869.0,324.0,1082.0,298.0
Alma_Preta,24,0.1,0.11,0.08,0.21,0.032168037066250287,24,0.8,0.8000000000000002,0.8,0.8,0.0,24,0.84,0.84,0.84,0.84,0.0,24,0.67,0.67,0.67,0.67,0.0,red,orange,orange,orange,1035.0,814.0,781.0,979.0
AlterNet,22,0.5,0.5218181818181818,0.4,0.76,0.09358654581958646,22,0.81,0.8122727272727274,0.81,0.8200000000000001,0.004289320272288891,22,0.89,0.8900000000000001,0.89,0.89,0.0,22,0.8300000000000001,0.8300000000000001,0.83,0.8300000000000001,4.1962486042515756e-17,orange,orange,orange,orange,377.0,774.0,649.0,298.0
AmerIndependent,22,0.135,0.13954545454545456,0.09,0.21,0.03330626606672323,22,0.8300000000000001,0.8300000000000001,0.83,0.8300000000000001,4.1962486042515756e-17,22,0.9,0.9013636363636365,0.9,0.91,0.0035125008665710515,22,0.8300000000000001,0.8190909090909091,0.75,0.8300000000000001,0.028100006932568367,red,orange,green,orange,990.0,716.0,588.0,298.0
AmesTribNews,17,0.8300000000000001,0.7864705882352941,0.45,0.92,0.1283034087851229,17,0.87,0.8647058823529411,0.78,0.88,0.02211267935450823,17,0.92,0.9158823529411765,0.85,0.92,0.016977493752543326,17,0.8300000000000001,0.8358823529411765,0.75,0.92,0.037090905814197196,orange,orange,green,orange,168.0,413.0,233.0,298.0
Annapurna_Post,15,0.2,0.2046666666666667,0.07,0.29,0.06423913656538875,15,0.66,0.66,0.66,0.66,0.0,15,0.84,0.84,0.84,0.84,0.0,15,0.67,0.67,0.67,0.67,0.0,red,orange,orange,orange,813.0,1056.0,781.0,979.0
Appalachia100,15,0.25,0.24000000000000002,0.15,0.31,0.047659506621749365,15,0.91,0.91,0.91,0.91,0.0,15,0.92,0.92,0.92,0.92,0.0,15,0.92,0.92,0.92,0.92,0.0,red,green,green,green,685.0,244.0,233.0,126.0
AristeguiOnline,15,0.28,0.2813333333333333,0.25,0.32,0.02065591117977289,15,0.87,0.87,0.87,0.87,0.0,15,0.84,0.84,0.84,0.84,0.0,15,0.75,0.766,0.75,0.8300000000000001,0.03312314684843304,red,orange,orange,orange,626.0,413.0,781.0,786.0
ArizCIR,15,0.9,0.8966666666666666,0.84,0.95,0.03330951530004318,15,0.96,0.9599999999999999,0.96,0.96,0.0,15,0.91,0.91,0.91,0.91,0.0,15,1.0,1.0,1.0,1.0,0.0,green,green,green,green,14.0,89.0,487.0,1.0
ArkBusiness,15,0.18,0.18866666666666668,0.12,0.28,0.044859569239806045,15,0.89,0.8893333333333333,0.88,0.89,0.0025819888974715956,15,0.81,0.812,0.81,0.8200000000000001,0.004140393356054126,15,0.75,0.7333333333333333,0.58,0.8300000000000001,0.06365831408685714,red,orange,orange,orange,869.0,291.0,952.0,786.0
ArkNewsOrg,15,0.71,0.6913333333333334,0.49,0.77,0.06885457414691039,15,0.89,0.89,0.89,0.89,0.0,15,0.91,0.91,0.91,0.91,0.0,15,0.92,0.92,0.92,0.92,0.0,orange,orange,green,green,270.0,291.0,487.0,126.0
ArkTimes,15,0.2,0.1753333333333333,0.07,0.23,0.05566053573309583,15,0.86,0.862,0.86,0.87,0.004140393356054125,15,0.9,0.9,0.9,0.9,0.0,15,0.92,0.92,0.92,0.92,0.0,red,orange,green,green,813.0,627.0,588.0,126.0
ArkansasOnline,15,0.24,0.28800000000000003,0.22,0.38,0.06656897604311314,15,0.95,0.95,0.95,0.95,0.0,15,1.0,1.0,1.0,1.0,0.0,15,0.8300000000000001,0.8246666666666668,0.75,0.8300000000000001,0.020655911179772907,red,green,green,orange,710.0,139.0,1.0,298.0
AsburyParkPress,15,0.86,0.8286666666666667,0.52,0.88,0.09195236862222796,15,0.9,0.8946666666666666,0.88,0.9,0.0063994047342218596,15,0.93,0.93,0.93,0.93,0.0,15,0.8300000000000001,0.8253333333333334,0.75,0.92,0.03833436851604327,orange,green,green,orange,25.0,269.0,149.0,298.0
AshlandORNews,15,0.55,0.5346666666666666,0.45,0.58,0.03502380143083655,15,0.88,0.88,0.88,0.88,0.0,15,0.91,0.914,0.91,0.92,0.005070925528371041,15,1.0,1.0,1.0,1.0,0.0,orange,orange,green,green,346.0,324.0,487.0,1.0
AspenDailyNews,15,0.22,0.21133333333333332,0.14,0.27,0.04103424818136095,15,0.79,0.7900000000000001,0.79,0.79,0.0,15,0.84,0.84,0.84,0.84,0.0,15,0.75,0.75,0.75,0.75,0.0,red,orange,orange,orange,758.0,851.0,781.0,786.0
AspenJournalism,15,0.78,0.8059999999999999,0.65,0.98,0.09686514926874956,15,0.87,0.8713333333333334,0.87,0.89,0.005163977794943213,15,0.91,0.91,0.91,0.91,0.0,15,1.0,1.0,1.0,1.0,0.0,orange,orange,green,green,248.0,413.0,487.0,1.0
AustinChronicle,15,0.25,0.2573333333333333,0.2,0.31,0.028900486072696,15,0.7000000000000001,0.7,0.7,0.7000000000000001,4.1962486042515756e-17,15,0.8200000000000001,0.822,0.82,0.8300000000000001,0.004140393356054127,15,0.92,0.8840000000000001,0.83,0.92,0.0456383297553399,red,orange,orange,green,685.0,1022.0,922.0,126.0
AustinVida,15,0.89,0.8886666666666667,0.78,0.93,0.03795987856872548,15,0.93,0.93,0.93,0.93,0.0,15,0.9,0.9,0.9,0.9,0.0,15,1.0,1.0,1.0,1.0,0.0,orange,green,green,green,17.0,189.0,588.0,1.0
AviationNews,14,0.12,0.12785714285714286,0.11,0.18,0.020448272986535274,14,0.78,0.78,0.78,0.78,0.0,14,0.92,0.9,0.85,0.92,0.03281650616569471,14,0.75,0.7442857142857143,0.67,0.75,0.02138089935299395,red,orange,green,orange,1007.0,882.0,233.0,786.0
AviationWeek,15,0.22,0.21333333333333335,0.18,0.24,0.018387366263150306,15,0.95,0.95,0.95,0.95,0.0,15,0.92,0.92,0.92,0.92,0.0,15,0.67,0.67,0.67,0.67,0.0,red,green,green,orange,758.0,139.0,233.0,979.0
AvlWatchdog,15,0.9,0.902,0.88,0.93,0.015212776585113311,15,0.97,0.97,0.97,0.97,0.0,15,0.98,0.98,0.98,0.98,0.0,15,1.0,1.0,1.0,1.0,0.0,green,green,green,green,14.0,70.0,68.0,1.0
BFMTV,23,0.49,0.47347826086956524,0.35,0.54,0.05122221602995875,23,0.92,0.92,0.92,0.92,0.0,23,0.91,0.91,0.91,0.91,0.0,23,0.8300000000000001,0.8495652173913044,0.83,0.92,0.03795670510529849,red,green,green,orange,387.0,220.0,487.0,298.0
BILD,15,0.18,0.18000000000000002,0.15,0.21,0.013627702877384936,15,0.96,0.9599999999999999,0.96,0.96,0.0,15,1.0,1.0,1.0,1.0,0.0,15,0.8300000000000001,0.8300000000000001,0.83,0.8300000000000001,4.1962486042515756e-17,red,green,green,orange,869.0,89.0,1.0,298.0
BINJreports,15,0.34,0.338,0.3,0.36,0.017402791237532626,15,0.9,0.9,0.9,0.9,0.0,15,0.93,0.93,0.93,0.93,0.0,15,0.8300000000000001,0.8300000000000001,0.83,0.8300000000000001,4.1962486042515756e-17,red,green,green,orange,547.0,269.0,149.0,298.0
BLaw,15,0.2,0.2046666666666667,0.15,0.34,0.05462425764996284,15,0.72,0.72,0.72,0.72,0.0,15,0.8300000000000001,0.8300000000000001,0.83,0.8300000000000001,4.1962486042515756e-17,15,0.8300000000000001,0.8300000000000001,0.83,0.8300000000000001,4.1962486042515756e-17,red,orange,orange,orange,813.0,992.0,871.0,298.0
Bakersfieldcali,15,0.12,0.12066666666666667,0.08,0.16,0.021536237457121517,15,0.74,0.7413333333333333,0.74,0.76,0.00516397779494322,15,0.76,0.7606666666666667,0.76,0.77,0.002581988897471594,15,0.8300000000000001,0.8086666666666668,0.67,0.8300000000000001,0.04748934717637313,red,orange,orange,orange,1007.0,969.0,1029.0,298.0
BaltBizOnline,15,0.23,0.22866666666666668,0.2,0.26,0.01767430203377074,15,0.96,0.9553333333333334,0.89,1.0,0.023563490726929537,15,0.89,0.8906666666666666,0.89,0.9,0.00258198889747161,15,0.67,0.6693333333333334,0.58,0.75,0.03217511608740668,red,green,orange,orange,730.0,89.0,649.0,979.0
BaltimoreBanner,15,0.1,0.09933333333333333,0.09,0.11,0.007988086367179806,15,0.72,0.72,0.72,0.72,0.0,15,0.71,0.7099999999999999,0.71,0.71,0.0,15,0.75,0.7286666666666667,0.67,0.75,0.03661901665736505,red,orange,orange,orange,1035.0,992.0,1079.0,786.0
BaltimoreBrew,15,0.52,0.5226666666666667,0.45,0.6900000000000001,0.05725465254540664,15,0.68,0.68,0.68,0.68,0.0,15,0.88,0.8753333333333334,0.81,0.88,0.018073922282301265,15,0.92,0.92,0.92,0.92,0.0,orange,orange,orange,green,365.0,1036.0,667.0,126.0
Baltimoremag,15,0.27,0.27133333333333337,0.16,0.43,0.0810525990300361,15,0.88,0.8806666666666667,0.88,0.89,0.002581988897471594,15,0.98,0.98,0.98,0.98,0.0,15,0.92,0.902,0.83,0.92,0.03726354020448714,red,orange,green,green,651.0,324.0,68.0,126.0
BarnPat,15,0.86,0.8533333333333334,0.8200000000000001,0.87,0.013451854182690978,15,0.87,0.8706666666666667,0.86,0.9,0.008837151016885373,15,0.92,0.92,0.92,0.92,0.0,15,0.8300000000000001,0.8246666666666668,0.75,0.8300000000000001,0.020655911179772914,orange,orange,green,orange,25.0,413.0,233.0,298.0
BartlesvilleEE,15,0.85,0.7886666666666666,0.3,0.88,0.16343922709184888,15,0.87,0.8633333333333333,0.78,0.88,0.023804761428476182,15,0.92,0.9153333333333333,0.85,0.92,0.018073922282301296,15,0.8300000000000001,0.8200000000000001,0.75,0.92,0.04292851200376207,orange,orange,green,orange,58.0,413.0,233.0,298.0
BelTel,23,0.31,0.3139130434782609,0.27,0.35,0.018275450606254833,23,0.88,0.8739130434782609,0.8,0.89,0.021896270009209476,23,0.91,0.9065217391304349,0.84,0.92,0.021449453405236227,23,0.75,0.717391304347826,0.58,0.75,0.060843868093547276,red,orange,green,orange,584.0,324.0,487.0,786.0
Berkeleyside,15,0.23,0.23399999999999999,0.17,0.35,0.044207303856780435,15,0.98,0.98,0.98,0.98,0.0,15,0.9,0.9013333333333333,0.9,0.91,0.0035186577527449993,15,1.0,0.9946666666666667,0.92,1.0,0.02065591117977289,red,green,green,green,730.0,27.0,588.0,1.0
BerkshireEagle,15,0.16,0.158,0.12,0.19,0.022740775209804463,15,0.86,0.8646666666666667,0.86,0.93,0.01807392228230129,15,0.77,0.7746666666666667,0.77,0.84,0.01807392228230126,15,0.75,0.75,0.75,0.75,0.0,red,orange,orange,orange,923.0,627.0,989.0,786.0
BetterGov,22,0.33999999999999997,0.3418181818181818,0.27,0.43,0.04696871944241833,22,0.71,0.71,0.71,0.71,0.0,22,0.86,0.8599999999999999,0.86,0.86,0.0,22,0.8300000000000001,0.8300000000000001,0.83,0.8300000000000001,4.1962486042515756e-17,red,orange,orange,orange,555.0,1013.0,675.0,298.0
BhamWatch,15,0.43,0.41000000000000003,0.15,0.46,0.0793725393319377,15,0.9,0.9,0.9,0.9,0.0,15,0.91,0.91,0.91,0.91,0.0,15,0.75,0.75,0.75,0.75,0.0,red,green,green,orange,444.0,269.0,487.0,786.0
BlackByGodWV,15,0.91,0.896,0.74,0.95,0.05110213861893231,15,0.93,0.93,0.93,0.93,0.0,15,0.9,0.9,0.9,0.9,0.0,15,1.0,1.0,1.0,1.0,0.0,green,green,green,green,9.0,189.0,588.0,1.0
BleacherReport,15,0.2,0.202,0.16,0.24,0.02512824250576572,15,0.87,0.87,0.87,0.87,0.0,15,0.97,0.97,0.97,0.97,0.0,15,0.8300000000000001,0.8606666666666667,0.75,0.92,0.0540458359261135,red,orange,green,orange,813.0,413.0,116.0,298.0
BleepinComputer,15,0.34,0.3486666666666667,0.23,0.45,0.05578871707057755,15,1.0,1.0,1.0,1.0,0.0,15,0.9,0.9,0.9,0.9,0.0,15,0.75,0.7386666666666667,0.58,0.75,0.0438938112570174,red,green,green,orange,547.0,1.0,588.0,786.0
BlockClubCHI,22,0.28,0.29454545454545455,0.25,0.4,0.04361381091081701,22,0.95,0.95,0.95,0.95,0.0,22,0.92,0.9195454545454546,0.91,0.92,0.002132007163556085,22,0.92,0.915909090909091,0.83,0.92,0.01918806447200495,red,green,green,green,626.0,139.0,233.0,126.0
BlueRidgeNow,15,0.8200000000000001,0.7946666666666666,0.5,0.84,0.08399546473017515,15,0.87,0.8706666666666667,0.86,0.88,0.007037315505489992,15,0.92,0.92,0.92,0.92,0.0,15,0.8300000000000001,0.8486666666666667,0.75,0.92,0.048970350602126934,orange,orange,green,orange,218.0,413.0,233.0,298.0
BlufftonToday,15,0.84,0.8426666666666667,0.79,0.87,0.02250925735484549,15,0.88,0.8666666666666667,0.78,0.88,0.025541749203626448,15,0.92,0.9153333333333333,0.85,0.92,0.0180739222823013,15,0.8300000000000001,0.8306666666666668,0.75,0.92,0.03217511608740668,orange,orange,green,orange,99.0,324.0,233.0,298.0
BmtEnterprise,15,0.16,0.15933333333333335,0.15,0.16,0.002581988897471615,15,0.5700000000000001,0.5900000000000001,0.57,0.73,0.04342481186734473,15,0.84,0.84,0.84,0.84,0.0,15,0.75,0.7446666666666667,0.67,0.75,0.020655911179772883,red,orange,orange,orange,923.0,1086.0,781.0,786.0
BoingBoing,15,0.16,0.156,0.13,0.17,0.010555973258234954,15,0.93,0.93,0.93,0.93,0.0,15,0.96,0.9466666666666667,0.89,0.97,0.02943920288775947,15,0.75,0.7393333333333333,0.67,0.75,0.028149262021959855,red,green,green,orange,923.0,189.0,140.0,786.0
BonginoReport,22,0.665,0.6586363636363637,0.49,0.73,0.05166701577873952,22,0.96,0.9599999999999999,0.96,0.96,0.0,22,0.86,0.8599999999999999,0.86,0.86,0.0,22,0.92,0.92,0.92,0.92,0.0,orange,green,orange,green,287.0,89.0,675.0,126.0
Borderless_Mag,22,0.615,0.6204545454545455,0.41,0.76,0.06799700782823516,22,0.86,0.8599999999999999,0.86,0.86,0.0,22,0.84,0.84,0.84,0.84,0.0,22,0.92,0.92,0.92,0.92,0.0,orange,orange,orange,green,306.0,627.0,781.0,126.0
BostonGlobe,14,0.13,0.13071428571428573,0.07,0.16,0.020177781274036476,14,0.91,0.9171428571428571,0.91,0.93,0.009944903161976992,14,0.92,0.9485714285714286,0.91,0.99,0.03738719296500064,14,0.67,0.6635714285714286,0.58,0.67,0.024053511772118213,red,green,green,orange,994.0,244.0,233.0,979.0
BostonHerald,15,0.02,0.028,0.02,0.06,0.015212776585113297,15,0.8200000000000001,0.83,0.82,0.85,0.011338934190276784,15,0.8300000000000001,0.8300000000000001,0.83,0.8300000000000001,4.1962486042515756e-17,15,0.67,0.664,0.5,0.75,0.049828276539101206,red,orange,orange,orange,1092.0,748.0,871.0,979.0
BreakingNews_RS,15,0.81,0.6626666666666666,0.42,0.84,0.18163804929689417,15,0.88,0.8706666666666667,0.8,0.89,0.027115274205474934,15,0.92,0.9106666666666666,0.85,0.92,0.024630604269214915,15,0.8300000000000001,0.8366666666666667,0.75,0.92,0.0395811402901264,orange,orange,green,orange,238.0,324.0,233.0,298.0
BreckTexan,15,0.55,0.5166666666666667,0.17,0.65,0.13025615788386616,15,0.87,0.87,0.87,0.87,0.0,15,0.81,0.81,0.81,0.81,0.0,15,0.67,0.67,0.67,0.67,0.0,orange,orange,orange,orange,346.0,413.0,952.0,979.0
BreitbartNews,22,0.155,0.1959090909090909,0.09,0.41,0.09649372498271046,22,0.86,0.864090909090909,0.86,0.89,0.007963662060880889,22,0.92,0.92,0.92,0.92,0.0,22,0.8300000000000001,0.8154545454545455,0.75,0.8300000000000001,0.03158168135806896,red,orange,green,orange,953.0,627.0,233.0,298.0
Brunswick_News,15,0.24,0.2573333333333333,0.16,0.38,0.06691857169796168,15,0.87,0.87,0.87,0.87,0.0,15,0.84,0.84,0.84,0.84,0.0,15,0.75,0.7446666666666667,0.67,0.75,0.020655911179772883,red,orange,orange,orange,710.0,413.0,781.0,786.0
BucksCoHerald,15,0.44,0.48000000000000004,0.31,0.6900000000000001,0.12598185810436588,15,0.62,0.62,0.62,0.62,0.0,15,0.7000000000000001,0.7,0.7,0.7000000000000001,4.1962486042515756e-17,15,0.8300000000000001,0.8300000000000001,0.83,0.8300000000000001,4.1962486042515756e-17,red,orange,orange,orange,429.0,1069.0,1082.0,298.0
BucyrusTF,15,0.86,0.8593333333333334,0.8200000000000001,0.93,0.027377432485969376,15,0.87,0.8706666666666667,0.86,0.9,0.008837151016885371,15,0.93,0.93,0.93,0.93,0.0,15,0.8300000000000001,0.8093333333333333,0.75,0.92,0.04905778905196063,orange,orange,green,orange,25.0,413.0,149.0,298.0
BulwarkOnline,22,0.29000000000000004,0.34954545454545455,0.2,0.54,0.12124266390088746,22,0.93,0.93,0.93,0.93,0.0,22,1.0,1.0,1.0,1.0,0.0,22,0.92,0.915909090909091,0.83,0.92,0.01918806447200495,red,green,green,green,612.0,189.0,1.0,126.0
BurlcoTimes,15,0.84,0.8393333333333334,0.81,0.87,0.01751190071541823,15,0.87,0.8693333333333333,0.8,0.88,0.020165977949672228,15,0.92,0.9153333333333333,0.85,0.92,0.018073922282301296,15,0.8300000000000001,0.8246666666666668,0.75,0.8300000000000001,0.020655911179772914,orange,orange,green,orange,99.0,413.0,233.0,298.0
BuzzFeedNews,15,0.19,0.21333333333333335,0.13,0.45,0.07345228447936862,15,0.94,0.94,0.94,0.94,0.0,15,1.0,1.0,1.0,1.0,0.0,15,0.8300000000000001,0.8246666666666668,0.75,0.8300000000000001,0.020655911179772914,red,green,green,orange,838.0,162.0,1.0,298.0
