handle,performance_count,performance_median,performance_mean,performance_min,performance_max,performance_std,accessibility_count,accessibility_median,accessibility_mean,accessibility_min,accessibility_max,accessibility_std,seo_count,seo_median,seo_mean,seo_min,seo_max,seo_std,best_practices_count,best_practices_median,best_practices_mean,best_practices_min,best_practices_max,best_practices_std,performance_color,accessibility_color,seo_color,best_practices_color,performance_rank,accessibility_rank,seo_rank,best_practices_rank
Florida_Bulldog,16,0.37,0.36125,0.27,0.43,0.051881274720911266,16,0.66,0.66,0.66,0.66,0.0,16,0.77,0.77,0.77,0.77,0.0,16,0.92,0.9031250000000001,0.8300000000000001,0.92,0.03628015986734346,red,orange,orange,green,507.0,1056.0,989.0,126.0
Florida_Today,16,0.8300000000000001,0.735625,0.37,0.85,0.175915462651809,16,0.88,0.87375,0.81,0.89,0.01821171783953031,16,0.93,0.925625,0.86,0.93,0.017500000000000012,16,0.8300000000000001,0.8250000000000001,0.75,0.8300000000000001,0.020000000000000018,orange,orange,green,orange,168.0,324.0,149.0,298.0
Forbes,16,0.45,0.429375,0.21,0.46,0.060714495797955875,16,0.79,0.791875,0.78,0.8,0.006551081335677881,16,0.92,0.92,0.91,0.93,0.00365148371670109,16,0.75,0.745,0.67,0.75,0.01999999999999999,red,orange,green,orange,416.0,851.0,233.0,786.0
ForeignPolicy,16,0.23,0.209375,0.1,0.25,0.050394278775802846,16,0.87,0.87,0.85,0.88,0.006324555320336763,16,0.76,0.75625,0.75,0.76,0.00499999999999994,16,0.75,0.775,0.67,0.8300000000000001,0.048166378315169206,red,orange,orange,orange,730.0,413.0,1029.0,786.0
FortWorthReport,16,0.305,0.30125,0.2,0.4,0.05018299844900993,16,0.89,0.89,0.89,0.89,0.0,16,0.99,0.99,0.99,0.99,0.0,16,1.0,0.989375,0.83,1.0,0.04250000000000001,red,orange,green,green,591.0,291.0,37.0,1.0
FortuneMagazine,16,0.23,0.23625000000000002,0.1,0.38,0.08845903006477067,16,1.0,1.0,1.0,1.0,0.0,16,0.97,0.9562499999999999,0.89,0.97,0.02963668897386029,16,0.875,0.885,0.75,1.0,0.07536577472566708,red,green,green,orange,730.0,1.0,116.0,294.0
FostersDailyDem,16,0.835,0.789375,0.47,0.87,0.11885390191323128,16,0.87,0.868125,0.8,0.88,0.018697147732564274,16,0.92,0.915625,0.85,0.92,0.017500000000000026,16,0.8300000000000001,0.8200000000000001,0.75,0.8300000000000001,0.02732520204255896,orange,orange,green,orange,155.0,413.0,233.0,298.0
Fox5Atlanta,16,0.17,0.16625,0.16,0.17,0.005000000000000009,16,0.79,0.789375,0.72,0.8,0.01913765920900467,16,0.84,0.8574999999999999,0.84,0.91,0.031304951684997084,16,0.58,0.575,0.5,0.58,0.019999999999999993,red,orange,orange,orange,886.0,851.0,781.0,1067.0
France24_en,24,0.595,0.5933333333333334,0.51,0.67,0.0478827069325493,24,0.8200000000000001,0.82,0.82,0.8200000000000001,4.009654378048872e-17,24,0.93,0.93,0.93,0.93,0.0,24,1.0,0.9966666666666667,0.92,1.0,0.01632993161855453,orange,orange,green,green,317.0,748.0,149.0,1.0
FreeBeacon,23,0.28,0.29260869565217396,0.23,0.49,0.05879219114074959,23,0.78,0.78,0.78,0.78,0.0,23,0.8300000000000001,0.83,0.83,0.8300000000000001,4.099770222620849e-17,23,0.67,0.67,0.67,0.67,0.0,red,orange,orange,orange,626.0,882.0,871.0,979.0
GCM_nf,23,0.65,0.6369565217391304,0.56,0.68,0.03878082733993644,23,0.85,0.8465217391304347,0.81,0.85,0.011524162620801187,23,0.8200000000000001,0.8243478260869566,0.82,0.87,0.014405203276001487,23,0.92,0.92,0.92,0.92,0.0,orange,orange,orange,green,291.0,669.0,922.0,126.0
GFTribune,16,0.84,0.778125,0.47,0.89,0.1491852874783569,16,0.87,0.869375,0.86,0.87,0.0024999999999999883,16,0.92,0.92,0.92,0.92,0.0,16,0.8300000000000001,0.8200000000000001,0.75,0.8300000000000001,0.02732520204255894,orange,orange,green,orange,99.0,413.0,233.0,298.0
GainesvilleSun,16,0.8300000000000001,0.7468750000000001,0.44,0.85,0.15797547277979576,16,0.88,0.875,0.81,0.89,0.017888543819998312,16,0.92,0.915625,0.85,0.92,0.01750000000000002,16,0.8300000000000001,0.8306250000000001,0.75,0.92,0.031084562084739108,orange,orange,green,orange,168.0,324.0,233.0,298.0
Galesburg,16,0.84,0.8225,0.48,0.9,0.0950438495292217,16,0.87,0.873125,0.86,0.88,0.007041543391425876,16,0.92,0.92,0.92,0.92,0.0,16,0.8300000000000001,0.841875,0.75,0.92,0.043545952739605945,orange,orange,green,orange,99.0,413.0,233.0,298.0
GalvNews,16,0.12,0.114375,0.06,0.14,0.023371991785040493,16,0.87,0.87625,0.87,0.89,0.009574271077563399,16,0.76,0.76,0.76,0.76,0.0,16,0.75,0.77,0.75,0.8300000000000001,0.03577708763999667,red,orange,orange,orange,1007.0,413.0,1029.0,786.0
Gen_Republic,16,0.84,0.828125,0.7000000000000001,0.87,0.03953374086355432,16,0.87,0.85875,0.78,0.88,0.03117156824201609,16,0.92,0.91125,0.85,0.92,0.023909551787239074,16,0.8300000000000001,0.8300000000000001,0.83,0.8300000000000001,4.0539612963254114e-17,orange,orange,green,orange,99.0,413.0,233.0,298.0
GoErie,16,0.835,0.79375,0.47,0.88,0.12852366837798135,16,0.87,0.859375,0.76,0.88,0.0354906090865363,16,0.92,0.91125,0.85,0.92,0.023909551787239074,16,0.8300000000000001,0.841875,0.75,0.92,0.043545952739605986,orange,orange,green,orange,155.0,413.0,233.0,298.0
GoUpstate,16,0.86,0.856875,0.77,0.9,0.03004857179079676,16,0.875,0.873125,0.86,0.88,0.0079320026895272,16,0.92,0.92,0.92,0.92,0.0,16,0.8300000000000001,0.8200000000000001,0.75,0.8300000000000001,0.02732520204255896,orange,orange,green,orange,25.0,411.0,233.0,298.0
GothamGazette,16,0.14,0.143125,0.13,0.16,0.009464847243000453,16,0.68,0.68,0.68,0.68,0.0,16,0.75,0.75,0.75,0.75,0.0,16,0.58,0.58,0.58,0.58,0.0,red,orange,orange,orange,979.0,1036.0,1058.0,1067.0
Gothamist,16,0.25,0.24875,0.22,0.27,0.017078251276599333,16,0.98,0.9775,0.96,0.98,0.00683130051063975,16,1.0,1.0,1.0,1.0,0.0,16,1.0,0.98,0.92,1.0,0.03577708763999662,red,green,green,green,685.0,27.0,1.0,1.0
Green_Footballs,16,0.175,0.19187500000000002,0.08,0.39,0.07431632839872182,16,0.79,0.7937500000000001,0.79,0.8,0.005,16,0.9,0.900625,0.9,0.91,0.00249999999999999,16,0.67,0.666875,0.5,0.75,0.08146318186763882,red,orange,green,orange,884.0,851.0,588.0,979.0
GreenvilleNews,16,0.86,0.73625,0.42,0.87,0.1867574184157977,16,0.87,0.869375,0.86,0.88,0.006800735254367705,16,0.92,0.92,0.92,0.92,0.0,16,0.8300000000000001,0.8306250000000001,0.75,0.92,0.03108456208473911,orange,orange,green,orange,25.0,413.0,233.0,298.0
GwinnettDaily,15,0.18,0.17200000000000001,0.14,0.25,0.026511453050656105,15,0.81,0.8053333333333333,0.79,0.8200000000000001,0.010600988273786194,15,0.7000000000000001,0.7,0.7,0.7000000000000001,5.139333957141231e-17,15,0.8300000000000001,0.8140000000000001,0.75,0.8300000000000001,0.033123146848433024,red,orange,orange,orange,869.0,774.0,1082.0,298.0
HITribuneHerald,16,0.05,0.058125,0.05,0.11,0.016007810593582125,16,0.72,0.72,0.72,0.72,0.0,16,0.84,0.84,0.84,0.84,0.0,16,0.8300000000000001,0.8150000000000001,0.67,0.8300000000000001,0.04351245032554858,red,orange,orange,orange,1076.0,992.0,781.0,298.0
HNNow,16,0.84,0.815625,0.45,0.88,0.09993122635092598,16,0.87,0.87125,0.86,0.88,0.005000000000000005,16,0.92,0.92,0.92,0.92,0.0,16,0.8300000000000001,0.8356250000000001,0.83,0.92,0.022499999999999996,orange,orange,green,orange,99.0,413.0,233.0,298.0
HaaretzCom,16,0.04,0.04875,0.02,0.11,0.027049337638224463,16,0.8200000000000001,0.8200000000000001,0.76,0.88,0.021908902300206638,16,0.99,0.985625,0.92,0.99,0.017499999999999988,16,0.75,0.74,0.67,0.75,0.0273252020425589,red,orange,green,orange,1084.0,748.0,37.0,786.0
Harpers,16,0.31,0.310625,0.27,0.36,0.028860295678781022,16,0.75,0.75,0.75,0.75,0.0,16,0.9,0.9,0.9,0.9,0.0,16,0.8300000000000001,0.8250000000000001,0.75,0.8300000000000001,0.020000000000000018,red,orange,green,orange,584.0,951.0,588.0,298.0
HellGateNY,16,0.515,0.521875,0.42,0.6000000000000001,0.055283360968739974,16,0.98,0.98,0.98,0.98,0.0,16,0.89,0.89,0.89,0.89,0.0,16,0.92,0.9550000000000001,0.92,1.0,0.04098780306383837,orange,green,orange,green,371.0,27.0,649.0,126.0
HeraldMailNews,16,0.835,0.7575000000000001,0.48,0.88,0.15368799562750504,16,0.87,0.871875,0.86,0.88,0.007500000000000015,16,0.92,0.92,0.92,0.92,0.0,16,0.8300000000000001,0.825625,0.75,0.92,0.03705289012569286,orange,orange,green,orange,155.0,413.0,233.0,298.0
HeraldTribune,16,0.8250000000000001,0.755625,0.47,0.86,0.14137273428776853,16,0.88,0.87,0.78,0.89,0.033862466931200784,16,0.92,0.91125,0.85,0.92,0.02390955178723908,16,0.8300000000000001,0.825625,0.75,0.92,0.03705289012569287,orange,orange,green,orange,210.0,324.0,233.0,298.0
HiddenCityPhila,16,0.49,0.46187500000000004,0.27,0.52,0.06655511500503422,16,0.84,0.84,0.84,0.84,0.0,16,0.8300000000000001,0.8300000000000001,0.83,0.8300000000000001,4.0539612963254114e-17,16,0.8300000000000001,0.8300000000000001,0.83,0.8300000000000001,4.0539612963254114e-17,red,orange,orange,orange,387.0,699.0,871.0,298.0
HollandSentinel,16,0.845,0.805625,0.49,0.87,0.11843247020982042,16,0.87,0.8725,0.86,0.88,0.007745966692414854,16,0.92,0.92,0.92,0.92,0.0,16,0.8300000000000001,0.825625,0.75,0.92,0.03705289012569287,orange,orange,green,orange,95.0,413.0,233.0,298.0
HornellTribune,16,0.84,0.814375,0.53,0.85,0.07676533505864913,16,0.87,0.858125,0.78,0.87,0.02880248831843063,16,0.92,0.91125,0.85,0.92,0.023909551787239084,16,0.8300000000000001,0.825625,0.75,0.92,0.03705289012569287,orange,orange,green,orange,99.0,413.0,233.0,298.0
HoumaToday,16,0.84,0.76375,0.48,0.87,0.1527907065236626,16,0.87,0.87,0.86,0.88,0.0036514837167011057,16,0.92,0.92,0.92,0.92,0.0,16,0.8300000000000001,0.8425,0.75,0.92,0.05335416259924492,orange,orange,green,orange,99.0,413.0,233.0,298.0
HoustonChron,16,0.16,0.16,0.16,0.16,0.0,16,0.73,0.73,0.73,0.73,0.0,16,0.85,0.85,0.85,0.85,0.0,16,0.75,0.745,0.67,0.75,0.01999999999999999,red,orange,orange,orange,923.0,979.0,724.0,786.0
HromadskeUA,16,0.6900000000000001,0.6950000000000001,0.63,0.83,0.06022181221672644,16,0.8,0.8,0.8,0.8,0.0,16,1.0,1.0,1.0,1.0,0.0,16,1.0,0.985,0.92,1.0,0.032249030993194164,orange,orange,green,green,280.0,814.0,1.0,1.0
HuffPost,23,0.26,0.24521739130434786,0.2,0.28,0.030281942596716453,23,0.94,0.9408695652173913,0.92,0.96,0.009493080483968241,23,0.98,0.98,0.98,0.98,0.0,23,0.75,0.7360869565217392,0.67,0.8300000000000001,0.0573457718529197,red,green,green,orange,667.0,162.0,68.0,786.0
HuffPostCanada,16,0.255,0.245625,0.17,0.28,0.031191612120354845,16,0.94,0.93875,0.92,0.96,0.008850612031567815,16,0.98,0.98,0.98,0.98,0.0,16,0.75,0.745,0.67,0.8300000000000001,0.05440588203494175,red,green,green,orange,681.0,162.0,68.0,786.0
HumanEvents,23,0.28,0.28695652173913044,0.24,0.41,0.038309123362540214,23,0.81,0.8169565217391306,0.81,0.8300000000000001,0.009739695071153489,23,0.84,0.84,0.84,0.84,0.0,23,0.8300000000000001,0.83,0.83,0.8300000000000001,4.099770222620849e-17,red,orange,orange,orange,626.0,774.0,781.0,298.0
HutchNews,16,0.85,0.8125,0.45,0.87,0.10705138952858108,16,0.87,0.870625,0.86,0.88,0.007719024117939626,16,0.92,0.92,0.92,0.92,0.0,16,0.8300000000000001,0.8200000000000001,0.75,0.8300000000000001,0.02732520204255896,orange,orange,green,orange,58.0,413.0,233.0,298.0
ICIJorg,16,0.245,0.2725,0.22,0.5700000000000001,0.08835534316987666,16,0.88,0.88,0.88,0.88,0.0,16,0.98,0.98,0.98,0.98,0.0,16,1.0,1.0,1.0,1.0,0.0,red,orange,green,green,709.0,324.0,68.0,1.0
IOL,16,0.36,0.345,0.24,0.44,0.05304086474910953,16,0.74,0.74,0.74,0.74,0.0,16,0.75,0.75,0.75,0.75,0.0,16,0.92,0.9031250000000001,0.83,0.92,0.03628015986734348,red,orange,orange,green,521.0,969.0,1058.0,126.0
IlangaNewspaper,16,0.575,0.561875,0.49,0.61,0.04134710791982112,16,0.93,0.93,0.93,0.93,0.0,16,0.93,0.93,0.93,0.93,0.0,16,0.8300000000000001,0.8300000000000001,0.83,0.8300000000000001,4.0539612963254114e-17,orange,green,green,orange,325.0,189.0,149.0,298.0
Indedotcom,16,0.8300000000000001,0.8275,0.76,0.85,0.024358434541926776,16,0.88,0.870625,0.8,0.88,0.02015564437074637,16,0.92,0.915625,0.85,0.92,0.017500000000000026,16,0.8300000000000001,0.83125,0.75,0.92,0.043950729990145425,orange,orange,green,orange,168.0,324.0,233.0,298.0
Independent,24,0.39,0.3954166666666667,0.36,0.45,0.02702320527229155,24,0.72,0.7216666666666667,0.72,0.74,0.005646597025732801,24,0.8200000000000001,0.8191666666666667,0.81,0.8200000000000001,0.0028232985128663957,24,0.8300000000000001,0.8300000000000001,0.83,0.8300000000000001,4.009654378048872e-17,red,orange,orange,orange,486.0,992.0,922.0,298.0
Independent_ie,16,0.275,0.275625,0.25,0.3,0.018607794065928388,16,0.87,0.87,0.87,0.87,0.0,16,0.92,0.92,0.92,0.92,0.0,16,0.67,0.6587500000000001,0.58,0.67,0.030740852297878825,red,orange,green,orange,643.0,413.0,233.0,979.0
IndiaToday,16,0.335,0.33375,0.23,0.51,0.06761410109338632,16,0.87,0.870625,0.87,0.88,0.0024999999999999883,16,0.92,0.92,0.92,0.92,0.0,16,0.67,0.7000000000000001,0.67,0.75,0.03999999999999995,red,orange,green,orange,558.0,413.0,233.0,979.0
IndianCountry,16,0.425,0.40625,0.2,0.51,0.08913472948295743,16,0.98,0.98,0.98,0.98,0.0,16,0.93,0.93,0.93,0.93,0.0,16,1.0,0.995,0.92,1.0,0.019999999999999997,red,green,green,green,451.0,27.0,149.0,1.0
InfoAmazoniaBR,26,0.24,0.24307692307692308,0.2,0.41,0.03823812032715319,26,0.88,0.88,0.88,0.88,0.0,26,1.0,0.9973076923076923,0.93,1.0,0.013728129459672883,26,0.92,0.9096153846153847,0.8300000000000001,0.92,0.02932313342475786,red,orange,green,green,710.0,324.0,1.0,126.0
IoniaSSNews,16,0.84,0.838125,0.67,0.93,0.0557636380926974,16,0.87,0.8674999999999999,0.86,0.87,0.004472135954999576,16,0.92,0.92,0.92,0.92,0.0,16,0.8300000000000001,0.83125,0.75,0.92,0.04395072999014543,orange,orange,green,orange,99.0,413.0,233.0,298.0
IowaPublicRadio,20,0.425,0.41900000000000004,0.23,0.5700000000000001,0.07785952262349091,20,0.78,0.79,0.78,0.8200000000000001,0.017770466332772798,20,0.9,0.9,0.9,0.9,0.0,20,1.0,0.983,0.83,1.0,0.052324895956342876,red,orange,green,green,451.0,882.0,588.0,1.0
IrishCathNews,16,0.495,0.47875,0.34,0.59,0.08507839522072179,16,0.93,0.88875,0.8200000000000001,0.93,0.05500000000000002,16,0.85,0.825,0.77,0.85,0.03829708431025354,16,0.92,0.92,0.92,0.92,0.0,red,green,orange,green,383.0,189.0,724.0,126.0
IrishTimes,16,0.25,0.25125000000000003,0.17,0.34,0.04773189010853575,16,0.87,0.87,0.87,0.87,0.0,16,0.85,0.85,0.85,0.85,0.0,16,1.0,1.0,1.0,1.0,0.0,red,orange,orange,green,685.0,413.0,724.0,1.0
IsraelHayomEng,16,0.17,0.175,0.16,0.22,0.015055453054181621,16,0.73,0.72875,0.71,0.73,0.00499999999999999,16,0.8300000000000001,0.8300000000000001,0.83,0.8300000000000001,4.0539612963254114e-17,16,0.8300000000000001,0.8,0.75,0.8300000000000001,0.040000000000000015,red,orange,orange,orange,886.0,979.0,871.0,298.0
JDNews,16,0.85,0.79375,0.45,0.9,0.1364734406395618,16,0.87,0.873125,0.86,0.88,0.007041543391425885,16,0.92,0.92,0.92,0.92,0.0,16,0.8300000000000001,0.8306250000000001,0.75,0.92,0.031084562084739118,orange,orange,green,orange,58.0,413.0,233.0,298.0
JN_Japanese,24,0.185,0.18708333333333335,0.14,0.24,0.02851074041200228,24,0.94,0.94,0.94,0.94,0.0,24,0.9,0.9020833333333335,0.9,0.91,0.004148511169990552,24,0.8300000000000001,0.8233333333333334,0.75,0.8300000000000001,0.022586388102931183,red,green,green,orange,862.0,162.0,588.0,298.0
JSTOR_Daily,16,0.555,0.5643750000000001,0.53,0.62,0.027317576759295425,16,0.8,0.7975000000000001,0.78,0.8,0.00683130051063975,16,0.91,0.91,0.91,0.91,0.0,16,1.0,0.97875,0.83,1.0,0.058066054340437746,orange,orange,green,green,343.0,814.0,487.0,1.0
JSunNews,16,0.86,0.790625,0.5,0.87,0.14498132063591274,16,0.87,0.870625,0.86,0.88,0.006800735254367727,16,0.92,0.92,0.92,0.92,0.0,16,0.8300000000000001,0.8306250000000001,0.75,0.92,0.03108456208473911,orange,orange,green,orange,25.0,413.0,233.0,298.0
JagranNews,16,0.62,0.623125,0.53,0.73,0.053506230166838184,16,0.77,0.77,0.77,0.77,0.0,16,0.8300000000000001,0.8300000000000001,0.83,0.8300000000000001,4.0539612963254114e-17,16,0.67,0.6900000000000001,0.67,0.75,0.03577708763999661,orange,orange,orange,orange,305.0,906.0,871.0,979.0
Jerusalem_Post,16,0.45,0.425,0.28,0.53,0.09626352718795769,16,0.7,0.7,0.66,0.74,0.04131182235954576,16,0.84,0.84,0.84,0.84,0.0,16,0.75,0.75,0.75,0.75,0.0,red,orange,orange,orange,416.0,1030.0,781.0,786.0
JessicaValenti,16,0.495,0.481875,0.37,0.62,0.08207466113241042,16,0.71,0.71,0.71,0.71,0.0,16,0.8300000000000001,0.8300000000000001,0.83,0.8300000000000001,4.0539612963254114e-17,16,1.0,1.0,1.0,1.0,0.0,red,orange,orange,green,383.0,1013.0,871.0,1.0
JewishCurrents,16,0.68,0.65125,0.46,0.77,0.08373569529577374,16,0.59,0.6074999999999999,0.59,0.73,0.04781910357447817,16,0.91,0.91,0.91,0.91,0.0,16,0.92,0.92,0.92,0.92,0.0,orange,orange,green,green,283.0,1082.0,487.0,126.0
Jezebel,23,0.26,0.2643478260869565,0.24,0.3,0.020410800829801703,23,0.95,0.9356521739130435,0.89,0.97,0.03461818846115454,23,0.9,0.9,0.9,0.9,0.0,23,0.8300000000000001,0.8230434782608695,0.75,0.8300000000000001,0.02304832524160244,red,green,green,orange,667.0,139.0,588.0,298.0
JoplinGlobe,16,0.13,0.131875,0.1,0.17,0.017969882210706528,16,0.72,0.719375,0.71,0.72,0.002499999999999996,16,0.77,0.77,0.77,0.77,0.0,16,0.5,0.5,0.5,0.5,0.0,red,orange,orange,orange,994.0,992.0,989.0,1093.0
JornaldoBrasil,26,0.87,0.8707692307692307,0.74,0.92,0.03135896387613303,26,0.77,0.7576923076923077,0.6900000000000001,0.77,0.029435718752249623,26,1.0,0.9869230769230769,0.92,1.0,0.02724250073238221,26,0.67,0.67,0.67,0.67,0.0,orange,orange,green,orange,21.0,906.0,1.0,979.0
JournalStarNews,16,0.03,0.028125,0.02,0.04,0.005439056290693574,16,0.81,0.81,0.81,0.81,0.0,16,0.8300000000000001,0.8300000000000001,0.83,0.8300000000000001,4.0539612963254114e-17,16,0.8300000000000001,0.8200000000000001,0.75,0.8300000000000001,0.027325202042558935,red,orange,orange,orange,1086.0,774.0,871.0,298.0
JuneauEmpire,16,0.185,0.18125,0.12,0.22,0.0280178514522438,16,0.96,0.96,0.96,0.96,0.0,16,0.8300000000000001,0.8325,0.83,0.84,0.004472135954999588,16,0.8300000000000001,0.8,0.67,0.8300000000000001,0.04953113498935125,red,green,orange,orange,862.0,89.0,871.0,298.0
JustTheNews,23,0.25,0.25521739130434784,0.22,0.3,0.02233414939613802,23,0.8,0.831304347826087,0.8,0.89,0.04382862782019064,23,0.97,0.97,0.97,0.97,0.0,23,0.75,0.7430434782608696,0.67,0.75,0.023048325241602403,red,orange,green,orange,685.0,814.0,116.0,786.0
KAKEnews,16,0.08499999999999999,0.094375,0.06,0.13,0.020320351046836438,16,0.81,0.81,0.81,0.81,0.0,16,0.84,0.84,0.84,0.84,0.0,0,,,,,,red,orange,orange,red,1052.0,774.0,781.0,
KARK4News,16,0.165,0.17125,0.14,0.21,0.017841898254763518,16,0.8,0.805,0.8,0.8200000000000001,0.008944271909999179,16,0.76,0.76,0.76,0.76,0.0,16,0.8300000000000001,0.8250000000000001,0.75,0.8300000000000001,0.020000000000000014,red,orange,orange,orange,919.0,814.0,1029.0,298.0
KATVNews,15,0.12,0.11133333333333333,0.02,0.18,0.043730778090275875,15,0.85,0.8566666666666667,0.85,0.95,0.02581988897471612,15,0.91,0.8866666666666667,0.77,0.91,0.05066228051190223,15,0.75,0.75,0.75,0.75,0.0,red,orange,green,orange,1007.0,669.0,487.0,786.0
KCCINews,17,0.28,0.26117647058823534,0.13,0.32,0.06122523508950134,17,0.98,0.98,0.98,0.98,0.0,17,0.86,0.86,0.86,0.86,0.0,17,0.75,0.7688235294117647,0.75,0.8300000000000001,0.03497898528780828,red,green,orange,orange,626.0,27.0,675.0,786.0
KCDefender,16,0.78,0.7775000000000001,0.68,0.86,0.04725815626252606,16,0.86,0.86,0.86,0.86,0.0,16,0.93,0.93,0.93,0.93,0.0,16,1.0,1.0,1.0,1.0,0.0,orange,orange,green,green,248.0,627.0,149.0,1.0
KCRG,20,0.12,0.131,0.07,0.22,0.042907489224830515,20,0.84,0.841,0.82,0.87,0.015861240410775503,20,0.91,0.9099999999999999,0.91,0.91,0.0,20,0.8300000000000001,0.8345,0.83,0.92,0.02012461179749811,red,orange,green,orange,1007.0,699.0,487.0,298.0
KCStar,16,0.19,0.14125000000000001,0.04,0.21,0.06965390632740324,16,0.79,0.7887500000000001,0.77,0.79,0.00499999999999999,16,0.85,0.85,0.85,0.85,0.0,16,0.75,0.74,0.67,0.75,0.027325202042558904,red,orange,orange,orange,838.0,851.0,724.0,786.0
KETV,16,0.27,0.263125,0.15,0.31,0.034970225430595483,16,0.98,0.98,0.98,0.98,0.0,16,0.86,0.86,0.86,0.86,0.0,16,0.75,0.76,0.75,0.8300000000000001,0.027325202042558946,red,green,orange,orange,651.0,27.0,675.0,786.0
KHNews,16,0.325,0.323125,0.28,0.38,0.03360927451364182,16,0.87,0.87,0.87,0.87,0.0,16,0.8300000000000001,0.8300000000000001,0.83,0.8300000000000001,4.0539612963254114e-17,16,0.8300000000000001,0.8375,0.67,0.92,0.06506407098647705,red,orange,orange,orange,571.0,413.0,871.0,298.0
KHONnews,15,0.08,0.11133333333333334,0.07,0.19,0.04421807430495018,15,0.8200000000000001,0.8146666666666668,0.78,0.8200000000000001,0.014074631010979952,15,0.8300000000000001,0.8306666666666668,0.83,0.84,0.002581988897471583,15,0.8300000000000001,0.8193333333333334,0.75,0.8300000000000001,0.028149262021959887,red,orange,orange,orange,1055.0,748.0,871.0,298.0
KHOU,16,0.215,0.23125,0.09,0.3,0.058523499553598125,16,0.8200000000000001,0.8200000000000001,0.81,0.8300000000000001,0.010327955589886436,16,0.7000000000000001,0.700625,0.7,0.71,0.0024999999999999814,16,0.75,0.74,0.67,0.75,0.0273252020425589,red,orange,orange,orange,780.0,748.0,1082.0,786.0
KING5Seattle,16,0.21000000000000002,0.218125,0.15,0.32,0.052942578957457936,16,0.81,0.81,0.8,0.8300000000000001,0.010954451150103319,16,0.78,0.779375,0.77,0.79,0.004425306015783884,16,0.75,0.75,0.75,0.75,0.0,red,orange,orange,orange,783.0,774.0,977.0,786.0
KITV4,15,0.17,0.16466666666666668,0.13,0.18,0.011872336794093273,15,0.7000000000000001,0.716,0.7,0.76,0.02746426249302379,15,0.77,0.77,0.77,0.77,0.0,15,0.67,0.67,0.67,0.67,0.0,red,orange,orange,orange,886.0,1022.0,989.0,979.0
KOMUnews,16,0.225,0.22,0.12,0.34,0.06937819061732103,16,0.9,0.89625,0.88,0.9,0.008062257748298518,16,0.9,0.9,0.9,0.9,0.0,16,0.8300000000000001,0.8250000000000001,0.75,0.8300000000000001,0.02000000000000002,red,green,green,orange,754.0,269.0,588.0,298.0
KPR_Frankfort,16,0.275,0.27125,0.22,0.33,0.030523215208537048,16,0.73,0.73,0.73,0.73,0.0,16,0.78,0.78,0.78,0.78,0.0,16,0.75,0.745,0.67,0.75,0.01999999999999999,red,orange,orange,orange,643.0,979.0,977.0,786.0
KQED,16,0.19,0.188125,0.15,0.22,0.015585784121008051,16,0.8200000000000001,0.8200000000000001,0.82,0.8200000000000001,4.0539612963254114e-17,16,0.79,0.79,0.79,0.79,0.0,16,1.0,0.963125,0.83,1.0,0.06896557112066862,red,orange,orange,green,838.0,748.0,966.0,1.0
KSNNews,16,0.08,0.10875,0.07,0.2,0.044851607180419605,16,0.78,0.785,0.78,0.8,0.008944271909999196,16,0.76,0.76,0.76,0.76,0.0,16,0.8300000000000001,0.8250000000000001,0.75,0.8300000000000001,0.020000000000000014,red,orange,orange,orange,1055.0,882.0,1029.0,298.0
KTLA,16,0.16,0.1475,0.08,0.16,0.026708300832013507,16,0.81,0.81,0.81,0.81,0.0,16,0.9,0.9,0.9,0.9,0.0,16,0.8300000000000001,0.8356250000000001,0.83,0.92,0.022499999999999982,red,orange,green,orange,923.0,774.0,588.0,298.0
KTOOpubmedia,16,0.455,0.463125,0.36,0.63,0.07236193750861014,16,0.87,0.87,0.87,0.87,0.0,16,0.91,0.91,0.91,0.91,0.0,16,0.92,0.92,0.92,0.92,0.0,red,orange,green,green,413.0,413.0,487.0,126.0
KUT,16,0.535,0.518125,0.27,0.66,0.1299855761228914,16,0.96,0.96,0.96,0.96,0.0,16,0.98,0.98,0.98,0.98,0.0,16,0.92,0.92,0.92,0.92,0.0,orange,green,green,green,356.0,89.0,68.0,126.0
KVOA,15,0.15,0.14400000000000002,0.08,0.17,0.027464262493023806,15,0.76,0.76,0.76,0.76,0.0,15,0.77,0.77,0.77,0.77,0.0,15,0.67,0.67,0.67,0.67,0.0,red,orange,orange,orange,958.0,936.0,989.0,979.0
KVPR,16,0.56,0.563125,0.35,0.74,0.11025538535599973,16,0.97,0.97,0.97,0.97,0.0,16,0.99,0.99,0.99,0.99,0.0,16,0.92,0.9087500000000001,0.83,0.92,0.030740852297878825,orange,green,green,green,334.0,70.0,37.0,126.0
KVUE,16,0.17,0.17,0.09,0.26,0.04690415759823429,16,0.81,0.8081250000000001,0.8,0.8300000000000001,0.009810708435174294,16,0.77,0.77,0.77,0.77,0.0,16,0.75,0.745,0.67,0.75,0.019999999999999997,red,orange,orange,orange,886.0,774.0,989.0,786.0
KXAN_News,16,0.09,0.114375,0.07,0.2,0.0433541616610601,16,0.78,0.7825,0.78,0.8,0.006831300510639748,16,0.8300000000000001,0.831875,0.83,0.84,0.004031128874149227,16,0.8300000000000001,0.8200000000000001,0.75,0.8300000000000001,0.027325202042558932,red,orange,orange,orange,1048.0,882.0,871.0,298.0
