handle,datetime,screenshot_url,hyperlinks_url,accessibility_url,lighthouse_url,wayback_url
100reporters,2022-10-18 23:07:28.236031+00:00,https://archive.org/download/100reporters-2022/100reporters-2022-10-18T19:07:28.236031-04:00.jpg,https://archive.org/download/100reporters-2022/100reporters-2022-10-18T19:07:28.236031-04:00.hyperlinks.json,https://archive.org/download/100reporters-2022/100reporters-2022-10-18T19:07:28.236031-04:00.accessibility.json,https://archive.org/download/100reporters-2022/100reporters-2022-10-18T19:07:28.236031-04:00.lighthouse.json,https://archive.org/download/100reporters-2022/100reporters-2022-10-18T19:07:28.236031-04:00.wayback.json
11alivenews,2022-10-18 23:08:37.842144+00:00,https://archive.org/download/11alivenews-2022/11alivenews-2022-10-18T19:08:37.842144-04:00.jpg,https://archive.org/download/11alivenews-2022/11alivenews-2022-10-18T19:08:37.842144-04:00.hyperlinks.json,https://archive.org/download/11alivenews-2022/11alivenews-2022-10-18T19:08:37.842144-04:00.accessibility.json,https://archive.org/download/11alivenews-2022/11alivenews-2022-10-18T19:08:37.842144-04:00.lighthouse.json,https://archive.org/download/11alivenews-2022/11alivenews-2022-10-18T19:08:37.842144-04:00.wayback.json
12khari,2022-10-18 23:08:25.868972+00:00,https://archive.org/download/12khari-2022/12khari-2022-10-19T04:53:25.868972+05:45.jpg,https://archive.org/download/12khari-2022/12khari-2022-10-19T04:53:25.868972+05:45.hyperlinks.json,https://archive.org/download/12khari-2022/12khari-2022-10-19T04:53:25.868972+05:45.accessibility.json,https://archive.org/download/12khari-2022/12khari-2022-10-19T04:53:25.868972+05:45.lighthouse.json,https://archive.org/download/12khari-2022/12khari-2022-10-19T04:53:25.868972+05:45.wayback.json
12newsnow,2022-10-18 23:08:52.553657+00:00,https://archive.org/download/12newsnow-2022/12newsnow-2022-10-18T18:08:52.553657-05:00.jpg,https://archive.org/download/12newsnow-2022/12newsnow-2022-10-18T18:08:52.553657-05:00.hyperlinks.json,https://archive.org/download/12newsnow-2022/12newsnow-2022-10-18T18:08:52.553657-05:00.accessibility.json,https://archive.org/download/12newsnow-2022/12newsnow-2022-10-18T18:08:52.553657-05:00.lighthouse.json,https://archive.org/download/12newsnow-2022/12newsnow-2022-10-18T18:08:52.553657-05:00.wayback.json
13wmaznews,2022-10-18 23:07:26.666100+00:00,https://archive.org/download/13wmaznews-2022/13wmaznews-2022-10-18T19:07:26.666100-04:00.jpg,https://archive.org/download/13wmaznews-2022/13wmaznews-2022-10-18T19:07:26.666100-04:00.hyperlinks.json,https://archive.org/download/13wmaznews-2022/13wmaznews-2022-10-18T19:07:26.666100-04:00.accessibility.json,https://archive.org/download/13wmaznews-2022/13wmaznews-2022-10-18T19:07:26.666100-04:00.lighthouse.json,https://archive.org/download/13wmaznews-2022/13wmaznews-2022-10-18T19:07:26.666100-04:00.wayback.json
14eastmag,2022-10-18 23:07:20.615226+00:00,https://archive.org/download/14eastmag-2022/14eastmag-2022-10-18T18:07:20.615226-05:00.jpg,https://archive.org/download/14eastmag-2022/14eastmag-2022-10-18T18:07:20.615226-05:00.hyperlinks.json,https://archive.org/download/14eastmag-2022/14eastmag-2022-10-18T18:07:20.615226-05:00.accessibility.json,https://archive.org/download/14eastmag-2022/14eastmag-2022-10-18T18:07:20.615226-05:00.lighthouse.json,https://archive.org/download/14eastmag-2022/14eastmag-2022-10-18T18:07:20.615226-05:00.wayback.json
19thnews,2022-10-18 23:08:30.423712+00:00,https://archive.org/download/19thnews-2022/19thnews-2022-10-18T18:08:30.423712-05:00.jpg,https://archive.org/download/19thnews-2022/19thnews-2022-10-18T18:08:30.423712-05:00.hyperlinks.json,https://archive.org/download/19thnews-2022/19thnews-2022-10-18T18:08:30.423712-05:00.accessibility.json,https://archive.org/download/19thnews-2022/19thnews-2022-10-18T18:08:30.423712-05:00.lighthouse.json,https://archive.org/download/19thnews-2022/19thnews-2022-10-18T18:08:30.423712-05:00.wayback.json
1newsnz,2022-10-18 23:08:39.982067+00:00,https://archive.org/download/1newsnz-2022/1newsnz-2022-10-19T12:08:39.982067+13:00.jpg,https://archive.org/download/1newsnz-2022/1newsnz-2022-10-19T12:08:39.982067+13:00.hyperlinks.json,https://archive.org/download/1newsnz-2022/1newsnz-2022-10-19T12:08:39.982067+13:00.accessibility.json,https://archive.org/download/1newsnz-2022/1newsnz-2022-10-19T12:08:39.982067+13:00.lighthouse.json,https://archive.org/download/1newsnz-2022/1newsnz-2022-10-19T12:08:39.982067+13:00.wayback.json
20minutes,2022-10-18 23:08:16.423710+00:00,https://archive.org/download/20minutes-2022/20minutes-2022-10-19T01:08:16.423710+02:00.jpg,https://archive.org/download/20minutes-2022/20minutes-2022-10-19T01:08:16.423710+02:00.hyperlinks.json,https://archive.org/download/20minutes-2022/20minutes-2022-10-19T01:08:16.423710+02:00.accessibility.json,https://archive.org/download/20minutes-2022/20minutes-2022-10-19T01:08:16.423710+02:00.lighthouse.json,https://archive.org/download/20minutes-2022/20minutes-2022-10-19T01:08:16.423710+02:00.wayback.json
3newsnowomaha,2022-10-18 23:07:45.871530+00:00,https://archive.org/download/3newsnowomaha-2022/3newsnowomaha-2022-10-18T18:07:45.871530-05:00.jpg,https://archive.org/download/3newsnowomaha-2022/3newsnowomaha-2022-10-18T18:07:45.871530-05:00.hyperlinks.json,https://archive.org/download/3newsnowomaha-2022/3newsnowomaha-2022-10-18T18:07:45.871530-05:00.accessibility.json,https://archive.org/download/3newsnowomaha-2022/3newsnowomaha-2022-10-18T18:07:45.871530-05:00.lighthouse.json,https://archive.org/download/3newsnowomaha-2022/3newsnowomaha-2022-10-18T18:07:45.871530-05:00.wayback.json
41nbc,2022-10-18 23:07:24.941595+00:00,https://archive.org/download/41nbc-2022/41nbc-2022-10-18T19:07:24.941595-04:00.jpg,https://archive.org/download/41nbc-2022/41nbc-2022-10-18T19:07:24.941595-04:00.hyperlinks.json,https://archive.org/download/41nbc-2022/41nbc-2022-10-18T19:07:24.941595-04:00.accessibility.json,https://archive.org/download/41nbc-2022/41nbc-2022-10-18T19:07:24.941595-04:00.lighthouse.json,https://archive.org/download/41nbc-2022/41nbc-2022-10-18T19:07:24.941595-04:00.wayback.json
6abc,2022-10-18 23:07:20.343603+00:00,https://archive.org/download/6abc-2022/6abc-2022-10-18T19:07:20.343603-04:00.jpg,https://archive.org/download/6abc-2022/6abc-2022-10-18T19:07:20.343603-04:00.hyperlinks.json,https://archive.org/download/6abc-2022/6abc-2022-10-18T19:07:20.343603-04:00.accessibility.json,https://archive.org/download/6abc-2022/6abc-2022-10-18T19:07:20.343603-04:00.lighthouse.json,https://archive.org/download/6abc-2022/6abc-2022-10-18T19:07:20.343603-04:00.wayback.json
9news,2022-10-18 23:07:29.301553+00:00,https://archive.org/download/9news-2022/9news-2022-10-18T17:07:29.301553-06:00.jpg,https://archive.org/download/9news-2022/9news-2022-10-18T17:07:29.301553-06:00.hyperlinks.json,https://archive.org/download/9news-2022/9news-2022-10-18T17:07:29.301553-06:00.accessibility.json,https://archive.org/download/9news-2022/9news-2022-10-18T17:07:29.301553-06:00.lighthouse.json,https://archive.org/download/9news-2022/9news-2022-10-18T17:07:29.301553-06:00.wayback.json
9to5mac,2022-10-18 23:07:45.003775+00:00,https://archive.org/download/9to5mac-2022/9to5mac-2022-10-18T16:07:45.003775-07:00.jpg,https://archive.org/download/9to5mac-2022/9to5mac-2022-10-18T16:07:45.003775-07:00.hyperlinks.json,https://archive.org/download/9to5mac-2022/9to5mac-2022-10-18T16:07:45.003775-07:00.accessibility.json,https://archive.org/download/9to5mac-2022/9to5mac-2022-10-18T16:07:45.003775-07:00.lighthouse.json,https://archive.org/download/9to5mac-2022/9to5mac-2022-10-18T16:07:45.003775-07:00.wayback.json
ThePearlPost,2022-09-04 03:47:25.111177+00:00,https://archive.org/download/thepearlpost-2022/thepearlpost-2022-09-03T20:47:25.111177-07:00.jpg,https://archive.org/download/thepearlpost-2022/thepearlpost-2022-09-03T20:47:25.111177-07:00.hyperlinks.json,https://archive.org/download/thepearlpost-2022/thepearlpost-2022-09-03T20:47:25.111177-07:00.accessibility.json,,https://archive.org/download/thepearlpost-2022/thepearlpost-2022-09-03T20:47:25.111177-07:00.wayback.json
abc,2022-10-18 23:08:10.435503+00:00,https://archive.org/download/abc-2022/abc-2022-10-18T19:08:10.435503-04:00.jpg,https://archive.org/download/abc-2022/abc-2022-10-18T19:08:10.435503-04:00.hyperlinks.json,https://archive.org/download/abc-2022/abc-2022-10-18T19:08:10.435503-04:00.accessibility.json,https://archive.org/download/abc-2022/abc-2022-10-18T19:08:10.435503-04:00.lighthouse.json,https://archive.org/download/abc-2022/abc-2022-10-18T19:08:10.435503-04:00.wayback.json
abc15,2022-10-18 23:07:39.970803+00:00,https://archive.org/download/abc15-2022/abc15-2022-10-18T16:07:39.970803-07:00.jpg,https://archive.org/download/abc15-2022/abc15-2022-10-18T16:07:39.970803-07:00.hyperlinks.json,https://archive.org/download/abc15-2022/abc15-2022-10-18T16:07:39.970803-07:00.accessibility.json,https://archive.org/download/abc15-2022/abc15-2022-10-18T16:07:39.970803-07:00.lighthouse.json,https://archive.org/download/abc15-2022/abc15-2022-10-18T16:07:39.970803-07:00.wayback.json
abc3340,2022-10-18 16:15:53.578780+00:00,https://archive.org/download/abc3340-2022/abc3340-2022-10-18T11:15:53.578780-05:00.jpg,https://archive.org/download/abc3340-2022/abc3340-2022-10-18T11:15:53.578780-05:00.hyperlinks.json,https://archive.org/download/abc3340-2022/abc3340-2022-10-18T11:15:53.578780-05:00.accessibility.json,https://archive.org/download/abc3340-2022/abc3340-2022-10-18T11:15:53.578780-05:00.lighthouse.json,https://archive.org/download/abc3340-2022/abc3340-2022-10-18T11:15:53.578780-05:00.wayback.json
abc7,2022-10-18 23:08:10.220364+00:00,https://archive.org/download/abc7-2022/abc7-2022-10-18T16:08:10.220364-07:00.jpg,https://archive.org/download/abc7-2022/abc7-2022-10-18T16:08:10.220364-07:00.hyperlinks.json,https://archive.org/download/abc7-2022/abc7-2022-10-18T16:08:10.220364-07:00.accessibility.json,https://archive.org/download/abc7-2022/abc7-2022-10-18T16:08:10.220364-07:00.lighthouse.json,https://archive.org/download/abc7-2022/abc7-2022-10-18T16:08:10.220364-07:00.wayback.json
abc7breaking,2022-10-18 16:15:43.392512+00:00,https://archive.org/download/abc7breaking-2022/abc7breaking-2022-10-18T10:15:43.392512-06:00.jpg,https://archive.org/download/abc7breaking-2022/abc7breaking-2022-10-18T10:15:43.392512-06:00.hyperlinks.json,https://archive.org/download/abc7breaking-2022/abc7breaking-2022-10-18T10:15:43.392512-06:00.accessibility.json,https://archive.org/download/abc7breaking-2022/abc7breaking-2022-10-18T10:15:43.392512-06:00.lighthouse.json,https://archive.org/download/abc7breaking-2022/abc7breaking-2022-10-18T10:15:43.392512-06:00.wayback.json
abc7newsbayarea,2022-10-18 16:16:52.647031+00:00,https://archive.org/download/abc7newsbayarea-2022/abc7newsbayarea-2022-10-18T09:16:52.647031-07:00.jpg,https://archive.org/download/abc7newsbayarea-2022/abc7newsbayarea-2022-10-18T09:16:52.647031-07:00.hyperlinks.json,https://archive.org/download/abc7newsbayarea-2022/abc7newsbayarea-2022-10-18T09:16:52.647031-07:00.accessibility.json,https://archive.org/download/abc7newsbayarea-2022/abc7newsbayarea-2022-10-18T09:16:52.647031-07:00.lighthouse.json,https://archive.org/download/abc7newsbayarea-2022/abc7newsbayarea-2022-10-18T09:16:52.647031-07:00.wayback.json
abc_es,2022-10-18 16:16:32.998312+00:00,,https://archive.org/download/abc_es-2022/abc_es-2022-10-18T18:16:32.998312+02:00.hyperlinks.json,,https://archive.org/download/abc_es-2022/abc_es-2022-10-18T18:16:32.998312+02:00.lighthouse.json,https://archive.org/download/abc_es-2022/abc_es-2022-10-18T18:16:32.998312+02:00.wayback.json
abcnews,2022-10-18 16:16:01.342919+00:00,https://archive.org/download/abcnews-2022/abcnews-2022-10-19T03:16:01.342919+11:00.jpg,https://archive.org/download/abcnews-2022/abcnews-2022-10-19T03:16:01.342919+11:00.hyperlinks.json,https://archive.org/download/abcnews-2022/abcnews-2022-10-19T03:16:01.342919+11:00.accessibility.json,https://archive.org/download/abcnews-2022/abcnews-2022-10-19T03:16:01.342919+11:00.lighthouse.json,https://archive.org/download/abcnews-2022/abcnews-2022-10-19T03:16:01.342919+11:00.wayback.json
aberdeennews,2022-10-18 23:07:43.893092+00:00,https://archive.org/download/aberdeennews-2022/aberdeennews-2022-10-18T18:07:43.893092-05:00.jpg,https://archive.org/download/aberdeennews-2022/aberdeennews-2022-10-18T18:07:43.893092-05:00.hyperlinks.json,https://archive.org/download/aberdeennews-2022/aberdeennews-2022-10-18T18:07:43.893092-05:00.accessibility.json,https://archive.org/download/aberdeennews-2022/aberdeennews-2022-10-18T18:07:43.893092-05:00.lighthouse.json,https://archive.org/download/aberdeennews-2022/aberdeennews-2022-10-18T18:07:43.893092-05:00.wayback.json
abqbizfirst,2022-10-18 16:16:04.119505+00:00,https://archive.org/download/abqbizfirst-2022/abqbizfirst-2022-10-18T10:16:04.119505-06:00.jpg,https://archive.org/download/abqbizfirst-2022/abqbizfirst-2022-10-18T10:16:04.119505-06:00.hyperlinks.json,https://archive.org/download/abqbizfirst-2022/abqbizfirst-2022-10-18T10:16:04.119505-06:00.accessibility.json,https://archive.org/download/abqbizfirst-2022/abqbizfirst-2022-10-18T10:16:04.119505-06:00.lighthouse.json,https://archive.org/download/abqbizfirst-2022/abqbizfirst-2022-10-18T10:16:04.119505-06:00.wayback.json
abqjournal,2022-10-18 23:07:37.734298+00:00,https://archive.org/download/abqjournal-2022/abqjournal-2022-10-18T17:07:37.734298-06:00.jpg,https://archive.org/download/abqjournal-2022/abqjournal-2022-10-18T17:07:37.734298-06:00.hyperlinks.json,https://archive.org/download/abqjournal-2022/abqjournal-2022-10-18T17:07:37.734298-06:00.accessibility.json,https://archive.org/download/abqjournal-2022/abqjournal-2022-10-18T17:07:37.734298-06:00.lighthouse.json,https://archive.org/download/abqjournal-2022/abqjournal-2022-10-18T17:07:37.734298-06:00.wayback.json
adndotcom,2022-10-18 16:16:06.776012+00:00,https://archive.org/download/adndotcom-2022/adndotcom-2022-10-18T08:16:06.776012-08:00.jpg,https://archive.org/download/adndotcom-2022/adndotcom-2022-10-18T08:16:06.776012-08:00.hyperlinks.json,https://archive.org/download/adndotcom-2022/adndotcom-2022-10-18T08:16:06.776012-08:00.accessibility.json,https://archive.org/download/adndotcom-2022/adndotcom-2022-10-18T08:16:06.776012-08:00.lighthouse.json,https://archive.org/download/adndotcom-2022/adndotcom-2022-10-18T08:16:06.776012-08:00.wayback.json
adnkronos,2022-10-18 23:07:48.358323+00:00,https://archive.org/download/adnkronos-2022/adnkronos-2022-10-19T01:07:48.358323+02:00.jpg,https://archive.org/download/adnkronos-2022/adnkronos-2022-10-19T01:07:48.358323+02:00.hyperlinks.json,https://archive.org/download/adnkronos-2022/adnkronos-2022-10-19T01:07:48.358323+02:00.accessibility.json,https://archive.org/download/adnkronos-2022/adnkronos-2022-10-19T01:07:48.358323+02:00.lighthouse.json,https://archive.org/download/adnkronos-2022/adnkronos-2022-10-19T01:07:48.358323+02:00.wayback.json
aftenposten,2022-10-18 23:07:18.349573+00:00,https://archive.org/download/aftenposten-2022/aftenposten-2022-10-19T01:07:18.349573+02:00.jpg,https://archive.org/download/aftenposten-2022/aftenposten-2022-10-19T01:07:18.349573+02:00.hyperlinks.json,https://archive.org/download/aftenposten-2022/aftenposten-2022-10-19T01:07:18.349573+02:00.accessibility.json,https://archive.org/download/aftenposten-2022/aftenposten-2022-10-19T01:07:18.349573+02:00.lighthouse.json,https://archive.org/download/aftenposten-2022/aftenposten-2022-10-19T01:07:18.349573+02:00.wayback.json
agenciabrasil,2022-10-18 16:14:54.381496+00:00,https://archive.org/download/agenciabrasil-2022/agenciabrasil-2022-10-18T13:14:54.381496-03:00.jpg,https://archive.org/download/agenciabrasil-2022/agenciabrasil-2022-10-18T13:14:54.381496-03:00.hyperlinks.json,https://archive.org/download/agenciabrasil-2022/agenciabrasil-2022-10-18T13:14:54.381496-03:00.accessibility.json,https://archive.org/download/agenciabrasil-2022/agenciabrasil-2022-10-18T13:14:54.381496-03:00.lighthouse.json,https://archive.org/download/agenciabrasil-2022/agenciabrasil-2022-10-18T13:14:54.381496-03:00.wayback.json
agenciapublica,2022-10-18 16:16:00.033736+00:00,https://archive.org/download/agenciapublica-2022/agenciapublica-2022-10-18T13:16:00.033736-03:00.jpg,https://archive.org/download/agenciapublica-2022/agenciapublica-2022-10-18T13:16:00.033736-03:00.hyperlinks.json,https://archive.org/download/agenciapublica-2022/agenciapublica-2022-10-18T13:16:00.033736-03:00.accessibility.json,https://archive.org/download/agenciapublica-2022/agenciapublica-2022-10-18T13:16:00.033736-03:00.lighthouse.json,
ainonline,2022-10-18 23:07:25.616160+00:00,https://archive.org/download/ainonline-2022/ainonline-2022-10-18T19:07:25.616160-04:00.jpg,https://archive.org/download/ainonline-2022/ainonline-2022-10-18T19:07:25.616160-04:00.hyperlinks.json,https://archive.org/download/ainonline-2022/ainonline-2022-10-18T19:07:25.616160-04:00.accessibility.json,https://archive.org/download/ainonline-2022/ainonline-2022-10-18T19:07:25.616160-04:00.lighthouse.json,https://archive.org/download/ainonline-2022/ainonline-2022-10-18T19:07:25.616160-04:00.wayback.json
airlinereporter,2022-10-18 23:07:26.550508+00:00,https://archive.org/download/airlinereporter-2022/airlinereporter-2022-10-18T16:07:26.550508-07:00.jpg,https://archive.org/download/airlinereporter-2022/airlinereporter-2022-10-18T16:07:26.550508-07:00.hyperlinks.json,https://archive.org/download/airlinereporter-2022/airlinereporter-2022-10-18T16:07:26.550508-07:00.accessibility.json,https://archive.org/download/airlinereporter-2022/airlinereporter-2022-10-18T16:07:26.550508-07:00.lighthouse.json,https://archive.org/download/airlinereporter-2022/airlinereporter-2022-10-18T16:07:26.550508-07:00.wayback.json
airwaysmagazine,2022-10-18 16:15:52.816842+00:00,https://archive.org/download/airwaysmagazine-2022/airwaysmagazine-2022-10-18T12:15:52.816842-04:00.jpg,https://archive.org/download/airwaysmagazine-2022/airwaysmagazine-2022-10-18T12:15:52.816842-04:00.hyperlinks.json,https://archive.org/download/airwaysmagazine-2022/airwaysmagazine-2022-10-18T12:15:52.816842-04:00.accessibility.json,https://archive.org/download/airwaysmagazine-2022/airwaysmagazine-2022-10-18T12:15:52.816842-04:00.lighthouse.json,https://archive.org/download/airwaysmagazine-2022/airwaysmagazine-2022-10-18T12:15:52.816842-04:00.wayback.json
ajc,2022-10-18 16:15:54.158813+00:00,https://archive.org/download/ajc-2022/ajc-2022-10-18T12:15:54.158813-04:00.jpg,https://archive.org/download/ajc-2022/ajc-2022-10-18T12:15:54.158813-04:00.hyperlinks.json,https://archive.org/download/ajc-2022/ajc-2022-10-18T12:15:54.158813-04:00.accessibility.json,https://archive.org/download/ajc-2022/ajc-2022-10-18T12:15:54.158813-04:00.lighthouse.json,https://archive.org/download/ajc-2022/ajc-2022-10-18T12:15:54.158813-04:00.wayback.json
ajenglish,2022-10-18 23:07:27.457628+00:00,https://archive.org/download/ajenglish-2022/ajenglish-2022-10-19T02:07:27.457628+03:00.jpg,https://archive.org/download/ajenglish-2022/ajenglish-2022-10-19T02:07:27.457628+03:00.hyperlinks.json,https://archive.org/download/ajenglish-2022/ajenglish-2022-10-19T02:07:27.457628+03:00.accessibility.json,https://archive.org/download/ajenglish-2022/ajenglish-2022-10-19T02:07:27.457628+03:00.lighthouse.json,https://archive.org/download/ajenglish-2022/ajenglish-2022-10-19T02:07:27.457628+03:00.wayback.json
aknewsnow,2022-10-18 23:07:44.090764+00:00,https://archive.org/download/aknewsnow-2022/aknewsnow-2022-10-18T15:07:44.090764-08:00.jpg,https://archive.org/download/aknewsnow-2022/aknewsnow-2022-10-18T15:07:44.090764-08:00.hyperlinks.json,https://archive.org/download/aknewsnow-2022/aknewsnow-2022-10-18T15:07:44.090764-08:00.accessibility.json,https://archive.org/download/aknewsnow-2022/aknewsnow-2022-10-18T15:07:44.090764-08:00.lighthouse.json,https://archive.org/download/aknewsnow-2022/aknewsnow-2022-10-18T15:07:44.090764-08:00.wayback.json
akpublicnews,2022-10-18 23:09:08.471996+00:00,https://archive.org/download/akpublicnews-2022/akpublicnews-2022-10-18T15:09:08.471996-08:00.jpg,https://archive.org/download/akpublicnews-2022/akpublicnews-2022-10-18T15:09:08.471996-08:00.hyperlinks.json,https://archive.org/download/akpublicnews-2022/akpublicnews-2022-10-18T15:09:08.471996-08:00.accessibility.json,https://archive.org/download/akpublicnews-2022/akpublicnews-2022-10-18T15:09:08.471996-08:00.lighthouse.json,https://archive.org/download/akpublicnews-2022/akpublicnews-2022-10-18T15:09:08.471996-08:00.wayback.json
alamogordonews,2022-10-18 16:15:36.739960+00:00,https://archive.org/download/alamogordonews-2022/alamogordonews-2022-10-18T10:15:36.739960-06:00.jpg,https://archive.org/download/alamogordonews-2022/alamogordonews-2022-10-18T10:15:36.739960-06:00.hyperlinks.json,https://archive.org/download/alamogordonews-2022/alamogordonews-2022-10-18T10:15:36.739960-06:00.accessibility.json,https://archive.org/download/alamogordonews-2022/alamogordonews-2022-10-18T10:15:36.739960-06:00.lighthouse.json,https://archive.org/download/alamogordonews-2022/alamogordonews-2022-10-18T10:15:36.739960-06:00.wayback.json
albany_herald,2022-10-18 23:08:40.650572+00:00,https://archive.org/download/albany_herald-2022/albany_herald-2022-10-18T19:08:40.650572-04:00.jpg,https://archive.org/download/albany_herald-2022/albany_herald-2022-10-18T19:08:40.650572-04:00.hyperlinks.json,https://archive.org/download/albany_herald-2022/albany_herald-2022-10-18T19:08:40.650572-04:00.accessibility.json,https://archive.org/download/albany_herald-2022/albany_herald-2022-10-18T19:08:40.650572-04:00.lighthouse.json,https://archive.org/download/albany_herald-2022/albany_herald-2022-10-18T19:08:40.650572-04:00.wayback.json
aldiadallas,2022-10-18 23:07:18.787892+00:00,https://archive.org/download/aldiadallas-2022/aldiadallas-2022-10-18T18:07:18.787892-05:00.jpg,https://archive.org/download/aldiadallas-2022/aldiadallas-2022-10-18T18:07:18.787892-05:00.hyperlinks.json,https://archive.org/download/aldiadallas-2022/aldiadallas-2022-10-18T18:07:18.787892-05:00.accessibility.json,https://archive.org/download/aldiadallas-2022/aldiadallas-2022-10-18T18:07:18.787892-05:00.lighthouse.json,https://archive.org/download/aldiadallas-2022/aldiadallas-2022-10-18T18:07:18.787892-05:00.wayback.json
aldotcom,2022-10-18 16:15:55.953073+00:00,https://archive.org/download/aldotcom-2022/aldotcom-2022-10-18T11:15:55.953073-05:00.jpg,,https://archive.org/download/aldotcom-2022/aldotcom-2022-10-18T11:15:55.953073-05:00.accessibility.json,https://archive.org/download/aldotcom-2022/aldotcom-2022-10-18T11:15:55.953073-05:00.lighthouse.json,https://archive.org/download/aldotcom-2022/aldotcom-2022-10-18T11:15:55.953073-05:00.wayback.json
alliancereview,2022-10-18 16:16:22.370245+00:00,https://archive.org/download/alliancereview-2022/alliancereview-2022-10-18T12:16:22.370245-04:00.jpg,https://archive.org/download/alliancereview-2022/alliancereview-2022-10-18T12:16:22.370245-04:00.hyperlinks.json,https://archive.org/download/alliancereview-2022/alliancereview-2022-10-18T12:16:22.370245-04:00.accessibility.json,https://archive.org/download/alliancereview-2022/alliancereview-2022-10-18T12:16:22.370245-04:00.lighthouse.json,https://archive.org/download/alliancereview-2022/alliancereview-2022-10-18T12:16:22.370245-04:00.wayback.json
alma_preta,2022-10-18 23:09:30.762149+00:00,https://archive.org/download/alma_preta-2022/alma_preta-2022-10-18T20:09:30.762149-03:00.jpg,https://archive.org/download/alma_preta-2022/alma_preta-2022-10-18T20:09:30.762149-03:00.hyperlinks.json,https://archive.org/download/alma_preta-2022/alma_preta-2022-10-18T20:09:30.762149-03:00.accessibility.json,https://archive.org/download/alma_preta-2022/alma_preta-2022-10-18T20:09:30.762149-03:00.lighthouse.json,https://archive.org/download/alma_preta-2022/alma_preta-2022-10-18T20:09:30.762149-03:00.wayback.json
alpublicradio,2022-10-18 23:07:20.823391+00:00,https://archive.org/download/alpublicradio-2022/alpublicradio-2022-10-18T18:07:20.823391-05:00.jpg,https://archive.org/download/alpublicradio-2022/alpublicradio-2022-10-18T18:07:20.823391-05:00.hyperlinks.json,https://archive.org/download/alpublicradio-2022/alpublicradio-2022-10-18T18:07:20.823391-05:00.accessibility.json,https://archive.org/download/alpublicradio-2022/alpublicradio-2022-10-18T18:07:20.823391-05:00.lighthouse.json,https://archive.org/download/alpublicradio-2022/alpublicradio-2022-10-18T18:07:20.823391-05:00.wayback.json
alreporter,2022-10-18 23:07:28.477209+00:00,https://archive.org/download/alreporter-2022/alreporter-2022-10-18T18:07:28.477209-05:00.jpg,https://archive.org/download/alreporter-2022/alreporter-2022-10-18T18:07:28.477209-05:00.hyperlinks.json,https://archive.org/download/alreporter-2022/alreporter-2022-10-18T18:07:28.477209-05:00.accessibility.json,https://archive.org/download/alreporter-2022/alreporter-2022-10-18T18:07:28.477209-05:00.lighthouse.json,https://archive.org/download/alreporter-2022/alreporter-2022-10-18T18:07:28.477209-05:00.wayback.json
alternet,2022-10-18 23:07:26.035305+00:00,https://archive.org/download/alternet-2022/alternet-2022-10-18T19:07:26.035305-04:00.jpg,https://archive.org/download/alternet-2022/alternet-2022-10-18T19:07:26.035305-04:00.hyperlinks.json,https://archive.org/download/alternet-2022/alternet-2022-10-18T19:07:26.035305-04:00.accessibility.json,https://archive.org/download/alternet-2022/alternet-2022-10-18T19:07:26.035305-04:00.lighthouse.json,https://archive.org/download/alternet-2022/alternet-2022-10-18T19:07:26.035305-04:00.wayback.json
amabhungane,2022-10-18 16:16:13.138618+00:00,https://archive.org/download/amabhungane-2022/amabhungane-2022-10-18T18:16:13.138618+02:00.jpg,https://archive.org/download/amabhungane-2022/amabhungane-2022-10-18T18:16:13.138618+02:00.hyperlinks.json,https://archive.org/download/amabhungane-2022/amabhungane-2022-10-18T18:16:13.138618+02:00.accessibility.json,https://archive.org/download/amabhungane-2022/amabhungane-2022-10-18T18:16:13.138618+02:00.lighthouse.json,https://archive.org/download/amabhungane-2022/amabhungane-2022-10-18T18:16:13.138618+02:00.wayback.json
amarilloglobe,2022-10-18 16:15:37.550212+00:00,https://archive.org/download/amarilloglobe-2022/amarilloglobe-2022-10-18T11:15:37.550212-05:00.jpg,https://archive.org/download/amarilloglobe-2022/amarilloglobe-2022-10-18T11:15:37.550212-05:00.hyperlinks.json,https://archive.org/download/amarilloglobe-2022/amarilloglobe-2022-10-18T11:15:37.550212-05:00.accessibility.json,https://archive.org/download/amarilloglobe-2022/amarilloglobe-2022-10-18T11:15:37.550212-05:00.lighthouse.json,https://archive.org/download/amarilloglobe-2022/amarilloglobe-2022-10-18T11:15:37.550212-05:00.wayback.json
amarujalanews,2022-10-18 16:16:29.540845+00:00,https://archive.org/download/amarujalanews-2022/amarujalanews-2022-10-18T21:46:29.540845+05:30.jpg,https://archive.org/download/amarujalanews-2022/amarujalanews-2022-10-18T21:46:29.540845+05:30.hyperlinks.json,https://archive.org/download/amarujalanews-2022/amarujalanews-2022-10-18T21:46:29.540845+05:30.accessibility.json,https://archive.org/download/amarujalanews-2022/amarujalanews-2022-10-18T21:46:29.540845+05:30.lighthouse.json,https://archive.org/download/amarujalanews-2022/amarujalanews-2022-10-18T21:46:29.540845+05:30.wayback.json
