text,url,earliest_date,is_story,domain
NASCAR star killed in stabbing at California gas station...,https://www.nbcnews.com/news/sports/former-nascar-driver-bobby-east-killed-stabbing-california-gas-station-rcna38568,2022-07-17,True,nbcnews.com
National emergency declared...,https://www.nbcnews.com/news/world/britain-declares-national-emergency-record-breaking-heat-wave-sweeps-e-rcna38543,2022-07-17,True,nbcnews.com
Menstrual changes after Covid shots may be far more common...,https://www.nbcnews.com/science/science-news/menstruation-changes-covid-vaccines-rcna38348,2022-07-16,True,nbcnews.com
"Nearly 100 have been hospitalized, but DAILY HARVEST still doesn't know what's making people sick...",https://www.nbcnews.com/news/us-news/daily-harvest-hospitalizations-hit-nearly-100-hundreds-became-ill-fda-rcna38489,2022-07-16,True,nbcnews.com
Secret Service employee sent home from Israel following 'physical encounter'...,https://www.nbcnews.com/politics/white-house/secret-service-employee-sent-home-israel-physical-encounter-rcna38083,2022-07-14,True,nbcnews.com
Two shark attacks reported in one day off Long Island...,https://www.nbcnews.com/news/us-news/two-shark-attacks-reported-one-day-long-island-rcna38152,2022-07-14,True,nbcnews.com
"Unitarian, Buddhist ministers join rabbi fight against FL law...",https://www.nbcnews.com/news/us-news/unitarian-buddhist-ministers-are-joining-rabbis-legal-fight-floridas-n-rcna37354,2022-07-14,True,nbcnews.com
THE 'UNHINGED' OVAL OFFICE BRAWL...,https://www.nbcnews.com/politics/donald-trump/unhinged-trump-oval-office-meeting-shouting-nearly-devolved-blows-rcna37919,2022-07-13,True,nbcnews.com
Jan. 6 panel makes final hearings push: 'Closing argument'...,https://www.nbcnews.com/politics/congress/closing-argument-jan-6-panel-makes-final-hearings-push-rcna36966,2022-07-10,True,nbcnews.com
New Orleans battled mass incarceration. Now backlash over violent crime...,https://www.nbcnews.com/news/us-news/new-orleans-criminal-justice-reform-violent-crime-rcna36374,2022-07-10,True,nbcnews.com
Harris in spotlight...,https://www.nbcnews.com/politics/white-house/harris-spotlight-white-house-confronts-democratic-frustration-guns-abo-rcna37301,2022-07-09,True,nbcnews.com
Ex-THERANOS exec found guilty in fraud trial...,https://www.nbcnews.com/business/business-news/theranos-trial-verdict-sunny-balwani-elizabeth-holmes-rcna33701,2022-07-08,True,nbcnews.com
"Lesions, headaches, debilitating pain: Gay men share stories...",https://www.nbcnews.com/nbc-out/out-health-and-wellness/lesions-headaches-debilitating-pain-gay-men-monkeypox-share-stories-rcna36789,2022-07-07,True,nbcnews.com
Planned for weeks...,https://www.nbcnews.com/news/us-news/highland-park-mayor-says-was-cub-scout-leader-person-interest-parade-s-rcna36666,2022-07-06,True,nbcnews.com
SHOOTER CONFESSES...,https://www.nbcnews.com/news/us-news/highland-park-illinois-shooting-suspect-admits-role-july-fourth-attack-rcna36868,2022-07-06,True,nbcnews.com
Chaos at celebrations across nation as fireworks mistaken for gunshots...,https://www.nbcnews.com/news/us-news/panic-july-fourth-celebrations-crowds-mistake-fireworks-gunfire-rcna36637,2022-07-05,True,nbcnews.com
DOJ subpoenas AZ state senators in probe...,https://www.nbcnews.com/politics/politics-news/arizona-state-senators-subpoenaed-doj-capitol-riot-probe-rcna36422,2022-07-03,True,nbcnews.com
One of key ways scientists listen for aliens under threat...,https://www.nbcnews.com/science/ufos-and-aerial-phenomena/humans-are-making-hard-listen-aliens-rcna34752,2022-07-02,True,nbcnews.com
The case experts say could bring 'chaos' to elections...,https://www.nbcnews.com/politics/supreme-court/supreme-court-case-voting-rights-experts-say-bring-chaos-elections-rcna34033,2022-07-02,True,nbcnews.com
Hit with new suit alleging racial abuse...,https://www.nbcnews.com/tech/tech-news/tesla-hit-new-lawsuit-alleging-racial-abuse-black-workers-rcna36296,2022-07-01,True,nbcnews.com
NBC NEWS,http://www.nbcnews.com/,2022-07-01,False,nbcnews.com
Pence coming out of shadow...,https://www.nbcnews.com/politics/elections/mike-pence-moment-can-turn-presidential-run-rcna34807,2022-07-01,True,nbcnews.com
Police sweep GOOGLE searches to find suspects...,https://www.nbcnews.com/news/us-news/police-google-reverse-keyword-searches-rcna35749,2022-07-01,True,nbcnews.com
222-PAGE FILING,https://www.nbcnewyork.com/news/donald-trump-fraud-lawsuit-read-the-blockbuster-222-page-filing/3874709/,2022-09-21,True,nbcnewyork.com
REFERRAL TO IRS FOR CRIMINAL PROSECUTION,https://www.nbcnewyork.com/news/donald-trump-sued-for-fraud-by-ny-attorney-general-in-long-awaited-case/3874251/,2022-09-21,True,nbcnewyork.com
"Couple dragged, punched in unprovoked attack at POPEYE'S...",https://www.nbcnewyork.com/news/local/couple-dragged-punched-in-unprovoked-attack-at-manhattan-popeyes-cops/3868365/,2022-09-16,True,nbcnewyork.com
Man who wore 'Camp Auschwitz' shirt to Jan. 6 riot gets 75 days in jail...,https://www.nbcnewyork.com/news/national-international/jan-6-rioter-who-wore-camp-auschwitz-sweatshirt-gets-jail-term/3867382/,2022-09-16,True,nbcnewyork.com
Rider brutalized with baseball bat in Manhattan subway...,https://www.nbcnewyork.com/news/local/police-looking-for-two-suspects-in-subway-baseball-bat-beating/3868071/,2022-09-16,True,nbcnewyork.com
Tourist Raped on NYC Subway Platform...,https://www.nbcnewyork.com/news/local/21-year-old-tourist-raped-on-subway-platform-by-manhattan-stranger/3857922/,2022-09-09,True,nbcnewyork.com
"FEDS RAID PARK AVENUE HIGH-RISE, HAMPTONS ESTATE TIED TO RUSSIAN OLIGARCH...",https://www.nbcnewyork.com/investigations/feds-search-park-ave-high-rise-southampton-estate-in-russian-oligarch-probe/3847764/,2022-09-01,True,nbcnewyork.com
NY's Oldest Mafia Clans Charged in Money Laundering Scheme...,https://www.nbcnewyork.com/news/local/crime-and-courts/9-mob-associates-including-nassau-cop-charged-with-racketeering-other-crimes-feds/3826889/,2022-08-16,True,nbcnewyork.com
Breakthrough admissions surge as boosters wane...,https://www.nbcnewyork.com/news/coronavirus/nys-covid-dashboard-nyc-hospitalization-rate-soars-70-in-ba5-variant-wave/3796713,2022-07-27,True,nbcnewyork.com
Cop on horseback chases down thief in Times Square...,https://www.nbcnewyork.com/news/weird/times-square-nypd-horse-chase-caught-on-camera/3780827/,2022-07-19,True,nbcnewyork.com
Covid boosters less than 20% effective after few months...,https://www.nbcnewyork.com/news/coronavirus/covid-boosters-might-be-less-than-20-effective-after-a-few-months-study/3766207/,2022-07-08,True,nbcnewyork.com
HERE WE GO AGAIN: NYC indoor mask advisory...,https://www.nbcnewyork.com/news/coronavirus/cdc-covid-guidelines-isolation-nyc-risk-infection-omicron-variant-ba5/3766416/,2022-07-08,True,nbcnewyork.com
NYC neighborhoods top 25% positivity ...,https://www.nbcnewyork.com/news/coronavirus/nyc-neighborhoods-top-25-covid-positivity-as-new-cases-surge-again/3764698/,2022-07-07,True,nbcnewyork.com
Monkeypox cases in NYC double in week...,https://www.nbcnewyork.com/news/local/nyc-monkeypox-cases-double-in-a-week-more-vaccines-days-away/3762104/,2022-07-06,True,nbcnewyork.com
UPDATE: NYC WOMAN PUSHING STROLLER SHOT DEAD; JOLTS UPPER EAST SIDE...,https://www.nbcnewyork.com/news/local/manhattan-shooting-woman-stroller-shooting-execution-gun-violence/3756349/,2022-07-01,True,nbcnewyork.com
DRAMA: Brady training-camp hiatus gets more mysterious...,https://profootballtalk.nbcsports.com/2022/08/18/the-tom-brady-training-camp-hiatus-gets-stranger-and-stranger/,2022-08-19,True,nbcsports.com
Mayor Requests National Guard to Help With Migrants Bused to DC...,https://www.nbcwashington.com/news/local/dc-mayor-requests-national-guard-to-help-with-migrants-bused-to-capital/3118920/,2022-07-28,True,nbcwashington.com
1 in 3 women lose most abortion access post-Roe...,https://nccrea.com/more-trigger-bans-loom-as-1-in-3-women-lose-most-abortion-access-post-roe/,2022-08-23,True,nccrea.com
Dubai Future In Hands Of Two Very Different Princes...,https://www.ndtv.com/world-news/dubais-future-is-in-the-hands-of-two-very-different-princes-3356731,2022-09-19,True,ndtv.com
Rare Rainbow 'Scarf' Cloud Stuns...,https://www.ndtv.com/offbeat/viral-video-rare-rainbow-scarf-cloud-stuns-people-in-china-3299272,2022-08-30,True,ndtv.com
LGBTQ rights across globe: Marriage to death penalty...,https://www.ndtv.com/world-news/from-marriage-to-death-penalty-lgbt-rights-across-the-world-3274208,2022-08-22,True,ndtv.com
UK leadership hopeful Truss downplays prospect of recession...,https://www.ndtv.com/world-news/uk-leadership-hopeful-liz-truss-downplays-prospect-of-recession-3272233,2022-08-21,True,ndtv.com
Shakira faces call in Spain for eight-year prison term...,https://www.ndtv.com/world-news/shakira-faces-8-year-sentence-in-spain-for-tax-fraud-3205165,2022-07-29,True,ndtv.com
Scientists Ask For Help After Discovering Mysterious Holes On Atlantic Seafloor...,https://www.ndtv.com/world-news/scientists-ask-for-publics-help-after-discovering-mysterious-holes-on-atlantic-seafloor-3200714,2022-07-28,True,ndtv.com
Russia To Quit Space Station 'After 2024'...,https://www.ndtv.com/world-news/russia-to-quit-international-space-station-after-2024-news-agency-afp-quoting-official-3195166,2022-07-26,True,ndtv.com
95% Cases Transmitted Through Sex...,https://www.ndtv.com/world-news/95-of-monkeypox-cases-transmitted-through-sexual-activity-study-3182159,2022-07-22,True,ndtv.com
"How 80 dogs were saved: 'We've done a lot of rescues, but never one like this'...",https://www.newarkadvocate.com/story/news/local/2022/07/22/licking-county-humane-society-rescues-80-dogs-newark-house/10128915002/,2022-07-28,True,newarkadvocate.com
MASSIVE MARS ROCKET EXPLODES...,https://newatlas.com/space/elon-musk-starship-spacex-explosion/,2022-07-12,True,newatlas.com
Handpicked Candidates Train Wrecks...,https://newrepublic.com/article/167687/peter-thiel-vance-masters-midterms,2022-09-17,True,newrepublic.com
"Dems Suddenly, Unexpectedly, Have Momentum...",https://newrepublic.com/article/167296/2022-midterms-democrats-kansas-abortion,2022-08-05,True,newrepublic.com
Covid outbreak after Queen's funeral...,https://www.news.com.au/entertainment/celebrity-life/royals/queen-margrethe-of-denmark-tests-positive-for-covid-after-queens-funeral/news-story/3e9a305b2a0973bbdb3fa37d95442eb2,2022-09-21,True,news.com.au
Journalist tracked on TINDER by felon she covered...,https://www.news.com.au/national/courts-law/journalist-jordan-bissell-gets-nightmare-tinder-surprise/news-story/f29e77cf7e12d27404e1182ec128e3e5,2022-09-16,True,news.com.au
China unleashes newest attack submarine...,https://www.news.com.au/technology/innovation/military/china-unleashes-newest-attack-submarine-off-taiwan-coast/news-story/12e2a851be5ea7745ff95141c4b5d591,2022-08-14,True,news.com.au
Inside brutal rape prison...,https://www.news.com.au/world/europe/inside-russias-saratov-prison-where-inmates-claim-to-have-been-blackmailed-with-rape-and-abuse/news-story/07fd4c36d715dbb7359cb53a0263415e,2022-08-10,True,news.com.au
Secrets of world's most exclusive sex club...,https://www.news.com.au/lifestyle/relationships/sex/secrets-of-worlds-most-exclusive-sex-club-snctm-revealed-by-performer-who-has-seen-alisters-go-wild/news-story/5d40f40e85211eec9585377c67cfce15,2022-08-01,True,news.com.au
Bystanders film Nigerian street seller beaten to death in Italy...,https://www.news.com.au/world/europe/bystanders-film-nigerian-street-seller-being-beaten-to-death-in-italy/news-story/e9361b972c26b63433cdefc4ea734695,2022-07-31,True,news.com.au
UK top national security adviser's chilling nuke war warning...,https://www.news.com.au/technology/innovation/military/uk-top-national-security-advisers-chilling-nuclear-war-warning/news-story/12248267fd54a9fec8bf42b8b4389f35,2022-07-28,True,news.com.au
X-rated act astronauts can't do in space...,https://www.news.com.au/technology/science/space/nasa-scientist-explains-why-astronauts-should-not-masturbate-in-zero-gravity/news-story/134ec46569c651b6ad874d08feed1b73,2022-07-23,True,news.com.au
Hated rules making return to Oz...,https://www.news.com.au/world/coronavirus/australia/new-south-wales-hospitals-to-bring-back-some-covid-measures/news-story/50a01138052fb2513dcd2165bd6d3a9d,2022-07-15,True,news.com.au
Russia rage as secret Putin call leaked...,https://www.news.com.au/world/europe/russia-responds-after-vladimir-putin-call-with-emmanuel-macron-leaked/news-story/fae311ba4a435991da05e4a65744fd14,2022-07-07,True,news.com.au
Researchers claim AI capable of reading minds...,https://www.news.com.au/world/asia/chinese-researchers-claim-they-have-built-and-tested-artificial-intelligence-capable-of-reading-minds/news-story/ea682cb41e9a55c7bd892fd9bcc9d326,2022-07-04,True,news.com.au
Warning that Putin could invade rest of Europe within year...,https://www.news.com.au/world/warning-that-vladimir-putin-could-invade-rest-of-europe-within-a-year/news-story/201b005d67448de0e75aa89998da3105,2022-07-04,True,news.com.au
Mask mandates coming back to Australia?,https://www.news.com.au/lifestyle/health/top-doctor-signals-return-of-masks-as-covid-cases-surge/news-story/a68678f0a451f59b4e10c24d7a113c59,2022-07-02,True,news.com.au
"Kremlin Mercenaries Seek Gold, Sow Chaos in Central Africa...",https://www.news24.com/fin24/economy/russian-mercenaries-seek-gold-sow-chaos-in-central-africa-20220816,2022-08-16,True,news24.com
"To Prevent Martian Plague, NASA Needs to Build Very Special Lab...",https://newscinema.in/to-prevent-a-martian-plague-nasa-needs-to-build-a-very-special-lab,2022-08-31,True,newscinema.in
WORLD HEADLINES,http://www.newseum.org/todaysfrontpages/,2022-07-01,False,newseum.org
NEWSMAX,http://www.newsmax.com,2022-07-01,False,newsmax.com
NC Lt. Gov. backs off call to stop science lessons...,https://www.newsobserver.com/news/politics-government/article264827384.html,2022-08-25,True,newsobserver.com
Marines damage helicopter after WAFFLE HOUSE dine-and-dash...,https://www.newsobserver.com/news/state/north-carolina/article264829424.html,2022-08-24,True,newsobserver.com
'Death to the Confederacy!' Mayor live-streams statue being destroyed...,https://www.newsobserver.com/news/state/north-carolina/article264769574.html,2022-08-23,True,newsobserver.com
'Truth Rally' Sees Only Dozens Attend...,https://www.newsweek.com/pro-trump-jan-6-truth-rally-only-dozens-attend-1746057,2022-09-25,True,newsweek.com
'How to break arm' becomes top trend...,https://www.newsweek.com/how-break-arm-becomes-top-google-trend-russians-face-putin-ukraine-war-conscription-1744830,2022-09-22,True,newsweek.com
STUDY: Antidepressants Work Better Than Sugar Pills Only 15% of Time...,https://www.newsweek.com/2022/09/30/antidepressants-work-better-sugar-pills-only-15-percent-time-1744656.html,2022-09-21,True,newsweek.com
'Not Good'...,https://www.newsweek.com/mark-meadows-doj-subpoena-jan6-trump-1743132,2022-09-15,False,newsweek.com
Russian Hypersonic Missile Accidentally Strikes Russia...,https://www.newsweek.com/russia-ukraine-missile-stavropol-1743351,2022-09-15,True,newsweek.com
Trump's Surprise Visit To DC Sparks Speculation...,https://www.newsweek.com/donald-trump-visit-dc-walter-reed-hospital-1742116,2022-09-12,True,newsweek.com
'Days to Attack or Face Defeat'...,https://www.newsweek.com/putins-troops-have-two-days-attack-face-defeat-ex-military-leader-1741563,2022-09-09,True,newsweek.com
Beijing Plan to Control World's Data: Out-Google GOOGLE...,https://www.newsweek.com/2022/09/16/beijings-plan-control-worlds-data-out-google-google-1740426.html,2022-09-09,True,newsweek.com
Russia Recruits Soldiers From Mental Health Unit to Make Up Troop Shortfall...,https://www.newsweek.com/russia-recruiting-soldiers-mental-asylum-ukraine-war-1739963,2022-09-05,True,newsweek.com
Blackout Warnings...,https://www.newsweek.com/california-heat-wave-update-record-temperatures-blackouts-1738463,2022-08-31,True,newsweek.com
Bannon Calls Fetterman 'Satanic'...,https://www.newsweek.com/steve-bannon-ridiculed-after-suggesting-john-fetterman-satanic-1734652,2022-08-18,True,newsweek.com
UPDATE: Weisselberg expected to plead guilty in tax avoidance scheme...,https://www.newsweek.com/its-over-trump-organization-if-weisselberg-pleads-guilty-expert-1734218,2022-08-17,True,newsweek.com
Saudi Nuclear Probe Resurfaces Ahead of Warrant Unseal...,https://www.newsweek.com/donald-trump-saudi-arabia-nuclear-mar-lago-raid-washington-post-1733182,2022-08-12,True,newsweek.com
"REPORT: Informer Revealed What Trump Docs Were Hidden, Where...",https://www.newsweek.com/exclusive-informer-told-fbi-what-docs-trump-was-hiding-where-1732283,2022-08-10,True,newsweek.com
Top Taiwan Missile Official Found Dead in Hotel Room...,https://www.newsweek.com/taiwan-missile-official-found-dead-hotel-room-after-heart-attack-ou-yang-li-hsing-1731492,2022-08-06,True,newsweek.com
Video of Russian Soldier Allegedly Castrating Ukraine POW Sparks Outrage...,https://www.newsweek.com/russia-ukraine-castrate-torture-video-1728988,2022-07-29,True,newsweek.com
Biden Oil Gamble Set to Backfire as Saudi Sticks With Russia...,https://www.newsweek.com/joe-biden-oil-gamble-backfire-saudi-arabia-sticks-russia-1723422,2022-07-11,True,newsweek.com
Dems' Best-Case...,https://www.newsweek.com/democrats-best-case-scenario-midterms-joe-biden-republicans-1722926,2022-07-10,True,newsweek.com
Republicans' Worst-Case Scenario...,https://www.newsweek.com/republican-midterms-november-house-senate-donald-trump-1723010,2022-07-10,True,newsweek.com
Champion Slings Protestor During Hot Dog Eating Contest...,https://www.newsweek.com/joey-chestnut-slings-protestor-during-nathans-hot-dog-eating-contest-1721574,2022-07-04,True,newsweek.com
FARROW: The Search for Dirt on Whistle-Blower...,https://www.newyorker.com/news/news-desk/the-search-for-dirt-on-the-twitter-whistle-blower,2022-09-13,True,newyorker.com
"The Rise of Bukele, El Salvador's Authoritarian President...",https://www.newyorker.com/magazine/2022/09/12/the-rise-of-nayib-bukele-el-salvadors-authoritarian-president,2022-09-06,True,newyorker.com
BOOK: Asked Why His Generals Couldn't Be Like Hitler's...,https://www.newyorker.com/magazine/2022/08/15/inside-the-war-between-trump-and-his-generals,2022-08-08,True,newyorker.com
Kansas Set for First Post-Roe Vote...,https://www.newyorker.com/news/dispatch/the-first-post-roe-vote-on-abortion,2022-07-30,True,newyorker.com
The Aging Student Debtors of America...,https://www.newyorker.com/news/us-journal/the-aging-student-debtors-of-america,2022-07-30,True,newyorker.com
Prenups Aren't Just for Rich Anymore...,https://www.newyorker.com/news/us-journal/prenups-arent-just-for-rich-people-anymore,2022-07-12,True,newyorker.com
NEW YORKER,http://www.newyorker.com,2022-07-01,False,newyorker.com
You Don't Have to be a Spy to Violate Espionage Act...,https://www.nextgov.com/ideas/2022/08/you-dont-have-be-spy-violate-espionage-act/375883/,2022-08-16,True,nextgov.com
"Social Media Fuels White Nationalism and Attracts Young, Violent Men...",https://www.nextgov.com/ideas/2022/08/fueled-virtually-unrestricted-social-media-access-white-nationalism-rise-and-attracting-violent-young-white-men/375261/,2022-08-10,True,nextgov.com
AI Scouts Brain Data to Spot Illness Patterns...,https://www.nextgov.com/ideas/2022/07/ai-scouts-brain-data-spot-mental-illness-patterns/374923/,2022-07-27,True,nextgov.com
NHK,https://www3.nhk.or.jp/nhkworld/en/news/,2022-07-08,False,nhk.or.jp
"STUDY: Marijuana, hallucinogen use at all-time high among young adults...",https://www.nih.gov/news-events/news-releases/marijuana-hallucinogen-use-among-young-adults-reached-all-time-high-2021,2022-08-23,True,nih.gov
Trans woman impregnates 2 inmates in NJ female prison...,https://www.nj.com/news/2022/07/transgender-woman-who-impregnated-2-inmates-removed-from-njs-female-prison.html,2022-07-17,True,nj.com
ANOTHER: Singer Arlo Parks cancels tour due to 'debilitating' mental health issues...,https://www.nme.com/news/music/arlo-parks-cancels-us-tour-dates-due-to-debilitating-mental-health-issues-3311930,2022-09-17,True,nme.com
'CATASTROPHIC',https://www.nhc.noaa.gov/text/refresh/MIATCPAT4+shtml/280253.shtml,2022-09-28,False,noaa.gov
HURRICANE CENTER DISCUSSION...,https://www.nhc.noaa.gov/text/refresh/MIATCDAT4+shtml/271500.shtml,2022-09-27,False,noaa.gov
SATELLITE...,https://cdn.star.nesdis.noaa.gov/FLOATER/data/AL092022/13/GOES16-AL092022-13-1000x1000.gif,2022-09-27,False,noaa.gov
CONE...,https://www.nhc.noaa.gov/storm_graphics/AT09/refresh/AL092022_5day_cone_no_line_and_wind+png/145524_5day_cone_no_line_and_wind.png,2022-09-23,False,noaa.gov
CONE...,https://www.nhc.noaa.gov/storm_graphics/AT07/refresh/AL072022_5day_cone_no_line_and_wind+png/145158_5day_cone_no_line_and_wind.png,2022-09-16,False,noaa.gov
CONE...,https://www.nhc.noaa.gov/storm_graphics/AT04/refresh/AL042022_5day_cone_no_line_and_wind+png/233253_5day_cone_no_line_and_wind.png,2022-08-20,False,noaa.gov
'Breath training' as good as medicine reducing high blood pressure...,https://www.npr.org/sections/health-shots/2022/09/20/1123500781/daily-breath-training-can-work-as-well-as-medicine-to-reduce-high-blood-pressure,2022-09-20,True,npr.org
Some Scientists say now less risky than flu...,https://www.npr.org/sections/health-shots/2022/09/16/1122650502/scientists-debate-how-lethal-covid-is-some-say-its-now-less-risky-than-flu,2022-09-16,True,npr.org
Abortion-Rights Placed on Ballot in Michigan...,https://www.npr.org/2022/09/08/1121858922/michigan-supreme-court-abortion-amendment-voters-ballot,2022-09-09,True,npr.org
How polarizing effect of social media speeding up...,https://www.npr.org/2022/09/09/1121295499/facebook-twitter-youtube-instagram-tiktok-social-media,2022-09-09,True,npr.org
"Publisher abruptly recalled '2,000 MULES'. Outlet got copy...",https://www.npr.org/2022/09/08/1121648290/a-publisher-abruptly-recalled-the-2-000-mules-election-denial-book-npr-got-a-cop,2022-09-09,True,npr.org
FOX producer warning against Pirro surfaces in DOMINION defamation suit...,https://www.npr.org/2022/09/06/1121187542/dominion-voting-fox-news-lawsuit-pirro,2022-09-06,True,npr.org
Woman touted as 'Mother Theresa' ran $196 million Ponzi scheme...,https://www.npr.org/2022/09/06/1121241257/mj-capital-johanna-garcia-ruiz-pavel-ponzi-florida,2022-09-06,True,npr.org
Marijuana use outpaces cigarette use for first time...,https://www.npr.org/2022/08/30/1120024399/marijuana-cigarette-use-gallup-poll,2022-08-30,True,npr.org
"Scanning students' rooms during remote tests unconstitutional, judge rules...",https://www.npr.org/2022/08/25/1119337956/test-proctoring-room-scans-unconstitutional-cleveland-state-university,2022-08-25,True,npr.org
DC covid quarantine hotel now sheltering migrants...,https://www.npr.org/local/305/2022/08/24/1119234930/migrant-families-are-being-sheltered-at-a-d-c-quarantine-hotel,2022-08-24,True,npr.org
Killer whales 'attacking' sailboats near Europe. Scientists don't know why...,https://www.npr.org/2022/08/20/1117993583/orcas-attacks-spain-portugal-killer-whales,2022-08-21,True,npr.org
Venice mayor calls out 'imbeciles' surfing city's canals...,https://www.npr.org/2022/08/19/1118381888/venice-mayor-surfing-tourists,2022-08-19,True,npr.org
'RELIABLE SOURCES' canceled...,https://www.npr.org/2022/08/18/1118197553/brian-stelter-cnn-canceled-show,2022-08-18,True,npr.org
Japan launches contest to urge youth to drink more alcohol...,https://www.npr.org/2022/08/18/1118163173/japans-tax-alcohol-young-people-campaign,2022-08-18,True,npr.org
Buy rural hospital for $100? Investors picking up struggling institutions for pennies...,https://www.npr.org/sections/health-shots/2022/08/16/1116960419/buy-a-rural-hospital-for-100-investors-pick-up-struggling-institutions-for-penni,2022-08-16,True,npr.org
Omicron-boosters coming...,https://www.npr.org/2022/08/16/1117616159/uk-us-approved-omicron-booster-variant-ba5,2022-08-16,True,npr.org
Republicans have long feuded with mainstream media. Now many shutting them out...,https://www.npr.org/2022/08/07/1115949410/republicans-have-long-feuded-with-the-mainstream-media-now-many-are-shutting-the,2022-08-08,True,npr.org
USA made breakthrough battery discovery -- then gave technology to China...,https://www.npr.org/2022/08/03/1114964240/new-battery-technology-china-vanadium,2022-08-07,True,npr.org
Rep. who voted to impeach wins primary...,https://www.npr.org/sections/2022-live-primary-election-race-results/2022/08/05/1115322585/herrera-beutler-washington-primary-results,2022-08-06,True,npr.org
Fears in Japan of being on front line...,https://www.npr.org/2022/08/05/1115384641/japan-taiwan-china-yonaguni-island,2022-08-05,True,npr.org
How many animal species have caught Covid?,https://www.npr.org/sections/goatsandsoda/2022/08/05/1114357154/how-many-animal-species-have-caught-covid-first-global-tracker-has-partial-answe,2022-08-05,True,npr.org
Many of them no longer working...,https://www.npr.org/2022/07/31/1114375163/long-covid-longhaulers-disability-labor-ada,2022-08-01,True,npr.org
Door open to retirement...,https://www.npr.org/2022/07/30/1114693673/pope-slow-down-or-retire,2022-07-30,True,npr.org
NY largest LGBTQ club accused of fostering toxic environment...,https://www.npr.org/2022/07/26/1113137391/new-york-the-q-lgbtq-nightclub-lawsuit-abuse-allegations,2022-07-26,True,npr.org
Diner discovers 100 million-year-old dinosaur footprints in restaurant...,https://www.npr.org/2022/07/23/1113008177/southwest-china-dinosaur-footprint-restaurant-discovery-sauropod-development,2022-07-24,True,npr.org
Sesame Place apologizes after Muppet snubs Black girls...,https://www.npr.org/2022/07/19/1112234153/sesame-place-apology-backlash-racism-rosita,2022-07-20,True,npr.org
Scientists look to people with Down syndrome to test Alzheimer's drugs...,https://www.npr.org/sections/health-shots/2022/07/07/1110024857/scientists-look-to-people-with-down-syndrome-to-test-alzheimers-drugs,2022-07-09,True,npr.org
Monthly car payments cross record $700...,https://www.npr.org/2022/07/02/1109105779/monthly-car-payments-record-700,2022-07-03,True,npr.org
6 legal landmines facing ex-president...,https://www.nydailynews.com/new-york/manhattan/ny-trump-troubles-six-legal-landmines-20220925-jqhuuu2jpnhtdpnbopkx7tsjby-story.html,2022-09-26,True,nydailynews.com
'Bling' Bishop Arrested After Mid-Sermon Scuffle With Women...,https://www.nydailynews.com/new-york/ny-bishop-lamor-whitehead-handcuffed-released-brooklyn-20220919-lr5rzfwrprh5ppveq4pmanscoy-story.html,2022-09-19,True,nydailynews.com
"Buttigieg opens up about twins' difficult first year, early health issues in heartfelt essay...",https://www.nydailynews.com/news/national/ny-pete-buttigieg-chasten-twins-first-year-health-issues-essay-medium-20220827-5xhi5hkp5nhaxomlekg2zd6ftu-story.html,2022-08-28,True,nydailynews.com
FOX Hannity threatens to sue...,https://www.nydailynews.com/snyde/ny-sean-hannity-john-fetterman-sue-debate-20220824-7qifz6bljjhg3ppq5w7lg4pvcq-story.html,2022-08-25,True,nydailynews.com
Jr. has meltdown discussing search...,https://www.nydailynews.com/news/politics/ny-donald-trump-jr-mar-a-lago-search-video-20220816-f3ash4u5wbab5eq2o6kqkkha4a-story.html,2022-08-17,True,nydailynews.com
"NYC infections surpass 1,000...",https://www.nydailynews.com/news/politics/new-york-elections-government/ny-nyc-monkeypox-cases-1k-department-of-health-20220725-dc7mts7z7vevxmp5osstbn3blm-story.html,2022-07-26,True,nydailynews.com
Brutal heat coming to NYC could threaten record books...,https://www.nydailynews.com/news/national/ny-hot-weather-new-york-20220718-f3mu74bdw5ca5moxbpc4x3x5ie-story.html,2022-07-19,True,nydailynews.com
NY DAILY NEWS,http://www.nydailynews.com/,2022-07-01,False,nydailynews.com
RICHARD JOHNSON,https://www.nydailynews.com/author-all/richard-johnson/0/,2022-07-01,False,nydailynews.com
S.E. CUPP,https://www.nydailynews.com/ny-se-cupp-staff.html,2022-07-01,False,nydailynews.com
The Sordid Saga of Hunter Biden's Laptop...,https://nymag.com/intelligencer/article/hunter-biden-laptop-investigation.html,2022-09-12,True,nymag.com
Who's Change Agent Now?,https://nymag.com/intelligencer/article/gabriel-benedetti-the-long-alliance-book-excerpt.html,2022-08-31,True,nymag.com
MAG: Everything's Coming Up Schumer...,https://nymag.com/intelligencer/article/chuck-schumer-joe-manchin-deal.html,2022-08-26,True,nymag.com
"The Last, Lonely Days of Ivana Trump...",https://nymag.com/intelligencer/article/ivana-trump-last-days.html,2022-08-16,True,nymag.com
The Crypto Geniuses Who Vaporized Trillion Dollars...,https://nymag.com/intelligencer/article/three-arrows-capital-kyle-davies-su-zhu-crash.html,2022-08-15,True,nymag.com
BEST WEEK JOE...,https://nymag.com/intelligencer/2022/08/joe-biden-presidency-best-week-ever.html,2022-08-12,True,nymag.com
Musk Biggest Boondoggle? 5 years trying to sell cities hole in ground...,https://nymag.com/intelligencer/2022/08/elon-musks-biggest-boondoggle.html,2022-08-09,True,nymag.com
What Is Elon Musk?,https://nymag.com/intelligencer/article/what-is-elon-musk.html,2022-08-08,True,nymag.com
