text,url,earliest_date,is_story,domain
High oil prices help Saudis earn record profits...,https://apnews.com/article/middle-east-dubai-united-arab-emirates-02d93f532e4de19d23789bb4c0ec5cd9,2022-08-15,True,apnews.com
Iran denies involvement but justifies Rushdie attack...,https://apnews.com/article/salman-rushdie-middle-east-iran-tehran-70f0ea8cc69bc2bf226cd3ac400f9db8,2022-08-15,True,apnews.com
Man kills self after ramming US Capitol barrier...,https://apnews.com/article/us-capitol-man-rams-car-into-barricade-kills-himself-5cb76c10dadf0f9c0cae70959e9a6f39,2022-08-15,True,apnews.com
Mexico president to keep army on streets...,https://apnews.com/article/mexico-caribbean-army-constitutions-drug-cartels-d22e75da3e48c7efe635fb411c1e1a81,2022-08-15,True,apnews.com
More US lawmakers visit Taiwan 12 days after Pelosi trip...,https://apnews.com/article/taiwan-china-nancy-pelosi-government-and-politics-143aebea0f425aaaaabaa72b40e53bc1,2022-08-14,True,apnews.com
"Rushdie off ventilator and talking, after attack...",https://apnews.com/article/salman-rushdie-on-ventilator-after-new-york-stabbing-5ea54212d71b95569ed85df7b0fb5fea,2022-08-14,True,apnews.com
Respected snake researcher dies from rattlesnake bite...,https://apnews.com/article/science-mountains-virginia-obituaries-23be2c4051e18c447f1ed2a228e4aa09,2022-08-13,True,apnews.com
STASH SEIZED FROM MAR-A-LAGO,https://apnews.com/article/florida-donald-trump-mar-a-lago-merrick-garland-government-and-politics-f63c018b600e1539ff3660a896a132d0,2022-08-13,True,apnews.com
Sinema took Wall St money while killing tax on investors...,https://apnews.com/article/sinema-took-wall-street-money-while-killing-tax-on-investors-0c07f73ba6db92f87fa33f1aad8dbeac,2022-08-13,True,apnews.com
What takes years and costs $20K? San Fran trash can...,https://apnews.com/article/california-san-francisco-climate-and-environment-cab7011953482c7eabc5ad41c6582773,2022-08-13,True,apnews.com
Rushdie stabbed in neck in New York... Developing...,https://apnews.com/article/salman-rushdie-attacked-9eae99aea82cb0d39628851ecd42227a?taid=62f66e7da3b3e500018694a5,2022-08-12,True,apnews.com
UPDATE: Polio in NYC sewage...,https://apnews.com/article/health-new-york-city-wastewater-climate-and-environment-8df014e9b38a70606c04234492bb3fb4,2022-08-12,True,apnews.com
Bond with Republicans deepens...,https://apnews.com/article/2022-midterm-elections-wisconsin-donald-trump-marjorie-taylor-greene-b5c2ee83bb655c43e1deb9c46f2a6020,2022-08-11,True,apnews.com
Experts troubled by Canada euthanasia laws...,https://apnews.com/article/covid-science-health-toronto-7c631558a457188d2bd2b5cfd360a867,2022-08-11,True,apnews.com
Pope meets trans guests of Rome church...,https://apnews.com/article/pope-francis-religion-rome-208b6a50c4872fde0e04335868b9d9e8,2022-08-11,True,apnews.com
Russia struggles to replenish troops in Ukraine... Raiding prisons to fill ranks...,https://apnews.com/article/russia-ukraine-putin-world-news-st-petersburg-treatment-of-prisoners-f20273227cf4c4e65ba6f4866dc975ea,2022-08-11,True,apnews.com
"Scientists use tiny trackers, plane to follow moths on move...",https://apnews.com/article/science-oddities-germany-migration-f05cc613bde733d159734d823c8bf3d5,2022-08-11,True,apnews.com
Republicans rally around...,https://apnews.com/article/gop-rallies-around-donald-trump-a0f20a219b1090fd02f529acf744f246,2022-08-10,True,apnews.com
AGENTS CRACK SAFE,https://apnews.com/article/donald-trump-mar-a-lago-government-and-politics-9e8d683afe87389407950af7ccfdbdd6,2022-08-09,True,apnews.com
CA county puts secession on ballot...,https://apnews.com/article/california-san-bernardino-a51f4a6cd8e422604168b177e18e06e7,2022-08-09,True,apnews.com
Giuliani won't testify Tuesday in GA probe...,https://apnews.com/article/2022-midterm-elections-new-york-donald-trump-georgia-presidential-ef30541196801069e855833f0bab2e0c,2022-08-09,True,apnews.com
Large explosions rock military air base in Crimea...,https://apnews.com/article/russia-ukraine-zelenskyy-kyiv-dnipropetrovsk-58070c83ccd66b46f6f9bdfbb18a1fec,2022-08-09,True,apnews.com
Omar faces centrist rival...,https://apnews.com/article/2022-midterm-elections-wisconsin-minnesota-special-ilhan-omar-a5ccd02ee35997d645635e226fbbc892,2022-08-09,True,apnews.com
RAID OF THE CENTURY,https://apnews.com/article/donald-trump-mar-a-lago-fbi-search-99097089194e736315c366a0e8fbafee,2022-08-09,True,apnews.com
Ukrainian resistance grows in occupied areas...,https://apnews.com/article/russia-ukraine-kyiv-moscow-80812f4d70f133d2d1616d11154e0cba,2022-08-09,True,apnews.com
China extends threatening military exercises around Taiwan...,https://apnews.com/article/taiwan-china-asia-beijing-nancy-pelosi-8fa31bee2bc1dc9979ecd21f7185f7ec,2022-08-08,True,apnews.com
Cops combat violent crime as ranks dwindle...,https://apnews.com/article/gun-violence-covid-health-police-2b1f9d8dce1fe3acbb1c5e3910d39e09,2022-08-08,True,apnews.com
UPDATE: Albuquerque police seek car in killings of 4 Muslim men...,https://apnews.com/article/muslims-killed-albuquerque-17ef26ffff92cc05ff4ca77765066d33,2022-08-08,True,apnews.com
"Year after Afghanistan, spy agencies pivot toward Beijing...",https://apnews.com/article/afghanistan-russia-ukraine-al-qaida-biden-ayman-zawahri-15e3f9282d6eac7b9c793394fff5497c,2022-08-08,True,apnews.com
$$49.3 MILLION VERDICT...,https://apnews.com/article/covid-health-shootings-violence-7afca66904f889c1420a8187dd6d887d,2022-08-07,True,apnews.com
LEGACY DEFINING WINS,https://apnews.com/article/gun-violence-biden-covid-health-d604eede16665ee38b8113aa897a321d,2022-08-07,True,apnews.com
$45 MILLION MORE...,https://apnews.com/article/shootings-austin-texas-violence-e067a8bc031ce48be0810764c7bb3c18,2022-08-06,True,apnews.com
Antitrust trial puts book publishing industry in the dock...,https://apnews.com/article/entertainment-book-publishing-stephen-king-6ab3568a1c19872be93d2c57b619f42f,2022-08-06,True,apnews.com
IDF KILLS TOP ISLAMIC JIHADI...,https://apnews.com/article/israel-strikes-gaza-rising-tensions-4539de5f30c605b3423d3472351cd638,2022-08-06,True,apnews.com
Indiana becomes 1st state to approve abortion ban post Roe...,https://apnews.com/article/abortion-us-supreme-court-health-indianapolis-indiana-83fe300188fcf15d8a3b4a36ceee7443,2022-08-06,True,apnews.com
New Pompeii finds highlight middle-class life in doomed city...,https://apnews.com/article/science-italy-39ee525c2fa6e01513a59ef8638d1600,2022-08-06,True,apnews.com
"'The bigger the spectacle, the better'...",https://apnews.com/article/shootings-austin-bae315601b623812f376fe3d38c1cf5c,2022-08-05,True,apnews.com
Alex Jones ordered to pay $4.1 million to parents of Sandy Hook...,https://apnews.com/article/alex-jones-infowars-sandy-hook-verdict-edc1c705ed13b84398084bed91a85b37,2022-08-05,True,apnews.com
Biden declares monkeypox health emergency...,https://apnews.com/article/monkeypox-public-health-emergency-us-f336fc99abd57f0866a38b578d5bb44c,2022-08-05,True,apnews.com
"Cuts climate, military ties with USA...",https://apnews.com/article/taiwan-china-asia-beijing-b252479810add6a225fa1e4a6d441983,2022-08-05,True,apnews.com
MAGA FOREVER...,https://apnews.com/article/kari-lake-arizona-governor-election-karrin-taylor-robson-e8f6cb66e63bc63464d149112d77d2a4,2022-08-05,True,apnews.com
Musk countersuit accuses TWITTER of fraud...,https://apnews.com/article/elon-musk-twitter-inc-technology-933f52cf58fea145e71f1112563951d4,2022-08-05,True,apnews.com
Tougher IRS enforcement central to package...,https://apnews.com/article/joe-manchin-congress-internal-revenue-service-government-and-politics-dd2e6eaeb914eea553615e231332f3fb,2022-08-05,True,apnews.com
UNEMPLOYMENT FALLS TO 3.5%...,https://apnews.com/article/inflation-united-states-economy-unemployment-4895f1aa41fbe904400df8261446b737,2022-08-05,True,apnews.com
7 years of sex abuse: How Mormon officials let it happen...,https://apnews.com/article/Mormon-church-sexual-abuse-investigation-e0e39cf9aa4fbe0d8c1442033b894660,2022-08-04,True,apnews.com
China conducts missile strikes in Taiwan Strait...,https://apnews.com/article/taiwan-asia-navy-china-air-force-4bd08ab9ecd2a9f7d450cf61618d28af,2022-08-04,True,apnews.com
Inside the Alex Jones Trial...,https://apnews.com/article/health-us-news-shootings-texas-lawsuits-d029d6736d2ce6755c9e89e7cf9f27af,2022-08-04,True,apnews.com
New crypto oversight legislation arrives as industry shakes...,https://apnews.com/article/cryptocurrency-technology-health-congress-1f90a144e449e5e80858661c741557f8,2022-08-04,True,apnews.com
Report: Ukrainian bases in communities endangering civilians...,https://apnews.com/article/russia-ukraine-donetsk-amnesty-international-7eb46d7e7cd2205403f7bf45ad7122cc,2022-08-04,True,apnews.com
US-China ties on a precipice after Pelosi visit to Taiwan...,https://apnews.com/article/taiwan-asia-beijing-china-taipei-430ee6c9e64c2695057bfcbab4ba3bc4,2022-08-04,True,apnews.com
'Already detecting some stealing going on'...,https://apnews.com/article/2022-primary-elections-de357586bed665e24c414a3748e0ba50,2022-08-03,True,apnews.com
"Dixon wins Michigan governor primary, to face Whitmer...",https://apnews.com/article/2022-primary-elections-michigan-a1a3ec1327ea5d8795812ae2ef255963,2022-08-03,True,apnews.com
Election rules changed over security fears...,https://apnews.com/article/boris-johnson-technology-health-london-e09546cf38b71f23e081931e8b9d936b,2022-08-03,True,apnews.com
"Germany announces NEW measures for fall, winter...",https://apnews.com/article/covid-health-germany-2df3387e9cc8d1b9bea6fccee0567cff,2022-08-03,True,apnews.com
"Back on balcony, dog for company...",https://apnews.com/article/biden-ayman-al-zawahri-covid-health-government-and-politics-805aa23ff4472c918ff1cb28beb2df6e,2022-08-02,True,apnews.com
California state of emergency...,https://apnews.com/article/health-california-san-francisco-gavin-newsom-government-and-politics-535ad6616cf2551e57ae5d665816cac8,2022-08-02,True,apnews.com
"Even simple exercise may help aging brain, study hints...",https://apnews.com/article/covid-science-health-exercise-8de5707d3b45642ed1dabe9cfc2a6511,2022-08-02,True,apnews.com
Kansas first state to vote on abortion since Roe's demise...,https://apnews.com/article/2022-primary-elections-kansas-abortion-b6d62a852c2ce4617f2c03589fbb523e,2022-08-02,True,apnews.com
PELOSI IN TAIWAN!,https://apnews.com/article/china-asia-beijing-malaysia-a5a6acc391511c99b1b4c2d69e67b133,2022-08-02,True,apnews.com
Strike shows Afghanistan still terror base...,https://apnews.com/article/afghanistan-al-qaida-ayman-zawahri-united-nations-terrorism-2a79a02e66d76143469826d7c9b068e3,2022-08-02,True,apnews.com
UN warns humanity 'one miscalculation away from nuke annihilation'...,https://apnews.com/article/russia-ukraine-covid-health-antonio-guterres-2871563e530f9a676d7884b3e2d871c3,2022-08-02,True,apnews.com
Watching his pattern of life key to his death...,https://apnews.com/article/al-qaida-biden-ayman-zawahri-covid-health-595c6bda6d17fdd0c1c936137fe1e7c6,2022-08-02,True,apnews.com
Cities face crisis as fewer kids enroll and schools shrink...,https://apnews.com/article/covid-health-chicago-race-and-ethnicity-a178d2dbe5d8e10d155b3f740da39609,2022-08-01,True,apnews.com
Flash floods close roads into Death Valley...,https://apnews.com/article/floods-storms-nevada-weather-transportation-322c3b092f8ca06dbdbf8dba188e886f,2022-08-01,True,apnews.com
Man who stormed Capitol with gun gets longest prison term...,https://apnews.com/article/capitol-siege-prisons-donald-trump-texas-nancy-pelosi-5da51545567da3def6dc9596902edf7e,2022-08-01,True,apnews.com
"Ukraine seeks to retake south, tying down Russian forces...",https://apnews.com/article/russia-ukraine-moscow-0446d4316722dbe5c66d4e4a69c28351,2022-08-01,True,apnews.com
"Western flames spread, California sees largest 2022 fire...",https://apnews.com/article/wildfires-forests-california-weather-montana-11690000ca58afd6f90459322c251cc5,2022-08-01,True,apnews.com
What to watch in Tuesday primaries...,https://apnews.com/article/2022-midterm-elections-abortion-biden-donald-trump-presidential-51161c64debe4fe2030a75f6710a8f13,2022-08-01,True,apnews.com
'Rare case of rebound'...,https://apnews.com/article/biden-covid-health-government-and-politics-6ffc64aa1d8d67b074dd8beb67d7cf6f,2022-07-31,True,apnews.com
Drone explosion hits Black Sea Fleet HQ...,https://apnews.com/article/russia-ukraine-explosions-black-sea-crimea-ddf4744077bac371392763b5cd77f25d,2022-07-31,True,apnews.com
Search for Kentucky flood victims could take weeks...,https://apnews.com/article/floods-storms-science-kentucky-jackson-519185ea0be464c61ce76477359b019f,2022-07-30,True,apnews.com
Appalachian floods kill at least 16 as rescue teams deploy...,https://apnews.com/article/floods-storms-kentucky-f3b72930d5d1994066752eaa8c6d1462,2022-07-29,True,apnews.com
"Black family sues SESAME PLACE, alleging discrimination...",https://apnews.com/article/travel-lawsuits-discrimination-race-and-ethnicity-16bd8cad2e446897e692230f14394207,2022-07-28,True,apnews.com
GDP 2ND STRAIGHT DROP...,https://apnews.com/article/united-states-economy-economic-growth-government-and-politics-4ffd93331422cb131a974223dad5825f,2022-07-28,True,apnews.com
Is it an STD?,https://apnews.com/article/science-health-public-united-nations-epidemics-159051644b78feb782b885b0a83cd259,2022-07-28,True,apnews.com
"Kremlin poker-faced on US swap offer to free Griner, Whelan...",https://apnews.com/article/brittney-griner-sports-united-states-moscow-antony-blinken-c987c7516723cce522693834cef00a26,2022-07-28,True,apnews.com
Man accused of selling bleach as cure...,https://apnews.com/article/covid-health-miami-florida-united-states-1f9038f19d942be58b68b4b7cfb953e3,2022-07-28,True,apnews.com
TWITTER: Govts ramp up demands for user info...,https://apnews.com/article/technology-social-media-government-and-politics-f13f1f5aa9ba98d12ecb05c416f6b3ef,2022-07-28,True,apnews.com
"Xi gives Biden fiery warning on Taiwan, Beijing says...",https://apnews.com/article/russia-ukraine-biden-xi-jinping-nancy-pelosi-taiwan-f500d38f7ac98a191fe6ad817b528929,2022-07-28,True,apnews.com
"Argentines yearn for Evita, 70 years after her death...",https://apnews.com/article/entertainment-poverty-obituaries-buenos-aires-ff7553b9191269449f3eaf13f92fd3ca,2022-07-27,True,apnews.com
BIDEN OFFERS PUTIN TRADE:,https://apnews.com/article/britney-griner-us-russia-deal-b2147efcc6567eeb6ceb82f8a374bd94,2022-07-27,True,apnews.com
"Inflation hits bodega favorite: Bacon, egg and cheese...",https://apnews.com/article/inflation-new-york-prices-bd26a709a13cbccce503b2e986301edb,2022-07-27,True,apnews.com
Military making plans in case Pelosi travels to Taiwan...,https://apnews.com/article/china-nancy-pelosi-taiwan-government-and-politics-30bb4a00c7fd0e41c16b6791da6ad4a0,2022-07-27,True,apnews.com
"Mexican president calls opponents foreign agents, traitors...",https://apnews.com/article/mexico-caribbean-city-national-security-1d67ae1cb957c5e2c264d83cf2602b9e,2022-07-26,True,apnews.com
Republicans warm to far-right gubernatorial nominee in PA...,https://apnews.com/article/2022-midterm-elections-abortion-campaigns-presidential-election-2020-b261a2e8a1689f13c3c4ab756423da95,2022-07-26,True,apnews.com
2 UK leadership contenders face head-to-head TV debate...,https://apnews.com/article/boris-johnson-rwanda-london-africa-279fcfe92b5432273fa486cf5e5319ab,2022-07-25,True,apnews.com
Deepens probe of Trump Cabinet...,https://apnews.com/article/capitol-siege-steve-bannon-us-supreme-court-government-and-politics-subpoenas-a0d0f5ee45ee62c24c9950389c2930ee,2022-07-25,True,apnews.com
Housing market chills...,https://apnews.com/article/housing-market-cools-6618d543a9c0ac4ff6562b586cf96c9f,2022-07-25,True,apnews.com
Lavrov says goal to oust Zelensky...,https://apnews.com/article/russia-ukraine-zelenskyy-kyiv-black-sea-arab-league-b5c583e8d057897cfdef6b407e113339,2022-07-25,True,apnews.com
"Massive whale jumps out of water, lands on small vessel...",https://apnews.com/article/massachusetts-animals-whales-2f348ee683db3a9e85699d8aedd058fa,2022-07-25,True,apnews.com
Pope apologizes for 'evil committed by so many Christians'... Colonizing oppressed Indigenous...,https://apnews.com/article/pope-francis-canada-apology-visit-137ad23719603e9d370257f257ec0163,2022-07-25,True,apnews.com
STUDY: Millennials didn't stray far from where they grew up...,https://apnews.com/article/census-2020-young-adult-migration-5b7c7f534278cb15cdc699eb132f0a78,2022-07-25,True,apnews.com
TAIWAN HOLDS INVASION DRILLS,https://apnews.com/article/biden-beijing-china-taiwan-taipei-92f562e34f24da718b5629d82d3a4e56,2022-07-25,True,apnews.com
Yellen downplays recession risk...,https://apnews.com/article/inflation-economy-prices-janet-yellen-948009cdbc67f5b6f9742a35f7214feb,2022-07-25,True,apnews.com
1 thing voters agree on: Fresh voices needed in politics...,https://apnews.com/article/campaigns-presidential-elections-election-2020-carolyn-maloney-congress-d4dd6639d4ff22444bf7f4b63412964e,2022-07-24,True,apnews.com
2 apparent homophobic attacks reported after Berlin Pride...,https://apnews.com/article/gay-rights-berlin-aaf9b4efc47b9f0edff9f79ec32acb80,2022-07-24,True,apnews.com
Pope's Apology Tour Rolls On...,https://apnews.com/article/pope-francis-canada-religion-edmonton-alberta-b4831ad22056aa2f862f04464966b66e,2022-07-24,True,apnews.com
Top church leaders say sorry for historical sins...,https://apnews.com/article/pope-francis-canada-religion-sexual-abuse-by-clergy-11563ae36c003eaf46ed68a928b41317,2022-07-24,True,apnews.com
Wildfire near Yosemite National Park explodes in size...,https://apnews.com/article/wildfires-fires-california-evacuations-department-of-forestry-and-fire-protection-3b924a9d041b37acdc57e4b4eb8a64fe,2022-07-24,True,apnews.com
Conspiracy-promoting sheriffs claim vast election authority...,https://apnews.com/article/voting-rights-2022-midterm-elections-covid-health-47b643bd7f1794b90acc84af07ef005a,2022-07-23,True,apnews.com
Faces 2 Years in Prison...,https://apnews.com/article/capitol-siege-steve-bannon-donald-trump-congress-government-and-politics-26c539434d968d642563b38c34a62916,2022-07-23,True,apnews.com
Has Florida Man finally met his match? Meet Florida Sheriff...,https://apnews.com/article/police-florida-fort-lauderdale-ed03521826c0f70b1d455b4e7fc3e6cb,2022-07-23,True,apnews.com
Liz Cheney braces for primary loss...,https://apnews.com/article/2022-midterm-elections-sports-donald-trump-wyoming-presidential-7f589a61d2bdadcd1acb4303b69a0121,2022-07-23,True,apnews.com
Russia strikes Black Sea port in wake of grain deal...,https://apnews.com/article/russia-ukraine-kyiv-global-trade-c1a004db6eef64d2aea48990a3080017,2022-07-23,True,apnews.com
Spielberg to debut 'FABELMANS' at Toronto Film Fest...,https://apnews.com/article/entertainment-toronto-film-festivals-canada-15ee0e5ee91cf163b9af76532af126d9,2022-07-23,True,apnews.com
"Supremes leak probe: So many questions, so few answers...",https://apnews.com/article/abortion-covid-us-supreme-court-health-john-roberts-7737a7e3a2fbbcac985549941b884a61,2022-07-23,True,apnews.com
What's next for other criminal cases...,https://apnews.com/article/capitol-siege-riots-donald-trump-georgia-presidential-elections-cd0fc9d394b245916297c8dd771d4840,2022-07-23,True,apnews.com
Monkeypox could become entrenched as new STD...,https://apnews.com/article/covid-science-health-sexually-transmitted-diseases-gonorrhea-3266fd0ae451578c989605f430cd3897,2022-07-22,True,apnews.com
"Ukraine, Russia sign UN deal to export grain on Black Sea...",https://apnews.com/article/russia-ukraine-middle-east-global-trade-a2c89d94a0f8473b40a1fcde5710bda8,2022-07-22,True,apnews.com
White House tries to make Biden infection 'teachable moment'...,https://apnews.com/article/biden-covid-teachable-moment-a3013aa63e6efa4d8130881f0f1b2329,2022-07-22,True,apnews.com
White House tries to make Joe's infection 'teachable moment'...,https://apnews.com/article/biden-covid-health-ron-klain-government-and-politics-a3013aa63e6efa4d8130881f0f1b2329,2022-07-22,True,apnews.com
"Italy's Draghi resigns, spelling trouble for nation, Europe...",https://apnews.com/article/elections-legislature-italy-802d6ab0965feebf4e3f7bda1659df42,2022-07-21,True,apnews.com
PREISDENT ISOLATING AT WHITE HOUSE...,https://apnews.com/article/biden-covid-health-karine-jean-pierre-government-and-politics-d9dbee6cc390f648396c46dd504c31c3,2022-07-21,True,apnews.com
SHE'S BACK: Michelle O book in fall... Navigating increasingly stressful world...,https://apnews.com/article/entertainment-michelle-obama-barack-2f064159787547116d37ab1731f2d6df,2022-07-21,True,apnews.com
TONIGHT: Jan. 6 panel probes Trump's 187 minutes as Capitol attacked...,https://apnews.com/article/capitol-siege-ivanka-trump-biden-entertainment-elections-3e3dc618ed8cee37147cf6a792c0c0fa,2022-07-21,True,apnews.com
Electricity continues to flow...,https://apnews.com/article/explosions-nevada-climate-and-environment-39d99d8c144d208f4e437d69b8f9fa98,2022-07-20,True,apnews.com
Russia Claims Mutant Troops Created in Secret Labs...,"https://apnews.com/article/russia-ukraine-zelenskyy-government-and-politics-494af1bc0145fb2d16c76b0abf3f5cda>Ukraine graft concerns resurface as war goes on...</A>
<BR><BR>
<A HREF=",2022-07-20,True,apnews.com
"Trump, Pence rivalry intensifies...",https://apnews.com/article/2022-midterm-elections-arizona-donald-trump-election-2020-e281f4ba536caf96da2b46658da35b86,2022-07-20,True,apnews.com
Ukraine graft concerns resurface as war goes on...,https://apnews.com/article/russia-ukraine-zelenskyy-government-and-politics-494af1bc0145fb2d16c76b0abf3f5cda,2022-07-20,True,apnews.com
4 contenders battle in bitter race to replace Boris Johnson...,https://apnews.com/article/boris-johnson-london-government-and-politics-rishi-sunak-ab69fcaa67745ab7bfef5fc2b81d92bb,2022-07-19,True,apnews.com
China threatens 'strong measures' if Pelosi visits Taiwan...,https://apnews.com/article/china-beijing-nancy-pelosi-taiwan-newt-gingrich-8ca46ccaeeb78634d455102b7eea31ff,2022-07-19,True,apnews.com
MAGA DEATH MATCH AZ,https://apnews.com/article/2022-midterm-elections-lakes-donald-trump-georgia-doug-ducey-b980083c727d61d2a10722e452b5573c,2022-07-19,True,apnews.com
MORE White House aides will testify at next hearing...,https://apnews.com/article/capitol-siege-biden-donald-trump-government-and-politics-00896eaba6df614bf46fc6beebe63fce,2022-07-19,True,apnews.com
Maryland voters choosing Gov. Hogan successor...,https://apnews.com/article/2022-midterm-elections-presidential-oprah-winfrey-larry-hogan-donald-trump-6d57c87491fc5aa0bfa31807cd90a1bf,2022-07-19,True,apnews.com
"Putin heads to Tehran for talks with leaders of Iran, Turkey...",https://apnews.com/article/russia-ukraine-putin-syria-iran-289c3422c8980e7650dbde2c326d248a,2022-07-19,True,apnews.com
UK'S HOTTEST DAY!,https://apnews.com/article/wildfires-france-fires-london-england-b9bc07c1685b76ddf377b65f19fb811b,2022-07-19,True,apnews.com
"WHO: COVID triples across Europe, hospitalizations double...",https://apnews.com/article/covid-health-united-nations-world-organization-06bccc307fa13d428e59babf4b9d8403,2022-07-19,True,apnews.com
Flames reach beach...,https://apnews.com/article/wildfires-france-fires-evacuations-c6b6e5f2abe0611da6dd88790a23e94b,2022-07-18,True,apnews.com
REVEALED: Judge reneged on promise in Polanski sex case...,https://apnews.com/article/entertainment-los-angeles-sentencing-fugitives-6aa49053e2b2908bac6baafc5cad2043,2022-07-18,True,apnews.com
Could be signal to USA...,https://apnews.com/article/mexican-drug-kingpin-rafael-caro-quintero-captured-e02091ec46d817e4d727a23025a771ce,2022-07-17,True,apnews.com
Jan. 6 panel subpoenas Secret Service for erased texts...,https://apnews.com/article/capitol-siege-government-and-politics-10d40ce2ddd78f7cd6b57e945aa63f44,2022-07-16,True,apnews.com
Ocasio-Cortez navigates expectations that come with fame...,https://apnews.com/article/2022-midterm-elections-new-york-alexandria-ocasio-cortez-queens-congress-7e1d71dec55714872f60a4f34d02b7d7,2022-07-16,True,apnews.com
BIDEN IN KINGDOM,https://apnews.com/article/biden-israel-middle-east-saudi-arabia-83c27ca7357e41efedaa2318da59d0ab,2022-07-15,True,apnews.com
Ex-CIA engineer convicted in massive theft of secret info...,https://apnews.com/article/technology-new-york-city-software-theft-853c3c08e4b5ab20154d3059ec36ec60,2022-07-14,True,apnews.com
Hearings raise questions of presidential power...,https://apnews.com/article/2022-midterm-elections-capitol-siege-presidential-election-2020-congress-194a439d52f21f46aedf133ee2aa7b9b,2022-07-14,True,apnews.com
LONG FOOD LINES RETURN,https://apnews.com/article/hungerfoodbanksinflation-4fd5d6fb5879eaecc3000fe2b73df006,2022-07-14,True,apnews.com
Van Gogh self-portrait found hidden behind another painting...,https://apnews.com/article/entertainment-painting-scotland-edinburgh-b703b4391c4ec0ba5bcf381ae44a6c3b,2022-07-14,True,apnews.com
What does 'plead Fifth' mean? Will Trumps do it?,https://apnews.com/article/plead-the-fifth-explainer-734e4fd7be330bef0a7ae62cc41091e4,2022-07-14,True,apnews.com
COST-OF-LIVING CRISIS,https://apnews.com/article/inflation-economy-prices-consumer-74e1a5c9bced40460e4079f62e980095,2022-07-13,True,apnews.com
California blocks gun sales to those 'at risk' of breaking law...,https://apnews.com/article/california-gun-politics-legislature-gavin-newsom-42081c0b5d0e0a65b73e3c0e846d1851,2022-07-13,True,apnews.com
Pig organ transplants inch closer with testing in dead...,https://apnews.com/article/pig-heart-transplant-nyu-c332493b4d6232edcf9ca389df976de0,2022-07-13,True,apnews.com
Siren inadvertently activated at NH plant...,https://apnews.com/article/new-hampshire-2c7b6cef259b301aefc5e525e5f3040a,2022-07-13,True,apnews.com
How lotteries transfer wealth from poor...,https://apnews.com/article/technology-education-lotteries-journalism-893a47d6d48f08d013d9e9374ca11ea1,2022-07-12,True,apnews.com
Jan. 6 panel probes Trump 'siren call' to extremists...,https://apnews.com/article/capitol-siege-biden-donald-trump-elections-electoral-college-78d2471f3788a82290f04d02b2b50520,2022-07-12,True,apnews.com
PUTIN TRIP TO IRAN...,https://apnews.com/article/russia-ukraine-putin-iran-turkey-82923dbd64f26caa0339b00cd92d1a4d,2022-07-12,True,apnews.com
Tehran to deliver armed drones to Russia...,https://apnews.com/article/russia-ukraine-biden-iran-jake-sullivan-4a9f1b2749893d8f1ed9f039869cf119,2022-07-12,True,apnews.com
"UK monkeypox cases rise to 1,735 with most in London...",https://apnews.com/article/health-london-epidemics-b3ea00cd12e2a21fa56609ed69971f85,2022-07-12,True,apnews.com
Bannon now willing to testify?,https://apnews.com/article/capitol-siege-steve-bannon-politics-congress-zoe-lofgren-b1d1256bd8b51aa74f69640b90884c87,2022-07-11,True,apnews.com
Joe mulling health emergency for abortion access...,https://apnews.com/article/biden-abortion-health-emergency-access-states-497aca6c30c79dd32a34cb2dfc923b81,2022-07-11,True,apnews.com
Over-the-counter birth control: Drugmaker seeks FDA approval...,https://apnews.com/article/abortion-science-health-birth-control-861d6d425e692ee1ead1d59926e5f3cd,2022-07-11,True,apnews.com
Yosemite wildfire doubles in size...,https://apnews.com/article/wildfires-fires-california-trees-climate-and-environment-afac50730ba08092631991a7a43d9b6d,2022-07-11,True,apnews.com
Anger simmers for Dutch farmers who oppose pollution cuts...,https://apnews.com/article/netherlands-agriculture-pollution-58f6c899530f5e9f05e9964da8c328da,2022-07-10,True,apnews.com
"Sri Lankan president, PM resign after protesters storm residences, set fire...",https://apnews.com/article/asia-economy-sri-lanka-074d8194c64572dc80118f88a01df1c2,2022-07-10,True,apnews.com
76 million-year-old dinosaur skeleton to be auctioned in NYC...,https://apnews.com/article/science-new-york-fossils-united-states-montana-1c19ccaaf78a74804d420819088de125,2022-07-09,True,apnews.com
"Choose your reality: Trust wanes, conspiracy theories rise...",https://apnews.com/article/covid-technology-health-government-and-politics-new-york-cfb56a95aec23dddbabcf3ebbe839f05,2022-07-09,True,apnews.com
Cowded Republican field could help The Don in '24?,https://apnews.com/article/2022-midterm-elections-campaigns-presidential-iowa-donald-trump-3a53ae3db8ceb1dc9557d9554912f0e2,2022-07-09,True,apnews.com
Iconic sequoia trees threatened...,https://apnews.com/article/wildfires-fires-california-trees-6506b3bad14eee6cb19c1e7f16871146,2022-07-09,True,apnews.com
Muslim pilgrims pray at Mount Arafat as hajj reaches apex...,https://apnews.com/article/covid-health-middle-east-religion-saudi-arabia-545e649ab7d321f676c0d75c0949afd2,2022-07-09,True,apnews.com
Santana postpones concerts after health scare...,https://apnews.com/article/entertainment-wisconsin-texas-music-8ececfed5f5e7adabf2901ccb6478057,2022-07-09,True,apnews.com
TWITTER: 'WE'LL SUE',https://apnews.com/article/elon-musk-twitter-inc-technology-4193a27d86458952542dfa2176150a01,2022-07-09,True,apnews.com
