identifier,handle,file_name,url,mtime,size,md5,sha1
latimes-2022,latimes,latimes-2022-08-04T21:48:53.073909-07:00.wayback.json,https://archive.org/download/latimes-2022/latimes-2022-08-04T21:48:53.073909-07:00.wayback.json,2022-08-05 04:49:01,230,f2761303f6f11dcff127c002d48f5655,2d36e4d36b6dcf4eb95075826478a60e86ee663d
le_parisien-2022,le_Parisien,le_parisien-2022-08-05T10:11:49.089960+02:00.wayback.json,https://archive.org/download/le_parisien-2022/le_parisien-2022-08-05T10:11:49.089960+02:00.wayback.json,2022-08-05 08:12:06,41371,0fc13de6416c63dac1825e38c5b34e03,662665711f431d13e3108a0743d48581ac9e9f56
lemondefr-2022,lemondefr,lemondefr-2022-08-05T10:11:46.425464+02:00.wayback.json,https://archive.org/download/lemondefr-2022/lemondefr-2022-08-05T10:11:46.425464+02:00.wayback.json,2022-08-05 08:11:55,229,e3620feaaa410b67b9ac3f5b4a203859,1ff2f18fa9484a3f3be154fa003f1f4f0787bad1
lentaruofficial-2022,lentaruofficial,lentaruofficial-2022-08-05T08:22:39.109838+03:00.wayback.json,https://archive.org/download/lentaruofficial-2022/lentaruofficial-2022-08-05T08:22:39.109838+03:00.wayback.json,2022-08-05 05:22:47,53913,48eeb79c834c93c18b4656e51801a576,d633331ef58cf5d5aa8aa14be5bdebe3f28a2a64
libe-2022,libe,libe-2022-08-05T10:12:02.080167+02:00.wayback.json,https://archive.org/download/libe-2022/libe-2022-08-05T10:12:02.080167+02:00.wayback.json,2022-08-05 08:12:08,233,51930b466824722945a41b9586689a90,0d22377212f6769f48cd429cb17fd08d7c973e2b
lobs-2022,lobs,lobs-2022-08-05T10:11:46.109353+02:00.wayback.json,https://archive.org/download/lobs-2022/lobs-2022-08-05T10:11:46.109353+02:00.wayback.json,2022-08-05 08:11:54,233,979666f7139fda2477d599ee2a64e1ed,07f55f4a90c4fabd7708f324f8a19e2db0287641
novayagazeta_eu-2022,novayagazeta_eu,novayagazeta_eu-2022-08-05T08:22:40.224590+03:00.wayback.json,https://archive.org/download/novayagazeta_eu-2022/novayagazeta_eu-2022-08-05T08:22:40.224590+03:00.wayback.json,2022-08-05 05:22:48,3243,a4cca9f5bd9924082c5c697dba2de371,42d0beb834a57d6529810b6b4291e6b9aea29e36
rianru-2022,rianru,rianru-2022-08-05T08:22:49.928536+03:00.wayback.json,https://archive.org/download/rianru-2022/rianru-2022-08-05T08:22:49.928536+03:00.wayback.json,2022-08-05 05:22:57,1952,0e9fcd038e43761b2f3d2cc6df807f3d,3cecb9b743a656095f05d2c8b84593be1a81fabd
rt_com-2022,rt_com,rt_com-2022-08-05T08:22:30.570264+03:00.wayback.json,https://archive.org/download/rt_com-2022/rt_com-2022-08-05T08:22:30.570264+03:00.wayback.json,2022-08-05 05:22:38,368,767e0b954554dfdf3818eca9214a3873,e4729d3b95a03190b9e99be1087a5d5d9751cfa5
spectator-2022,spectator,spectator-2022-08-05T10:08:54.980144+01:00.wayback.json,https://archive.org/download/spectator-2022/spectator-2022-08-05T10:08:54.980144+01:00.wayback.json,2022-08-05 09:09:21,8346,fdf7b1f445f9145f399d693e9db93f48,6787fa8b8396bef178ee34084961568c9cbc1a0d
tass_agency-2022,tass_agency,tass_agency-2022-08-05T08:22:32.717057+03:00.wayback.json,https://archive.org/download/tass_agency-2022/tass_agency-2022-08-05T08:22:32.717057+03:00.wayback.json,2022-08-05 05:22:41,308,91299cbafbee970bd45c27dc40c59fc6,e4fb6580995832bdeea25c18e89d76209f3c8fce
