identifier,handle,file_name,date,performance,accessibility,best_practices,seo,pwa
sjspotlight-2022,SJSpotlight,sjspotlight-2022-09-08T18:26:05.980874-07:00.lighthouse.json,2022-09-09,0.71,0.81,1.0,0.9,0.3
sjspotlight-2022,SJSpotlight,sjspotlight-2022-09-09T06:23:30.239926-07:00.lighthouse.json,2022-09-09,0.71,0.81,1.0,0.9,0.3
sjspotlight-2022,SJSpotlight,sjspotlight-2022-09-09T18:25:18.792009-07:00.lighthouse.json,2022-09-10,0.75,0.81,1.0,0.9,0.3
sjspotlight-2022,SJSpotlight,sjspotlight-2022-09-10T06:07:40.440612-07:00.lighthouse.json,2022-09-10,0.8,0.81,1.0,0.9,0.3
sjspotlight-2022,SJSpotlight,sjspotlight-2022-09-10T18:22:03.194771-07:00.lighthouse.json,2022-09-11,0.73,0.81,1.0,0.9,0.3
sjspotlight-2022,SJSpotlight,sjspotlight-2022-09-11T06:05:18.771365-07:00.lighthouse.json,2022-09-11,0.79,0.81,1.0,0.9,0.3
sjvwater-2022,SJVWater,sjvwater-2022-09-04T18:22:49.337307-07:00.lighthouse.json,2022-09-05,0.39,0.94,0.83,0.84,0.4
sjvwater-2022,SJVWater,sjvwater-2022-09-05T07:10:41.253690-07:00.lighthouse.json,2022-09-05,0.31,0.94,0.92,0.92,0.4
sjvwater-2022,SJVWater,sjvwater-2022-09-05T18:25:12.960270-07:00.lighthouse.json,2022-09-06,0.22,0.86,0.83,0.77,0.4
sjvwater-2022,SJVWater,sjvwater-2022-09-06T18:21:25.951252-07:00.lighthouse.json,2022-09-07,0.32,0.86,0.83,0.84,0.4
sjvwater-2022,SJVWater,sjvwater-2022-09-07T06:48:35.257586-07:00.lighthouse.json,2022-09-07,0.18,0.86,0.83,0.77,0.4
sjvwater-2022,SJVWater,sjvwater-2022-09-07T18:24:29.587215-07:00.lighthouse.json,2022-09-08,0.31,0.86,0.83,0.85,0.4
sjvwater-2022,SJVWater,sjvwater-2022-09-08T06:16:14.274421-07:00.lighthouse.json,2022-09-08,0.38,0.86,0.83,0.77,0.4
sjvwater-2022,SJVWater,sjvwater-2022-09-08T18:26:07.601627-07:00.lighthouse.json,2022-09-09,0.39,0.86,0.83,0.85,0.4
sjvwater-2022,SJVWater,sjvwater-2022-09-09T06:22:52.387489-07:00.lighthouse.json,2022-09-09,0.38,0.86,0.83,0.77,0.4
sjvwater-2022,SJVWater,sjvwater-2022-09-09T18:25:27.553075-07:00.lighthouse.json,2022-09-10,0.34,0.86,0.83,0.85,0.4
sjvwater-2022,SJVWater,sjvwater-2022-09-10T06:06:54.918756-07:00.lighthouse.json,2022-09-10,0.43,0.86,0.83,0.77,0.4
sjvwater-2022,SJVWater,sjvwater-2022-09-10T18:22:14.665051-07:00.lighthouse.json,2022-09-11,0.26,0.86,0.92,0.77,0.4
sjvwater-2022,SJVWater,sjvwater-2022-09-11T06:04:33.836849-07:00.lighthouse.json,2022-09-11,0.4,0.86,0.83,0.77,0.4
sltimes-2022,SLTimes,sltimes-2022-09-04T20:22:38.305530-05:00.lighthouse.json,2022-09-05,0.09,0.83,0.83,0.77,0.4
sltimes-2022,SLTimes,sltimes-2022-09-05T09:11:03.753528-05:00.lighthouse.json,2022-09-05,0.12,0.83,0.83,0.77,0.4
sltimes-2022,SLTimes,sltimes-2022-09-05T11:30:36.731619-05:00.lighthouse.json,2022-09-05,0.1,0.83,0.83,0.77,0.4
sltimes-2022,SLTimes,sltimes-2022-09-05T20:25:33.020306-05:00.lighthouse.json,2022-09-06,0.09,0.83,0.83,0.77,0.4
sltimes-2022,SLTimes,sltimes-2022-09-06T20:21:54.698138-05:00.lighthouse.json,2022-09-07,0.12,0.83,0.75,0.77,0.4
sltimes-2022,SLTimes,sltimes-2022-09-07T08:47:46.259063-05:00.lighthouse.json,2022-09-07,0.11,0.83,0.75,0.77,0.4
sltimes-2022,SLTimes,sltimes-2022-09-07T12:18:52.267437-05:00.lighthouse.json,2022-09-07,0.12,0.83,0.75,0.77,0.4
sltimes-2022,SLTimes,sltimes-2022-09-07T20:24:28.804298-05:00.lighthouse.json,2022-09-08,0.12,0.83,0.75,0.77,0.4
sltimes-2022,SLTimes,sltimes-2022-09-08T08:17:23.402764-05:00.lighthouse.json,2022-09-08,0.11,0.83,0.75,0.77,0.4
sltimes-2022,SLTimes,sltimes-2022-09-08T20:26:06.792547-05:00.lighthouse.json,2022-09-09,0.1,0.83,0.75,0.77,0.4
sltimes-2022,SLTimes,sltimes-2022-09-09T08:22:44.314009-05:00.lighthouse.json,2022-09-09,0.11,0.83,0.83,0.77,0.4
sltimes-2022,SLTimes,sltimes-2022-09-09T11:40:04.558380-05:00.lighthouse.json,2022-09-09,0.09,0.83,0.75,0.77,0.4
sltimes-2022,SLTimes,sltimes-2022-09-09T20:25:10.014399-05:00.lighthouse.json,2022-09-10,0.11,0.83,0.75,0.77,0.4
sltimes-2022,SLTimes,sltimes-2022-09-10T08:07:09.119722-05:00.lighthouse.json,2022-09-10,0.12,0.83,0.75,0.77,0.4
sltimes-2022,SLTimes,sltimes-2022-09-10T20:22:14.934093-05:00.lighthouse.json,2022-09-11,0.12,0.83,0.75,0.77,0.4
sltimes-2022,SLTimes,sltimes-2022-09-11T08:04:45.708764-05:00.lighthouse.json,2022-09-11,0.11,0.83,0.75,0.77,0.4
spacedotcom-2022,SPACEdotcom,spacedotcom-2022-09-04T21:23:04.274000-04:00.lighthouse.json,2022-09-05,0.33,0.96,0.92,0.92,0.6
spacedotcom-2022,SPACEdotcom,spacedotcom-2022-09-05T10:11:20.694647-04:00.lighthouse.json,2022-09-05,0.34,0.96,0.92,0.92,0.6
spacedotcom-2022,SPACEdotcom,spacedotcom-2022-09-05T21:25:19.098129-04:00.lighthouse.json,2022-09-06,0.34,0.96,0.83,0.92,0.6
spacedotcom-2022,SPACEdotcom,spacedotcom-2022-09-06T21:21:54.594176-04:00.lighthouse.json,2022-09-07,0.4,0.96,0.83,0.92,0.6
spacedotcom-2022,SPACEdotcom,spacedotcom-2022-09-07T09:47:57.598389-04:00.lighthouse.json,2022-09-07,0.36,0.96,0.83,0.92,0.6
spacedotcom-2022,SPACEdotcom,spacedotcom-2022-09-07T21:24:27.331319-04:00.lighthouse.json,2022-09-08,0.34,0.96,0.83,0.92,0.6
spacedotcom-2022,SPACEdotcom,spacedotcom-2022-09-08T09:16:53.193622-04:00.lighthouse.json,2022-09-08,0.29,0.96,0.83,0.99,0.6
spacedotcom-2022,SPACEdotcom,spacedotcom-2022-09-08T21:26:06.197814-04:00.lighthouse.json,2022-09-09,0.31,0.96,0.83,0.92,0.6
spacedotcom-2022,SPACEdotcom,spacedotcom-2022-09-09T09:23:53.485124-04:00.lighthouse.json,2022-09-09,0.3,0.98,0.83,0.92,0.6
spacedotcom-2022,SPACEdotcom,spacedotcom-2022-09-09T21:26:02.602409-04:00.lighthouse.json,2022-09-10,0.34,0.96,0.83,0.92,0.6
spacedotcom-2022,SPACEdotcom,spacedotcom-2022-09-10T09:07:02.947684-04:00.lighthouse.json,2022-09-10,0.31,0.96,0.83,0.92,0.6
spacedotcom-2022,SPACEdotcom,spacedotcom-2022-09-10T21:22:53.767670-04:00.lighthouse.json,2022-09-11,0.28,0.96,0.75,0.92,0.6
spacedotcom-2022,SPACEdotcom,spacedotcom-2022-09-11T09:04:30.636729-04:00.lighthouse.json,2022-09-11,0.31,0.96,0.75,0.92,0.6
sz-2022,SZ,sz-2022-09-05T03:23:28.530728+02:00.lighthouse.json,2022-09-05,0.48,0.57,1.0,0.86,0.8
sz-2022,SZ,sz-2022-09-05T16:10:25.902071+02:00.lighthouse.json,2022-09-05,0.58,0.57,1.0,0.86,0.8
sz-2022,SZ,sz-2022-09-06T03:25:33.021693+02:00.lighthouse.json,2022-09-06,0.59,0.57,1.0,0.86,0.8
sz-2022,SZ,sz-2022-09-07T03:21:11.470466+02:00.lighthouse.json,2022-09-07,0.4,0.57,1.0,0.86,0.8
sz-2022,SZ,sz-2022-09-07T15:49:59.047439+02:00.lighthouse.json,2022-09-07,0.54,0.57,1.0,0.86,0.8
sz-2022,SZ,sz-2022-09-08T03:24:47.805782+02:00.lighthouse.json,2022-09-08,0.45,0.57,1.0,0.86,0.8
sz-2022,SZ,sz-2022-09-08T15:18:41.773989+02:00.lighthouse.json,2022-09-08,0.53,0.57,0.92,0.86,0.8
sz-2022,SZ,sz-2022-09-09T03:26:45.543778+02:00.lighthouse.json,2022-09-09,0.58,0.57,0.92,0.86,0.8
sz-2022,SZ,sz-2022-09-09T15:24:28.709329+02:00.lighthouse.json,2022-09-09,0.58,0.57,0.92,0.86,0.8
sz-2022,SZ,sz-2022-09-10T03:25:45.110175+02:00.lighthouse.json,2022-09-10,0.57,0.57,0.92,0.86,0.8
sz-2022,SZ,sz-2022-09-10T15:07:08.950213+02:00.lighthouse.json,2022-09-10,0.54,0.57,0.92,0.86,0.8
sz-2022,SZ,sz-2022-09-11T03:22:11.425603+02:00.lighthouse.json,2022-09-11,0.48,0.55,0.92,0.86,0.8
sz-2022,SZ,sz-2022-09-11T15:05:40.644641+02:00.lighthouse.json,2022-09-11,0.49,0.57,0.92,0.86,0.8
sahanjournal-2022,SahanJournal,sahanjournal-2022-09-04T20:23:03.092500-05:00.lighthouse.json,2022-09-05,0.85,0.89,0.92,0.93,0.9
sahanjournal-2022,SahanJournal,sahanjournal-2022-09-05T09:11:02.778352-05:00.lighthouse.json,2022-09-05,0.76,0.89,0.92,0.93,0.9
sahanjournal-2022,SahanJournal,sahanjournal-2022-09-05T20:25:26.164492-05:00.lighthouse.json,2022-09-06,0.77,0.89,0.92,0.93,0.9
sahanjournal-2022,SahanJournal,sahanjournal-2022-09-06T20:21:31.764128-05:00.lighthouse.json,2022-09-07,0.86,0.86,0.92,0.92,0.9
sahanjournal-2022,SahanJournal,sahanjournal-2022-09-07T08:47:48.662136-05:00.lighthouse.json,2022-09-07,0.73,0.86,0.92,0.92,0.9
sahanjournal-2022,SahanJournal,sahanjournal-2022-09-07T20:24:27.957860-05:00.lighthouse.json,2022-09-08,0.93,0.86,0.92,0.92,0.9
sahanjournal-2022,SahanJournal,sahanjournal-2022-09-08T08:15:27.466952-05:00.lighthouse.json,2022-09-08,0.89,0.86,0.92,0.92,0.9
sahanjournal-2022,SahanJournal,sahanjournal-2022-09-08T20:25:59.949497-05:00.lighthouse.json,2022-09-09,0.89,0.86,0.92,0.92,0.9
sahanjournal-2022,SahanJournal,sahanjournal-2022-09-09T08:22:43.312920-05:00.lighthouse.json,2022-09-09,0.78,0.86,0.92,0.92,0.9
sahanjournal-2022,SahanJournal,sahanjournal-2022-09-09T20:25:12.858095-05:00.lighthouse.json,2022-09-10,0.89,0.86,0.92,0.92,0.9
sahanjournal-2022,SahanJournal,sahanjournal-2022-09-10T08:07:24.332468-05:00.lighthouse.json,2022-09-10,0.83,0.86,0.92,0.92,0.9
sahanjournal-2022,SahanJournal,sahanjournal-2022-09-10T20:22:45.430575-05:00.lighthouse.json,2022-09-11,0.65,0.86,0.92,0.92,0.9
sahanjournal-2022,SahanJournal,sahanjournal-2022-09-11T08:04:32.315875-05:00.lighthouse.json,2022-09-11,0.83,0.86,0.92,0.92,0.9
sankei_news-2022,Sankei_news,sankei_news-2022-09-05T10:22:32.035871+09:00.lighthouse.json,2022-09-05,0.21,0.79,0.75,0.82,0.4
sankei_news-2022,Sankei_news,sankei_news-2022-09-05T10:37:49.938391+09:00.lighthouse.json,2022-09-05,0.22,0.77,0.83,0.82,0.4
sankei_news-2022,Sankei_news,sankei_news-2022-09-05T23:08:38.160342+09:00.lighthouse.json,2022-09-05,0.22,0.77,0.75,0.82,0.4
sankei_news-2022,Sankei_news,sankei_news-2022-09-06T10:26:10.072337+09:00.lighthouse.json,2022-09-06,0.21,0.79,0.83,0.82,0.4
sankei_news-2022,Sankei_news,sankei_news-2022-09-06T11:21:52.458044+09:00.lighthouse.json,2022-09-06,0.22,0.77,0.83,0.82,0.4
sankei_news-2022,Sankei_news,sankei_news-2022-09-07T10:21:06.326941+09:00.lighthouse.json,2022-09-07,0.21,0.79,0.83,0.82,0.4
sankei_news-2022,Sankei_news,sankei_news-2022-09-07T11:27:17.995768+09:00.lighthouse.json,2022-09-07,0.21,0.79,0.75,0.82,0.4
sankei_news-2022,Sankei_news,sankei_news-2022-09-07T22:47:58.054556+09:00.lighthouse.json,2022-09-07,0.22,0.79,0.75,0.82,0.4
sankei_news-2022,Sankei_news,sankei_news-2022-09-08T10:25:51.957755+09:00.lighthouse.json,2022-09-08,0.22,0.79,0.75,0.82,0.4
sankei_news-2022,Sankei_news,sankei_news-2022-09-08T11:28:14.788203+09:00.lighthouse.json,2022-09-08,0.21,0.79,0.75,0.82,0.4
sankei_news-2022,Sankei_news,sankei_news-2022-09-08T22:14:50.445647+09:00.lighthouse.json,2022-09-08,0.21,0.77,0.75,0.82,0.4
sankei_news-2022,Sankei_news,sankei_news-2022-09-09T10:26:23.189395+09:00.lighthouse.json,2022-09-09,0.22,0.79,0.75,0.82,0.4
sankei_news-2022,Sankei_news,sankei_news-2022-09-09T11:24:50.167295+09:00.lighthouse.json,2022-09-09,0.21,0.79,0.67,0.82,0.4
sankei_news-2022,Sankei_news,sankei_news-2022-09-09T22:23:18.824384+09:00.lighthouse.json,2022-09-09,0.21,0.79,0.75,0.82,0.4
sankei_news-2022,Sankei_news,sankei_news-2022-09-10T10:25:59.848091+09:00.lighthouse.json,2022-09-10,0.19,0.79,0.75,0.82,0.4
sankei_news-2022,Sankei_news,sankei_news-2022-09-10T11:22:21.532821+09:00.lighthouse.json,2022-09-10,0.23,0.79,0.75,0.82,0.4
sankei_news-2022,Sankei_news,sankei_news-2022-09-10T22:07:26.386201+09:00.lighthouse.json,2022-09-10,0.21,0.79,0.75,0.82,0.4
sankei_news-2022,Sankei_news,sankei_news-2022-09-11T10:22:26.616859+09:00.lighthouse.json,2022-09-11,0.2,0.79,0.75,0.82,0.4
sankei_news-2022,Sankei_news,sankei_news-2022-09-11T11:21:50.257998+09:00.lighthouse.json,2022-09-11,0.21,0.79,0.75,0.82,0.4
sankei_news-2022,Sankei_news,sankei_news-2022-09-11T22:05:14.673411+09:00.lighthouse.json,2022-09-11,0.21,0.79,0.75,0.82,0.4
savannahnow-2022,SavannahNow,savannahnow-2022-09-04T21:23:16.293391-04:00.lighthouse.json,2022-09-05,0.45,0.88,0.92,0.92,0.3
savannahnow-2022,SavannahNow,savannahnow-2022-09-05T10:10:15.535720-04:00.lighthouse.json,2022-09-05,0.82,0.89,0.92,0.93,0.3
savannahnow-2022,SavannahNow,savannahnow-2022-09-05T21:25:10.561114-04:00.lighthouse.json,2022-09-06,0.81,0.88,0.92,0.93,0.3
savannahnow-2022,SavannahNow,savannahnow-2022-09-06T21:21:13.036991-04:00.lighthouse.json,2022-09-07,0.46,0.88,0.92,0.93,0.3
savannahnow-2022,SavannahNow,savannahnow-2022-09-07T09:48:12.424263-04:00.lighthouse.json,2022-09-07,0.8,0.88,0.92,0.93,0.3
savannahnow-2022,SavannahNow,savannahnow-2022-09-07T21:24:43.657209-04:00.lighthouse.json,2022-09-08,0.8,0.88,0.83,0.93,0.3
savannahnow-2022,SavannahNow,savannahnow-2022-09-08T09:15:09.541781-04:00.lighthouse.json,2022-09-08,0.78,0.88,0.92,0.93,0.3
savannahnow-2022,SavannahNow,savannahnow-2022-09-08T21:26:07.469504-04:00.lighthouse.json,2022-09-09,0.76,0.88,0.92,0.93,0.3
savannahnow-2022,SavannahNow,savannahnow-2022-09-09T09:22:41.127019-04:00.lighthouse.json,2022-09-09,0.34,0.88,0.92,0.93,0.3
savannahnow-2022,SavannahNow,savannahnow-2022-09-09T21:25:57.898646-04:00.lighthouse.json,2022-09-10,0.47,0.87,0.92,0.92,0.3
savannahnow-2022,SavannahNow,savannahnow-2022-09-10T09:07:13.105357-04:00.lighthouse.json,2022-09-10,0.72,0.88,0.92,0.92,0.3
savannahnow-2022,SavannahNow,savannahnow-2022-09-10T21:22:06.056971-04:00.lighthouse.json,2022-09-11,0.76,0.88,0.92,0.93,0.3
savannahnow-2022,SavannahNow,savannahnow-2022-09-11T09:04:52.734112-04:00.lighthouse.json,2022-09-11,0.26,0.88,0.92,0.93,0.3
scotnational-2022,ScotNational,scotnational-2022-09-05T02:22:31.564026+01:00.lighthouse.json,2022-09-05,0.15,0.72,0.58,0.86,0.4
scotnational-2022,ScotNational,scotnational-2022-09-05T10:15:46.942952+01:00.lighthouse.json,2022-09-05,0.13,0.72,0.58,0.86,0.4
scotnational-2022,ScotNational,scotnational-2022-09-05T15:11:08.928422+01:00.lighthouse.json,2022-09-05,0.16,0.72,0.58,0.86,0.4
scotnational-2022,ScotNational,scotnational-2022-09-06T02:26:02.043594+01:00.lighthouse.json,2022-09-06,0.14,0.72,0.42,0.86,0.4
scotnational-2022,ScotNational,scotnational-2022-09-06T10:25:35.340048+01:00.lighthouse.json,2022-09-06,0.12,0.72,0.58,0.86,0.4
scotnational-2022,ScotNational,scotnational-2022-09-07T02:21:11.074984+01:00.lighthouse.json,2022-09-07,0.17,0.72,0.58,0.86,0.4
scotnational-2022,ScotNational,scotnational-2022-09-07T10:16:59.988548+01:00.lighthouse.json,2022-09-07,0.11,0.72,0.58,0.86,0.4
scotnational-2022,ScotNational,scotnational-2022-09-07T14:47:45.167940+01:00.lighthouse.json,2022-09-07,0.11,0.72,0.58,0.86,0.4
scotnational-2022,ScotNational,scotnational-2022-09-08T02:25:09.215012+01:00.lighthouse.json,2022-09-08,0.13,0.72,0.58,0.86,0.4
scotnational-2022,ScotNational,scotnational-2022-09-08T10:17:02.220049+01:00.lighthouse.json,2022-09-08,0.17,0.72,0.58,0.86,0.4
scotnational-2022,ScotNational,scotnational-2022-09-08T14:15:35.592734+01:00.lighthouse.json,2022-09-08,0.11,0.72,0.58,0.86,0.4
scotnational-2022,ScotNational,scotnational-2022-09-08T17:29:44.696881+01:00.lighthouse.json,2022-09-08,0.12,0.72,0.58,0.86,0.4
scotnational-2022,ScotNational,scotnational-2022-09-08T18:51:54.499153+01:00.lighthouse.json,2022-09-08,0.11,0.72,0.42,0.86,0.4
scotnational-2022,ScotNational,scotnational-2022-09-09T02:26:46.044157+01:00.lighthouse.json,2022-09-09,0.13,0.72,0.58,0.86,0.4
scotnational-2022,ScotNational,scotnational-2022-09-09T10:19:16.246580+01:00.lighthouse.json,2022-09-09,0.11,0.72,0.58,0.86,0.4
scotnational-2022,ScotNational,scotnational-2022-09-09T14:23:10.922833+01:00.lighthouse.json,2022-09-09,0.15,0.72,0.58,0.86,0.4
scotnational-2022,ScotNational,scotnational-2022-09-10T02:25:14.746312+01:00.lighthouse.json,2022-09-10,0.13,0.72,0.58,0.86,0.4
scotnational-2022,ScotNational,scotnational-2022-09-10T10:12:55.935556+01:00.lighthouse.json,2022-09-10,0.12,0.72,0.58,0.86,0.4
scotnational-2022,ScotNational,scotnational-2022-09-10T14:07:03.850098+01:00.lighthouse.json,2022-09-10,0.17,0.72,0.58,0.86,0.4
scotnational-2022,ScotNational,scotnational-2022-09-11T02:22:50.260913+01:00.lighthouse.json,2022-09-11,0.14,0.72,0.58,0.86,0.4
scotnational-2022,ScotNational,scotnational-2022-09-11T10:16:33.321220+01:00.lighthouse.json,2022-09-11,0.12,0.72,0.58,0.77,0.4
scotnational-2022,ScotNational,scotnational-2022-09-11T14:05:16.865830+01:00.lighthouse.json,2022-09-11,0.13,0.72,0.42,0.86,0.4
scottishsun-2022,ScottishSun,scottishsun-2022-09-05T02:22:34.487035+01:00.lighthouse.json,2022-09-05,0.4,0.79,0.75,0.89,0.4
scottishsun-2022,ScottishSun,scottishsun-2022-09-05T10:15:57.957127+01:00.lighthouse.json,2022-09-05,0.42,0.78,0.75,0.89,0.4
scottishsun-2022,ScottishSun,scottishsun-2022-09-05T15:10:25.862819+01:00.lighthouse.json,2022-09-05,0.46,0.78,0.75,0.89,0.4
scottishsun-2022,ScottishSun,scottishsun-2022-09-06T02:25:15.813910+01:00.lighthouse.json,2022-09-06,0.43,0.79,0.75,0.89,0.4
scottishsun-2022,ScottishSun,scottishsun-2022-09-06T10:25:34.151375+01:00.lighthouse.json,2022-09-06,0.46,0.78,0.75,0.89,0.4
scottishsun-2022,ScottishSun,scottishsun-2022-09-07T02:21:33.863285+01:00.lighthouse.json,2022-09-07,0.42,0.79,0.75,0.89,0.4
scottishsun-2022,ScottishSun,scottishsun-2022-09-07T10:17:21.610880+01:00.lighthouse.json,2022-09-07,0.41,0.79,0.75,0.89,0.4
scottishsun-2022,ScottishSun,scottishsun-2022-09-07T14:47:39.900983+01:00.lighthouse.json,2022-09-07,0.47,0.79,0.67,0.89,0.4
scottishsun-2022,ScottishSun,scottishsun-2022-09-08T02:25:12.589206+01:00.lighthouse.json,2022-09-08,0.44,0.79,0.67,0.82,0.4
scottishsun-2022,ScottishSun,scottishsun-2022-09-08T10:16:30.496215+01:00.lighthouse.json,2022-09-08,0.45,0.79,0.67,0.82,0.4
scottishsun-2022,ScottishSun,scottishsun-2022-09-08T14:16:11.992081+01:00.lighthouse.json,2022-09-08,0.44,0.78,0.67,0.82,0.4
scottishsun-2022,ScottishSun,scottishsun-2022-09-08T17:29:39.881116+01:00.lighthouse.json,2022-09-08,0.49,0.78,0.67,0.82,0.4
scottishsun-2022,ScottishSun,scottishsun-2022-09-08T18:52:21.292659+01:00.lighthouse.json,2022-09-08,0.31,0.78,0.67,0.82,0.4
scottishsun-2022,ScottishSun,scottishsun-2022-09-09T02:26:18.806551+01:00.lighthouse.json,2022-09-09,0.49,0.79,0.67,0.83,0.4
scottishsun-2022,ScottishSun,scottishsun-2022-09-09T10:19:47.817501+01:00.lighthouse.json,2022-09-09,0.37,0.79,0.67,0.82,0.4
scottishsun-2022,ScottishSun,scottishsun-2022-09-09T14:22:29.794699+01:00.lighthouse.json,2022-09-09,0.3,0.79,0.67,0.82,0.4
scottishsun-2022,ScottishSun,scottishsun-2022-09-10T02:25:29.060430+01:00.lighthouse.json,2022-09-10,0.5,0.79,0.67,0.82,0.4
scottishsun-2022,ScottishSun,scottishsun-2022-09-10T10:12:41.223188+01:00.lighthouse.json,2022-09-10,0.44,0.79,0.67,0.83,0.4
scottishsun-2022,ScottishSun,scottishsun-2022-09-10T14:07:03.131799+01:00.lighthouse.json,2022-09-10,0.45,0.81,0.67,0.83,0.4
scottishsun-2022,ScottishSun,scottishsun-2022-09-11T02:22:08.895632+01:00.lighthouse.json,2022-09-11,0.45,0.79,0.67,0.82,0.4
scottishsun-2022,ScottishSun,scottishsun-2022-09-11T10:16:17.188710+01:00.lighthouse.json,2022-09-11,0.45,0.81,0.67,0.82,0.4
scottishsun-2022,ScottishSun,scottishsun-2022-09-11T14:04:33.921404+01:00.lighthouse.json,2022-09-11,0.49,0.81,0.67,0.82,0.4
searchlightnm-2022,SearchlightNM,searchlightnm-2022-09-04T19:23:24.600424-06:00.lighthouse.json,2022-09-05,0.22,0.9,0.92,1.0,0.3
searchlightnm-2022,SearchlightNM,searchlightnm-2022-09-05T08:10:29.606553-06:00.lighthouse.json,2022-09-05,0.21,0.9,0.92,1.0,0.3
searchlightnm-2022,SearchlightNM,searchlightnm-2022-09-05T19:25:18.459912-06:00.lighthouse.json,2022-09-06,0.21,0.9,0.92,1.0,0.3
searchlightnm-2022,SearchlightNM,searchlightnm-2022-09-06T19:21:11.890886-06:00.lighthouse.json,2022-09-07,0.25,0.9,0.92,1.0,0.3
searchlightnm-2022,SearchlightNM,searchlightnm-2022-09-07T07:47:40.359456-06:00.lighthouse.json,2022-09-07,0.19,0.9,0.83,1.0,0.3
searchlightnm-2022,SearchlightNM,searchlightnm-2022-09-07T19:24:40.497076-06:00.lighthouse.json,2022-09-08,0.28,0.9,0.92,1.0,0.3
searchlightnm-2022,SearchlightNM,searchlightnm-2022-09-08T07:15:50.735259-06:00.lighthouse.json,2022-09-08,0.25,0.9,0.83,1.0,0.3
searchlightnm-2022,SearchlightNM,searchlightnm-2022-09-08T19:25:57.228228-06:00.lighthouse.json,2022-09-09,0.24,0.9,0.83,1.0,0.3
searchlightnm-2022,SearchlightNM,searchlightnm-2022-09-09T07:23:09.629614-06:00.lighthouse.json,2022-09-09,0.23,0.9,0.92,1.0,0.3
searchlightnm-2022,SearchlightNM,searchlightnm-2022-09-09T19:25:12.382002-06:00.lighthouse.json,2022-09-10,0.22,0.9,0.83,1.0,0.3
searchlightnm-2022,SearchlightNM,searchlightnm-2022-09-10T07:07:35.627255-06:00.lighthouse.json,2022-09-10,0.24,0.9,0.83,1.0,0.3
searchlightnm-2022,SearchlightNM,searchlightnm-2022-09-10T19:22:01.367835-06:00.lighthouse.json,2022-09-11,0.23,0.9,0.83,1.0,0.3
searchlightnm-2022,SearchlightNM,searchlightnm-2022-09-11T07:04:31.539328-06:00.lighthouse.json,2022-09-11,0.21,0.9,0.92,1.0,0.3
sinembargomx-2022,SinEmbargoMX,sinembargomx-2022-09-04T20:22:43.417396-05:00.lighthouse.json,2022-09-05,0.17,0.74,0.67,0.84,0.4
sinembargomx-2022,SinEmbargoMX,sinembargomx-2022-09-05T09:11:01.750069-05:00.lighthouse.json,2022-09-05,0.1,0.74,0.42,0.84,0.4
sinembargomx-2022,SinEmbargoMX,sinembargomx-2022-09-05T20:25:07.812527-05:00.lighthouse.json,2022-09-06,0.08,0.74,0.42,0.84,0.3
sinembargomx-2022,SinEmbargoMX,sinembargomx-2022-09-06T20:21:11.168629-05:00.lighthouse.json,2022-09-07,0.13,0.74,0.42,0.84,0.3
sinembargomx-2022,SinEmbargoMX,sinembargomx-2022-09-07T08:47:46.936080-05:00.lighthouse.json,2022-09-07,0.08,0.77,0.58,0.84,0.4
sinembargomx-2022,SinEmbargoMX,sinembargomx-2022-09-07T20:24:52.514662-05:00.lighthouse.json,2022-09-08,0.07,0.77,0.58,0.84,0.3
sinembargomx-2022,SinEmbargoMX,sinembargomx-2022-09-08T08:16:14.998028-05:00.lighthouse.json,2022-09-08,0.08,0.77,0.58,0.84,0.4
sinembargomx-2022,SinEmbargoMX,sinembargomx-2022-09-08T20:25:58.084177-05:00.lighthouse.json,2022-09-09,0.07,0.77,0.58,0.84,0.3
sinembargomx-2022,SinEmbargoMX,sinembargomx-2022-09-09T08:22:27.934512-05:00.lighthouse.json,2022-09-09,0.14,0.74,0.58,0.84,0.4
sinembargomx-2022,SinEmbargoMX,sinembargomx-2022-09-09T20:25:36.838333-05:00.lighthouse.json,2022-09-10,0.11,0.74,0.58,0.84,0.3
sinembargomx-2022,SinEmbargoMX,sinembargomx-2022-09-10T08:07:10.451489-05:00.lighthouse.json,2022-09-10,0.09,0.77,0.58,0.84,0.3
sinembargomx-2022,SinEmbargoMX,sinembargomx-2022-09-10T20:22:22.677834-05:00.lighthouse.json,2022-09-11,0.09,0.77,0.42,0.84,0.4
sinembargomx-2022,SinEmbargoMX,sinembargomx-2022-09-11T08:04:58.012655-05:00.lighthouse.json,2022-09-11,0.09,0.74,0.58,0.84,0.4
slate-2022,Slate,slate-2022-09-04T21:23:17.155296-04:00.lighthouse.json,2022-09-05,0.19,0.88,0.92,0.84,0.9
slate-2022,Slate,slate-2022-09-05T10:12:16.706817-04:00.lighthouse.json,2022-09-05,0.19,0.88,0.92,0.84,0.9
slate-2022,Slate,slate-2022-09-05T14:31:58.259337-04:00.lighthouse.json,2022-09-05,0.19,0.88,0.92,0.84,0.9
slate-2022,Slate,slate-2022-09-05T21:25:15.785191-04:00.lighthouse.json,2022-09-06,0.19,0.88,0.92,0.84,0.9
slate-2022,Slate,slate-2022-09-06T21:21:36.416760-04:00.lighthouse.json,2022-09-07,0.19,0.88,0.92,0.84,0.9
