identifier,handle,file_name,date,performance,accessibility,best_practices,seo,pwa
100reporters-2022,100Reporters,100reporters-2022-09-05T06:57:42.685660-04:00.lighthouse.json,2022-09-05,0.14,0.89,0.58,0.87,0.3
100reporters-2022,100Reporters,100reporters-2022-09-05T18:58:14.372453-04:00.lighthouse.json,2022-09-05,0.14,0.89,0.58,0.88,0.3
100reporters-2022,100Reporters,100reporters-2022-09-06T06:53:02.993071-04:00.lighthouse.json,2022-09-06,0.14,0.89,0.58,0.88,0.3
100reporters-2022,100Reporters,100reporters-2022-09-06T19:03:56.281954-04:00.lighthouse.json,2022-09-06,0.16,0.89,0.58,0.88,0.3
100reporters-2022,100Reporters,100reporters-2022-09-07T08:09:55.851443-04:00.lighthouse.json,2022-09-07,0.14,0.89,0.58,0.88,0.3
100reporters-2022,100Reporters,100reporters-2022-09-07T18:57:10.364743-04:00.lighthouse.json,2022-09-07,0.16,0.89,0.58,0.87,0.3
100reporters-2022,100Reporters,100reporters-2022-09-08T06:59:53.168836-04:00.lighthouse.json,2022-09-08,0.14,0.89,0.58,0.88,0.3
100reporters-2022,100Reporters,100reporters-2022-09-08T19:55:15.459677-04:00.lighthouse.json,2022-09-08,0.15,0.89,0.58,0.87,0.3
100reporters-2022,100Reporters,100reporters-2022-09-09T07:02:03.409266-04:00.lighthouse.json,2022-09-09,0.15,0.89,0.58,0.88,0.3
100reporters-2022,100Reporters,100reporters-2022-09-09T19:02:00.438905-04:00.lighthouse.json,2022-09-09,0.14,0.89,0.58,0.87,0.3
100reporters-2022,100Reporters,100reporters-2022-09-10T06:51:36.371267-04:00.lighthouse.json,2022-09-10,0.15,0.89,0.58,0.87,0.3
100reporters-2022,100Reporters,100reporters-2022-09-10T19:03:16.500138-04:00.lighthouse.json,2022-09-10,0.14,0.89,0.58,0.88,0.3
100reporters-2022,100Reporters,100reporters-2022-09-11T06:52:22.037264-04:00.lighthouse.json,2022-09-11,0.14,0.89,0.58,0.88,0.3
11alivenews-2022,11AliveNews,11alivenews-2022-09-05T06:58:05.931975-04:00.lighthouse.json,2022-09-05,0.27,0.81,0.75,0.7,0.5
11alivenews-2022,11AliveNews,11alivenews-2022-09-05T18:58:03.455044-04:00.lighthouse.json,2022-09-05,0.22,0.83,0.75,0.7,0.5
11alivenews-2022,11AliveNews,11alivenews-2022-09-06T06:53:29.651724-04:00.lighthouse.json,2022-09-06,0.2,0.81,0.58,0.7,0.5
11alivenews-2022,11AliveNews,11alivenews-2022-09-06T19:03:01.569301-04:00.lighthouse.json,2022-09-06,0.33,0.83,0.75,0.7,0.5
11alivenews-2022,11AliveNews,11alivenews-2022-09-07T08:08:18.246856-04:00.lighthouse.json,2022-09-07,0.19,0.81,0.67,0.7,0.5
11alivenews-2022,11AliveNews,11alivenews-2022-09-07T18:57:43.424301-04:00.lighthouse.json,2022-09-07,0.15,0.83,0.67,0.7,0.5
11alivenews-2022,11AliveNews,11alivenews-2022-09-08T06:59:35.941860-04:00.lighthouse.json,2022-09-08,0.1,0.81,0.67,0.7,0.5
11alivenews-2022,11AliveNews,11alivenews-2022-09-08T19:53:50.698163-04:00.lighthouse.json,2022-09-08,0.15,0.83,0.5,0.7,0.5
11alivenews-2022,11AliveNews,11alivenews-2022-09-09T07:01:58.195324-04:00.lighthouse.json,2022-09-09,0.17,0.81,0.67,0.7,0.5
11alivenews-2022,11AliveNews,11alivenews-2022-09-09T19:01:34.181120-04:00.lighthouse.json,2022-09-09,0.17,0.83,0.67,0.7,0.5
11alivenews-2022,11AliveNews,11alivenews-2022-09-10T06:51:41.082784-04:00.lighthouse.json,2022-09-10,0.2,0.81,0.67,0.7,0.5
11alivenews-2022,11AliveNews,11alivenews-2022-09-10T19:03:18.946009-04:00.lighthouse.json,2022-09-10,0.32,0.83,0.67,0.7,0.5
11alivenews-2022,11AliveNews,11alivenews-2022-09-11T06:53:05.347361-04:00.lighthouse.json,2022-09-11,0.19,0.81,0.67,0.7,0.5
12newsnow-2022,12NewsNow,12newsnow-2022-09-05T05:58:08.186645-05:00.lighthouse.json,2022-09-05,0.28,0.81,0.83,0.7,0.5
12newsnow-2022,12NewsNow,12newsnow-2022-09-05T17:58:11.966350-05:00.lighthouse.json,2022-09-05,0.35,0.81,0.83,0.7,0.5
12newsnow-2022,12NewsNow,12newsnow-2022-09-06T05:53:32.896546-05:00.lighthouse.json,2022-09-06,0.19,0.81,0.83,0.7,0.5
12newsnow-2022,12NewsNow,12newsnow-2022-09-06T18:03:24.785129-05:00.lighthouse.json,2022-09-06,0.33,0.81,0.83,0.7,0.5
12newsnow-2022,12NewsNow,12newsnow-2022-09-07T07:10:24.704470-05:00.lighthouse.json,2022-09-07,0.34,0.81,0.75,0.7,0.5
12newsnow-2022,12NewsNow,12newsnow-2022-09-07T17:57:38.759883-05:00.lighthouse.json,2022-09-07,0.3,0.81,0.75,0.7,0.5
12newsnow-2022,12NewsNow,12newsnow-2022-09-08T06:00:06.706456-05:00.lighthouse.json,2022-09-08,0.33,0.81,0.58,0.7,0.5
12newsnow-2022,12NewsNow,12newsnow-2022-09-08T18:54:17.041550-05:00.lighthouse.json,2022-09-08,0.2,0.81,0.75,0.7,0.5
12newsnow-2022,12NewsNow,12newsnow-2022-09-09T06:01:42.493550-05:00.lighthouse.json,2022-09-09,0.14,0.81,0.75,0.7,0.5
12newsnow-2022,12NewsNow,12newsnow-2022-09-09T18:01:29.038131-05:00.lighthouse.json,2022-09-09,0.15,0.81,0.75,0.7,0.5
12newsnow-2022,12NewsNow,12newsnow-2022-09-10T05:52:04.802401-05:00.lighthouse.json,2022-09-10,0.28,0.81,0.75,0.7,0.5
12newsnow-2022,12NewsNow,12newsnow-2022-09-10T18:03:14.751006-05:00.lighthouse.json,2022-09-10,0.14,0.81,0.75,0.7,0.5
12newsnow-2022,12NewsNow,12newsnow-2022-09-11T05:52:21.010642-05:00.lighthouse.json,2022-09-11,0.29,0.81,0.75,0.7,0.5
12khari-2022,12khari,12khari-2022-09-05T16:43:12.476769+05:45.lighthouse.json,2022-09-05,0.25,0.78,0.83,0.85,0.3
12khari-2022,12khari,12khari-2022-09-06T04:43:03.132192+05:45.lighthouse.json,2022-09-05,0.27,0.78,0.83,0.85,0.3
12khari-2022,12khari,12khari-2022-09-06T16:38:09.532707+05:45.lighthouse.json,2022-09-06,0.24,0.78,0.83,0.85,0.3
12khari-2022,12khari,12khari-2022-09-07T04:48:01.360421+05:45.lighthouse.json,2022-09-06,0.14,0.78,0.83,0.85,0.3
12khari-2022,12khari,12khari-2022-09-07T17:53:57.954268+05:45.lighthouse.json,2022-09-07,0.26,0.78,0.83,0.85,0.3
12khari-2022,12khari,12khari-2022-09-08T04:42:03.273968+05:45.lighthouse.json,2022-09-07,0.17,0.78,0.83,0.85,0.3
12khari-2022,12khari,12khari-2022-09-08T16:44:33.038416+05:45.lighthouse.json,2022-09-08,0.16,0.78,0.75,0.85,0.3
12khari-2022,12khari,12khari-2022-09-09T05:38:54.888850+05:45.lighthouse.json,2022-09-08,0.16,0.78,0.83,0.85,0.3
12khari-2022,12khari,12khari-2022-09-09T16:46:43.052999+05:45.lighthouse.json,2022-09-09,0.22,0.78,0.83,0.85,0.3
12khari-2022,12khari,12khari-2022-09-10T04:47:20.960618+05:45.lighthouse.json,2022-09-09,0.34,0.78,0.75,0.85,0.3
12khari-2022,12khari,12khari-2022-09-10T16:36:37.493667+05:45.lighthouse.json,2022-09-10,0.21,0.78,0.75,0.85,0.3
12khari-2022,12khari,12khari-2022-09-11T04:48:57.504798+05:45.lighthouse.json,2022-09-10,0.19,0.78,0.83,0.85,0.3
12khari-2022,12khari,12khari-2022-09-11T16:37:32.285960+05:45.lighthouse.json,2022-09-11,0.29,0.78,0.83,0.85,0.3
13wmaznews-2022,13wmaznews,13wmaznews-2022-09-05T06:58:27.316383-04:00.lighthouse.json,2022-09-05,0.12,0.8,0.83,0.78,0.5
13wmaznews-2022,13wmaznews,13wmaznews-2022-09-05T18:58:10.665017-04:00.lighthouse.json,2022-09-05,0.31,0.81,0.83,0.78,0.5
13wmaznews-2022,13wmaznews,13wmaznews-2022-09-06T06:53:26.914714-04:00.lighthouse.json,2022-09-06,0.27,0.8,0.83,0.78,0.5
13wmaznews-2022,13wmaznews,13wmaznews-2022-09-06T19:03:03.161784-04:00.lighthouse.json,2022-09-06,0.14,0.81,0.67,0.78,0.5
13wmaznews-2022,13wmaznews,13wmaznews-2022-09-07T08:09:09.647935-04:00.lighthouse.json,2022-09-07,0.32,0.8,0.58,0.78,0.5
13wmaznews-2022,13wmaznews,13wmaznews-2022-09-07T18:58:11.482643-04:00.lighthouse.json,2022-09-07,0.28,0.81,0.75,0.78,0.5
13wmaznews-2022,13wmaznews,13wmaznews-2022-09-08T06:59:40.269340-04:00.lighthouse.json,2022-09-08,0.14,0.8,0.75,0.78,0.5
13wmaznews-2022,13wmaznews,13wmaznews-2022-09-08T19:53:51.397306-04:00.lighthouse.json,2022-09-08,0.3,0.81,0.75,0.78,0.5
13wmaznews-2022,13wmaznews,13wmaznews-2022-09-09T07:02:38.070347-04:00.lighthouse.json,2022-09-09,0.18,0.8,0.75,0.78,0.5
13wmaznews-2022,13wmaznews,13wmaznews-2022-09-09T19:02:20.433841-04:00.lighthouse.json,2022-09-09,0.16,0.81,0.75,0.78,0.5
13wmaznews-2022,13wmaznews,13wmaznews-2022-09-10T06:52:23.336487-04:00.lighthouse.json,2022-09-10,0.3,0.8,0.75,0.78,0.5
13wmaznews-2022,13wmaznews,13wmaznews-2022-09-10T19:03:57.578396-04:00.lighthouse.json,2022-09-10,0.15,0.81,0.75,0.78,0.5
13wmaznews-2022,13wmaznews,13wmaznews-2022-09-11T06:53:06.668398-04:00.lighthouse.json,2022-09-11,0.23,0.8,0.58,0.78,0.5
14eastmag-2022,14eastmag,14eastmag-2022-09-05T05:58:14.853130-05:00.lighthouse.json,2022-09-05,0.1,0.75,0.75,0.73,0.3
14eastmag-2022,14eastmag,14eastmag-2022-09-05T11:29:29.198911-05:00.lighthouse.json,2022-09-05,0.19,0.75,0.75,0.73,0.3
14eastmag-2022,14eastmag,14eastmag-2022-09-05T17:58:05.352952-05:00.lighthouse.json,2022-09-05,0.14,0.75,0.75,0.73,0.3
14eastmag-2022,14eastmag,14eastmag-2022-09-06T05:53:04.475319-05:00.lighthouse.json,2022-09-06,0.15,0.75,0.75,0.73,0.3
14eastmag-2022,14eastmag,14eastmag-2022-09-06T18:03:25.686738-05:00.lighthouse.json,2022-09-06,0.1,0.75,0.75,0.73,0.3
14eastmag-2022,14eastmag,14eastmag-2022-09-07T07:09:11.507804-05:00.lighthouse.json,2022-09-07,0.06,0.75,0.67,0.73,0.3
14eastmag-2022,14eastmag,14eastmag-2022-09-07T12:19:12.337016-05:00.lighthouse.json,2022-09-07,0.14,0.75,0.75,0.73,0.3
14eastmag-2022,14eastmag,14eastmag-2022-09-07T17:56:48.736140-05:00.lighthouse.json,2022-09-07,0.11,0.75,0.75,0.73,0.3
14eastmag-2022,14eastmag,14eastmag-2022-09-08T05:59:39.559746-05:00.lighthouse.json,2022-09-08,0.34,0.75,0.75,0.73,0.3
14eastmag-2022,14eastmag,14eastmag-2022-09-08T11:30:54.801252-05:00.lighthouse.json,2022-09-08,0.15,0.75,0.67,0.73,0.3
14eastmag-2022,14eastmag,14eastmag-2022-09-08T18:54:41.462073-05:00.lighthouse.json,2022-09-08,0.19,0.75,0.75,0.73,0.3
14eastmag-2022,14eastmag,14eastmag-2022-09-09T06:01:46.270779-05:00.lighthouse.json,2022-09-09,0.1,0.75,0.75,0.73,0.3
14eastmag-2022,14eastmag,14eastmag-2022-09-09T11:30:10.108891-05:00.lighthouse.json,2022-09-09,0.28,0.75,0.67,0.73,0.3
14eastmag-2022,14eastmag,14eastmag-2022-09-09T18:01:33.049401-05:00.lighthouse.json,2022-09-09,0.16,0.75,0.67,0.73,0.3
14eastmag-2022,14eastmag,14eastmag-2022-09-10T05:51:34.976542-05:00.lighthouse.json,2022-09-10,0.13,0.75,0.67,0.73,0.3
14eastmag-2022,14eastmag,14eastmag-2022-09-10T11:04:42.396473-05:00.lighthouse.json,2022-09-10,0.11,0.75,0.75,0.73,0.3
14eastmag-2022,14eastmag,14eastmag-2022-09-10T18:03:58.154790-05:00.lighthouse.json,2022-09-10,0.21,0.75,0.67,0.73,0.3
14eastmag-2022,14eastmag,14eastmag-2022-09-11T05:52:19.218085-05:00.lighthouse.json,2022-09-11,0.11,0.75,0.67,0.73,0.3
14eastmag-2022,14eastmag,14eastmag-2022-09-11T11:12:30.024843-05:00.lighthouse.json,2022-09-11,0.08,0.75,0.67,0.73,0.3
19thnews-2022,19thnews,19thnews-2022-09-05T05:57:42.033097-05:00.lighthouse.json,2022-09-05,0.58,0.95,1.0,0.92,0.7
19thnews-2022,19thnews,19thnews-2022-09-05T17:58:33.493942-05:00.lighthouse.json,2022-09-05,0.61,0.95,1.0,0.92,0.7
19thnews-2022,19thnews,19thnews-2022-09-06T05:53:31.476365-05:00.lighthouse.json,2022-09-06,0.49,0.95,1.0,0.92,0.7
19thnews-2022,19thnews,19thnews-2022-09-06T18:03:53.182636-05:00.lighthouse.json,2022-09-06,0.56,0.95,1.0,0.92,0.7
19thnews-2022,19thnews,19thnews-2022-09-07T07:08:58.187267-05:00.lighthouse.json,2022-09-07,0.51,0.95,0.83,0.92,0.7
19thnews-2022,19thnews,19thnews-2022-09-07T17:57:13.107274-05:00.lighthouse.json,2022-09-07,0.53,0.95,0.83,0.92,0.7
19thnews-2022,19thnews,19thnews-2022-09-08T05:59:34.213493-05:00.lighthouse.json,2022-09-08,0.59,0.95,0.83,0.92,0.7
19thnews-2022,19thnews,19thnews-2022-09-08T18:54:14.461155-05:00.lighthouse.json,2022-09-08,0.61,0.95,0.83,0.92,0.7
19thnews-2022,19thnews,19thnews-2022-09-09T06:02:36.827291-05:00.lighthouse.json,2022-09-09,0.61,0.95,0.83,0.92,0.7
19thnews-2022,19thnews,19thnews-2022-09-09T18:01:45.852087-05:00.lighthouse.json,2022-09-09,0.56,0.95,0.92,0.92,0.7
19thnews-2022,19thnews,19thnews-2022-09-10T05:51:42.100919-05:00.lighthouse.json,2022-09-10,0.54,0.95,1.0,0.92,0.7
19thnews-2022,19thnews,19thnews-2022-09-10T18:04:00.345757-05:00.lighthouse.json,2022-09-10,0.63,0.95,1.0,0.92,0.7
19thnews-2022,19thnews,19thnews-2022-09-11T05:53:05.096488-05:00.lighthouse.json,2022-09-11,0.62,0.95,1.0,0.92,0.7
1newsnz-2022,1NewsNZ,1newsnz-2022-09-05T22:57:59.290866+12:00.lighthouse.json,2022-09-05,0.07,0.86,0.67,0.98,0.4
1newsnz-2022,1NewsNZ,1newsnz-2022-09-06T10:57:52.413116+12:00.lighthouse.json,2022-09-05,0.18,0.86,0.83,0.98,0.4
1newsnz-2022,1NewsNZ,1newsnz-2022-09-06T22:53:14.903378+12:00.lighthouse.json,2022-09-06,0.09,0.86,0.67,0.98,0.4
1newsnz-2022,1NewsNZ,1newsnz-2022-09-07T11:04:31.680587+12:00.lighthouse.json,2022-09-06,0.24,0.86,0.67,0.98,0.4
1newsnz-2022,1NewsNZ,1newsnz-2022-09-08T00:09:10.531021+12:00.lighthouse.json,2022-09-07,0.09,0.86,0.67,0.98,0.4
1newsnz-2022,1NewsNZ,1newsnz-2022-09-08T10:57:37.729159+12:00.lighthouse.json,2022-09-07,0.28,0.86,0.67,0.98,0.4
1newsnz-2022,1NewsNZ,1newsnz-2022-09-08T22:59:49.426522+12:00.lighthouse.json,2022-09-08,0.09,0.86,0.67,0.98,0.4
1newsnz-2022,1NewsNZ,1newsnz-2022-09-09T11:53:54.420819+12:00.lighthouse.json,2022-09-08,0.22,0.86,0.67,0.98,0.4
1newsnz-2022,1NewsNZ,1newsnz-2022-09-09T23:01:46.431298+12:00.lighthouse.json,2022-09-09,0.16,0.86,0.67,0.98,0.4
1newsnz-2022,1NewsNZ,1newsnz-2022-09-10T11:02:00.230874+12:00.lighthouse.json,2022-09-09,0.09,0.86,0.67,0.98,0.4
1newsnz-2022,1NewsNZ,1newsnz-2022-09-10T22:52:22.554573+12:00.lighthouse.json,2022-09-10,0.1,0.86,0.67,0.98,0.4
1newsnz-2022,1NewsNZ,1newsnz-2022-09-11T11:04:02.134440+12:00.lighthouse.json,2022-09-10,0.22,0.86,0.67,0.98,0.4
1newsnz-2022,1NewsNZ,1newsnz-2022-09-11T22:53:05.521395+12:00.lighthouse.json,2022-09-11,0.21,0.86,0.67,0.98,0.4
20minutes-2022,20Minutes,20minutes-2022-09-05T10:15:31.764253+02:00.lighthouse.json,2022-09-05,0.33,0.8,0.92,0.83,0.9
20minutes-2022,20Minutes,20minutes-2022-09-05T12:57:43.130358+02:00.lighthouse.json,2022-09-05,0.47,0.8,0.92,0.83,0.9
20minutes-2022,20Minutes,20minutes-2022-09-06T00:58:39.043939+02:00.lighthouse.json,2022-09-05,0.51,0.8,0.92,0.83,0.9
20minutes-2022,20Minutes,20minutes-2022-09-06T10:16:10.155911+02:00.lighthouse.json,2022-09-06,0.32,0.8,0.92,0.83,0.9
20minutes-2022,20Minutes,20minutes-2022-09-06T12:53:18.947122+02:00.lighthouse.json,2022-09-06,0.43,0.8,0.92,0.83,0.9
20minutes-2022,20Minutes,20minutes-2022-09-07T01:03:56.186082+02:00.lighthouse.json,2022-09-06,0.5,0.8,0.92,0.83,0.9
20minutes-2022,20Minutes,20minutes-2022-09-07T10:18:00.620510+02:00.lighthouse.json,2022-09-07,0.33,0.8,0.92,0.83,0.9
20minutes-2022,20Minutes,20minutes-2022-09-07T14:09:34.624747+02:00.lighthouse.json,2022-09-07,0.37,0.8,0.92,0.83,0.9
20minutes-2022,20Minutes,20minutes-2022-09-08T00:57:12.248802+02:00.lighthouse.json,2022-09-07,0.4,0.8,0.92,0.83,0.9
20minutes-2022,20Minutes,20minutes-2022-09-08T10:16:47.173042+02:00.lighthouse.json,2022-09-08,0.37,0.8,0.92,0.83,0.9
20minutes-2022,20Minutes,20minutes-2022-09-08T12:59:34.078494+02:00.lighthouse.json,2022-09-08,0.31,0.8,0.92,0.9,0.9
20minutes-2022,20Minutes,20minutes-2022-09-09T01:54:31.666075+02:00.lighthouse.json,2022-09-08,0.5,0.8,0.92,0.9,0.9
20minutes-2022,20Minutes,20minutes-2022-09-09T10:19:24.789689+02:00.lighthouse.json,2022-09-09,0.42,0.8,0.92,0.9,0.9
20minutes-2022,20Minutes,20minutes-2022-09-09T13:01:45.192538+02:00.lighthouse.json,2022-09-09,0.38,0.8,0.92,0.9,0.9
20minutes-2022,20Minutes,20minutes-2022-09-10T01:01:34.389268+02:00.lighthouse.json,2022-09-09,0.34,0.8,0.92,0.9,0.9
20minutes-2022,20Minutes,20minutes-2022-09-10T10:14:39.750551+02:00.lighthouse.json,2022-09-10,0.43,0.8,0.92,0.9,0.9
20minutes-2022,20Minutes,20minutes-2022-09-10T12:52:09.053752+02:00.lighthouse.json,2022-09-10,0.36,0.8,0.92,0.9,0.9
20minutes-2022,20Minutes,20minutes-2022-09-11T01:03:58.360031+02:00.lighthouse.json,2022-09-10,0.45,0.8,0.92,0.9,0.9
20minutes-2022,20Minutes,20minutes-2022-09-11T10:14:36.581561+02:00.lighthouse.json,2022-09-11,0.41,0.8,0.92,0.9,0.9
20minutes-2022,20Minutes,20minutes-2022-09-11T12:53:04.656480+02:00.lighthouse.json,2022-09-11,0.42,0.8,0.92,0.9,0.9
3newsnowomaha-2022,3NewsNowOmaha,3newsnowomaha-2022-09-05T05:58:04.300388-05:00.lighthouse.json,2022-09-05,0.21,0.98,0.67,0.91,0.4
3newsnowomaha-2022,3NewsNowOmaha,3newsnowomaha-2022-09-05T17:58:38.548471-05:00.lighthouse.json,2022-09-05,0.13,0.88,0.75,0.84,0.4
3newsnowomaha-2022,3NewsNowOmaha,3newsnowomaha-2022-09-06T05:53:54.402299-05:00.lighthouse.json,2022-09-06,0.18,0.88,0.75,0.84,0.4
3newsnowomaha-2022,3NewsNowOmaha,3newsnowomaha-2022-09-06T18:03:03.475803-05:00.lighthouse.json,2022-09-06,0.26,0.98,0.75,0.91,0.4
3newsnowomaha-2022,3NewsNowOmaha,3newsnowomaha-2022-09-07T07:10:03.107614-05:00.lighthouse.json,2022-09-07,0.22,0.94,0.75,0.91,0.4
3newsnowomaha-2022,3NewsNowOmaha,3newsnowomaha-2022-09-07T17:56:53.112700-05:00.lighthouse.json,2022-09-07,0.21,0.96,0.75,0.91,0.4
3newsnowomaha-2022,3NewsNowOmaha,3newsnowomaha-2022-09-08T05:59:36.016004-05:00.lighthouse.json,2022-09-08,0.29,0.94,0.58,0.91,0.4
3newsnowomaha-2022,3NewsNowOmaha,3newsnowomaha-2022-09-08T18:53:49.981506-05:00.lighthouse.json,2022-09-08,0.21,0.94,0.83,0.91,0.4
3newsnowomaha-2022,3NewsNowOmaha,3newsnowomaha-2022-09-09T06:01:40.096956-05:00.lighthouse.json,2022-09-09,0.16,0.98,0.83,0.91,0.4
3newsnowomaha-2022,3NewsNowOmaha,3newsnowomaha-2022-09-09T18:02:26.427998-05:00.lighthouse.json,2022-09-09,0.17,0.94,0.75,0.91,0.4
3newsnowomaha-2022,3NewsNowOmaha,3newsnowomaha-2022-09-10T05:51:38.739009-05:00.lighthouse.json,2022-09-10,0.21,0.93,0.75,0.91,0.4
3newsnowomaha-2022,3NewsNowOmaha,3newsnowomaha-2022-09-10T18:03:29.178185-05:00.lighthouse.json,2022-09-10,0.25,0.96,0.83,0.91,0.4
3newsnowomaha-2022,3NewsNowOmaha,3newsnowomaha-2022-09-11T05:53:04.529808-05:00.lighthouse.json,2022-09-11,0.16,0.94,0.67,0.91,0.4
41nbc-2022,41NBC,41nbc-2022-09-05T06:58:16.336417-04:00.lighthouse.json,2022-09-05,0.2,0.85,0.67,0.82,0.4
41nbc-2022,41NBC,41nbc-2022-09-05T18:57:53.014767-04:00.lighthouse.json,2022-09-05,0.17,0.85,0.67,0.82,0.4
41nbc-2022,41NBC,41nbc-2022-09-06T06:53:53.604536-04:00.lighthouse.json,2022-09-06,0.16,0.85,0.67,0.82,0.4
41nbc-2022,41NBC,41nbc-2022-09-06T19:04:07.261421-04:00.lighthouse.json,2022-09-06,0.16,0.85,0.67,0.82,0.4
41nbc-2022,41NBC,41nbc-2022-09-07T08:09:36.412906-04:00.lighthouse.json,2022-09-07,0.15,0.85,0.67,0.82,0.4
41nbc-2022,41NBC,41nbc-2022-09-07T18:57:52.507535-04:00.lighthouse.json,2022-09-07,0.19,0.85,0.67,0.82,0.4
41nbc-2022,41NBC,41nbc-2022-09-08T06:59:34.698703-04:00.lighthouse.json,2022-09-08,0.08,0.85,0.67,0.82,0.4
41nbc-2022,41NBC,41nbc-2022-09-08T19:54:13.899828-04:00.lighthouse.json,2022-09-08,0.23,0.85,0.67,0.82,0.4
41nbc-2022,41NBC,41nbc-2022-09-09T07:01:40.963409-04:00.lighthouse.json,2022-09-09,0.16,0.85,0.67,0.82,0.4
41nbc-2022,41NBC,41nbc-2022-09-09T19:01:47.875472-04:00.lighthouse.json,2022-09-09,0.13,0.85,0.67,0.82,0.4
41nbc-2022,41NBC,41nbc-2022-09-10T06:51:51.352409-04:00.lighthouse.json,2022-09-10,0.15,0.85,0.67,0.82,0.4
41nbc-2022,41NBC,41nbc-2022-09-10T19:03:55.373167-04:00.lighthouse.json,2022-09-10,0.08,0.85,0.67,0.82,0.4
41nbc-2022,41NBC,41nbc-2022-09-11T06:52:22.443776-04:00.lighthouse.json,2022-09-11,0.07,0.85,,0.82,0.4
6abc-2022,6abc,6abc-2022-09-05T06:58:37.843210-04:00.lighthouse.json,2022-09-05,0.3,0.61,0.75,0.84,0.5
6abc-2022,6abc,6abc-2022-09-05T18:57:51.222442-04:00.lighthouse.json,2022-09-05,0.23,0.59,0.75,0.84,0.5
6abc-2022,6abc,6abc-2022-09-06T06:53:15.273593-04:00.lighthouse.json,2022-09-06,0.22,0.61,0.75,0.84,0.5
6abc-2022,6abc,6abc-2022-09-06T19:03:06.083664-04:00.lighthouse.json,2022-09-06,0.23,0.61,0.75,0.84,0.5
6abc-2022,6abc,6abc-2022-09-07T08:10:12.980612-04:00.lighthouse.json,2022-09-07,0.23,0.61,0.75,0.84,0.5
6abc-2022,6abc,6abc-2022-09-07T18:57:14.084382-04:00.lighthouse.json,2022-09-07,0.23,0.61,0.75,0.84,0.5
6abc-2022,6abc,6abc-2022-09-08T07:00:24.990036-04:00.lighthouse.json,2022-09-08,0.23,0.61,0.75,0.84,0.5
6abc-2022,6abc,6abc-2022-09-08T19:53:54.516443-04:00.lighthouse.json,2022-09-08,0.22,0.61,0.75,0.84,0.5
6abc-2022,6abc,6abc-2022-09-09T07:02:36.612492-04:00.lighthouse.json,2022-09-09,0.23,0.61,0.75,0.84,0.5
6abc-2022,6abc,6abc-2022-09-09T19:02:20.584144-04:00.lighthouse.json,2022-09-09,0.23,0.61,0.75,0.84,0.5
6abc-2022,6abc,6abc-2022-09-10T06:52:03.686239-04:00.lighthouse.json,2022-09-10,0.36,0.61,0.75,0.84,0.5
6abc-2022,6abc,6abc-2022-09-10T19:03:43.626205-04:00.lighthouse.json,2022-09-10,0.32,0.59,0.75,0.84,0.5
6abc-2022,6abc,6abc-2022-09-11T06:52:26.087285-04:00.lighthouse.json,2022-09-11,0.22,0.61,0.75,0.84,0.5
9news-2022,9NEWS,9news-2022-09-05T04:57:41.332139-06:00.lighthouse.json,2022-09-05,0.32,0.8,0.75,0.7,0.5
9news-2022,9NEWS,9news-2022-09-05T16:57:51.028784-06:00.lighthouse.json,2022-09-05,0.31,0.8,0.75,0.7,0.5
9news-2022,9NEWS,9news-2022-09-06T04:53:15.044218-06:00.lighthouse.json,2022-09-06,0.3,0.8,0.83,0.7,0.5
9news-2022,9NEWS,9news-2022-09-06T17:03:29.276055-06:00.lighthouse.json,2022-09-06,0.25,0.8,0.83,0.7,0.5
9news-2022,9NEWS,9news-2022-09-07T06:09:39.435501-06:00.lighthouse.json,2022-09-07,0.13,0.8,0.75,0.7,0.5
9news-2022,9NEWS,9news-2022-09-07T16:57:17.603476-06:00.lighthouse.json,2022-09-07,0.14,0.8,0.75,0.7,0.5
9news-2022,9NEWS,9news-2022-09-08T05:00:19.625933-06:00.lighthouse.json,2022-09-08,0.14,0.8,0.75,0.7,0.5
9news-2022,9NEWS,9news-2022-09-08T17:54:14.094040-06:00.lighthouse.json,2022-09-08,0.13,0.8,0.75,0.7,0.5
9news-2022,9NEWS,9news-2022-09-09T05:02:32.153803-06:00.lighthouse.json,2022-09-09,0.17,0.8,0.75,0.7,0.5
9news-2022,9NEWS,9news-2022-09-09T17:02:15.431360-06:00.lighthouse.json,2022-09-09,0.27,0.8,0.75,0.7,0.5
9news-2022,9NEWS,9news-2022-09-10T04:51:40.147248-06:00.lighthouse.json,2022-09-10,0.26,0.8,0.75,0.7,0.5
9news-2022,9NEWS,9news-2022-09-10T17:04:01.998513-06:00.lighthouse.json,2022-09-10,0.14,0.8,0.75,0.7,0.5
9news-2022,9NEWS,9news-2022-09-11T04:52:26.122463-06:00.lighthouse.json,2022-09-11,0.32,0.8,0.75,0.7,0.5
9to5mac-2022,9to5mac,9to5mac-2022-09-05T03:58:21.868706-07:00.lighthouse.json,2022-09-05,0.24,0.65,0.83,0.89,0.6
9to5mac-2022,9to5mac,9to5mac-2022-09-05T15:58:39.915755-07:00.lighthouse.json,2022-09-05,0.21,0.65,0.83,0.89,0.6
9to5mac-2022,9to5mac,9to5mac-2022-09-06T03:53:06.232162-07:00.lighthouse.json,2022-09-06,0.25,0.65,0.83,0.89,0.6
